PolicyExecTime,EnvExecTime,ProcessExecTime,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,Time,ItrTime
0.2293996810913086,1.2740275859832764,0.029216289520263672,0,-176.7513026824009,-384.2383120539054,8.799627693178991e-13,48,2.8378773,17.079472,214.32490065419657,-16.780861272250434,-769.3679011344967,1.0,6.607118852031135e-09,-0.011795150116086006,0.0,0.006557397078722715,0.011795156723204858,5.76403284072876,5.764023780822754
0.22495222091674805,1.2751917839050293,0.02913498878479004,1,-113.39851827759588,-258.4629992247927,0.1677609350363446,49,2.818327,16.748806,144.59343948595622,-38.30179858672254,-551.9765485587087,0.99028045,1.1939843558295138e-09,-0.015414835885167122,0.0,0.00999450497329235,0.015414837079151478,10.662673711776733,4.894685983657837
0.21233677864074707,1.2856934070587158,0.030005455017089844,2,-93.280130444256,-215.65926401537521,0.22952287182557307,49,2.8434823,17.17547,151.25611741268074,-26.787577545023808,-542.2832042331185,1.0028088,-8.079583224684939e-09,-0.0136062977835536,0.0,0.009898936375975609,0.013606289703970376,15.569585084915161,4.903249979019165
0.2278459072113037,1.3755114078521729,0.031999826431274414,3,-55.92581450667463,-144.91705167224748,-0.2359523503637666,44,2.8491547,17.273174,122.30111531795491,-3.372949201427417,-563.6901325160966,1.0058637,-1.6476175090929246e-08,-0.010068089701235294,0.0,0.006540673319250345,0.010068073225060203,20.63289213180542,5.05950403213501
0.2081148624420166,1.2332673072814941,0.029344558715820312,4,-56.51796985581525,-135.80839959621863,-0.04483517275544857,47,2.858833,17.441162,94.0991922898579,27.409309036932328,-418.0731330985417,1.010834,1.1281636735915868e-09,-0.01150351669639349,0.0,0.006401180289685726,0.011503517824557163,25.54260277748108,4.906077861785889
0.21795439720153809,1.311183214187622,0.03222179412841797,5,-65.25261411459962,-146.4914001203445,0.06858374387034838,46,2.8654256,17.556524,81.185967802355,19.153674829556053,-334.34808194537015,1.0140146,-1.1602566019064398e-08,-0.014049062505364418,0.0,0.006513017695397139,0.014049050902798399,30.528458833694458,4.982243061065674
0.21053576469421387,1.23160982131958,0.031180620193481445,6,-46.672835740279005,-110.56854859736954,0.01128647801101823,48,2.8576562,17.420649,59.33752836352794,20.390305512887906,-292.61218981608704,1.0101254,3.5341938264821238e-09,-0.008665760047733784,0.0,0.006684527266770601,0.00866576358192761,35.50014305114746,4.968149900436401
0.22553181648254395,1.322157382965088,0.032024383544921875,7,-33.81059487719454,-81.41589492019654,0.03795437862106521,49,2.8585532,17.436281,40.1764636506706,17.222272307185875,-235.42093807092724,1.011055,1.032094676389761e-08,-0.009732759557664394,0.0,0.006459983065724373,0.009732769878611158,40.51509094238281,5.0110697746276855
0.22253775596618652,1.3918845653533936,0.03234052658081055,8,-28.358358158173687,-73.1043622464227,0.15157637691860137,43,2.8681927,17.605171,55.11979692578252,192.31735976465035,-216.81023594229288,1.0162463,-7.824637826558956e-09,-0.012611664831638336,0.0,0.006653432734310627,0.01261165700700051,45.61840200424194,5.099724054336548
0.24228692054748535,1.4983856678009033,0.032463788986206055,9,-26.16662883948936,-73.39024669921896,-0.1273776619679916,46,2.865432,17.556637,43.4452312747068,28.208122296218306,-226.60081080211162,1.0152001,-8.494724035301715e-09,-0.02016080915927887,0.0,0.007173158228397369,0.020160800664554834,50.773459911346436,5.151391983032227
0.23099136352539062,1.4271154403686523,0.03253507614135742,10,-37.82742787663846,-100.06334318017593,-0.04088305607419507,45,2.8573267,17.41491,81.48263732679129,9.83890758841919,-419.3272008923929,1.0108504,4.2473620176508575e-09,-0.012394706718623638,0.0,0.009374597109854221,0.012394710965985656,55.844635009765625,5.067401170730591
0.2876741886138916,1.3576548099517822,0.03126859664916992,11,-28.59372989235882,-77.8080982810947,-0.017523985552957866,45,2.8563368,17.39768,53.116916262217835,16.415335276722928,-248.5504123244009,1.010682,1.638776558898769e-09,-0.013265777379274368,0.0,0.00668873218819499,0.013265779018050927,60.98852300643921,5.140528917312622
0.22806310653686523,1.376028299331665,0.0328369140625,12,-25.077826292858077,-71.10880156246726,-0.08559245671002569,45,2.831291,16.96735,56.11143932244484,131.4723825311676,-253.1181681861217,0.9981632,-1.160526605370471e-10,-0.013415791094303131,0.0,0.006806401070207357,0.01341579097825047,66.09931588172913,5.107012033462524
0.22536420822143555,1.34950852394104,0.032143354415893555,13,-22.313821030812658,-64.18566479754828,0.4022546851835165,44,2.8136604,16.670828,36.56536459932692,3.6618991390601536,-151.84779563039157,0.9889811,3.781420732096308e-10,-0.011049379594624043,0.0,0.006529174279421568,0.011049379972766116,71.16367983818054,5.060454845428467
