LossAfter,IRLMedianLogQtau,ExplainedVariance,IRLLoss,ItrTime,NumTrajs,AverageDiscountedReturn,LossBefore,AveragePolicyStd,IRLAverageExpertEnergy,IRLAverageEnergy,Time,MeanKLBefore,EnvExecTime,AverageReturn,Iteration,MaxReturn,OriginalTaskAverageReturn,IRLRewardMean,IRLRewardMax,Entropy,dLoss,Perplexity,IRLMedianExpertLogQtau,IRLAverageExpertLogQtau,PolicyExecTime,IRLRewardMin,MeanKL,StdReturn,IRLAverageLogQtau,MinReturn,ProcessExecTime
-0.1477755457162857,-1.0323527,0.8497575517173623,0.2929697,0.7209148406982422,10,-205.5604522828674,-0.13338704407215118,0.91844946,-0.66022164,3.2364566,8.896625757217407,0.0,0.03375530242919922,-323.6456341698766,11,-226.09611494839191,-527.04179951202,-3.2364566,2.3926373,1.3338702,0.014388501644134521,3.795705,-1.2080954,-1.8466277,0.04349350929260254,-7.0738497,0.007609252352267504,52.17746193278834,-1.3200315,-415.13889336586,0.0055425167083740234
-0.1546957641839981,-1.0848398,0.9541040590824715,0.23757109,0.6485347747802734,10,-228.43841232852145,-0.13322566449642181,0.91696906,-1.3773772,3.527582,9.553561687469482,0.0,0.03356742858886719,-352.75821946784856,12,-249.3395850583911,-611.4377785030596,-3.527582,1.0368133,1.3322566,0.021470099687576294,3.789585,-1.2016938,-1.8450186,0.04136776924133301,-6.8137593,0.008408485911786556,56.31115098825365,-1.3465974,-430.6661913394928,0.005608558654785156
-0.15031957626342773,-1.0545232,0.8118684677262132,0.25917348,0.7428722381591797,10,-213.4995577253831,-0.13263070583343506,0.91152954,-0.74953455,3.3921835,10.305036544799805,0.0,0.07915687561035156,-339.21835022866725,13,-211.32067346572876,-577.43944290892,-3.3921835,2.0867453,1.3263073,0.017688870429992676,3.7671068,-1.2750124,-1.9448127,0.04266500473022461,-6.826192,0.005806979723274708,64.48526193199284,-1.3770567,-455.74945640563965,0.005539655685424805
-0.14796526730060577,-1.059068,0.9241445939816737,0.2804106,0.7093155384063721,10,-200.19833844410135,-0.13370883464813232,0.92140967,-0.9651834,3.148396,11.023605346679688,0.0,0.034081459045410156,-314.83959662765267,14,-261.62984408438206,-521.6865097901143,-3.148396,1.5487912,1.3370879,0.01425643265247345,3.807938,-1.244993,-1.884508,0.04201507568359375,-6.3740177,0.006151462905108929,36.15813802623971,-1.3229638,-387.25222969055176,0.005557060241699219
-0.1558670699596405,-1.0817379,0.9413727983782005,0.25652036,0.6321070194244385,10,-229.84430059784972,-0.13512609899044037,0.93456185,-0.99955297,3.6380537,11.664395809173584,0.0,0.03342580795288086,-363.8053512915969,15,-311.4574105143547,-563.2721231765488,-3.6380537,2.1002288,1.351261,0.020740970969200134,3.862293,-1.2396064,-1.8489902,0.04353141784667969,-6.9043355,0.006723653059452772,33.20576356079299,-1.3499365,-405.20039415359497,0.005555391311645508
-0.14263805747032166,-1.0879145,0.9494851463147901,0.24945039,0.6688475608825684,10,-229.1324879878658,-0.1345127373933792,0.9288472,-1.2580183,3.6124728,12.340837955474854,0.0,0.03485274314880371,-361.24728862196207,16,-311.2079598903656,-553.7439654757544,-3.6124728,2.155376,1.3451272,0.008125320076942444,3.8386748,-1.2864907,-1.918966,0.042577505111694336,-6.5838485,0.007942970842123032,24.365393475637067,-1.3804263,-396.6759214401245,0.0056416988372802734
-0.1597234159708023,-1.0720079,0.8883342091413812,0.2554505,0.7413113117218018,10,-222.11172948633103,-0.1346760392189026,0.93036556,-1.0744106,3.4541867,13.090997695922852,0.0,0.031939029693603516,-345.41867372989657,17,-253.04254007339478,-591.5393492477083,-3.4541867,2.592743,1.3467604,0.02504737675189972,3.8449492,-1.2523737,-1.8737203,0.044773101806640625,-6.317998,0.00961929652839899,49.23243261407635,-1.3530945,-420.3069176673889,0.005481719970703125
-0.14511962234973907,-1.1048039,0.9020400421820174,0.2568567,0.6544196605682373,10,-238.29332490333,-0.13694390654563904,0.9517057,-1.1238571,3.7570522,13.76208233833313,0.0,0.03327655792236328,-375.70524164885285,18,-302.8627838641405,-573.8561415791161,-3.7570522,0.6211429,1.3694388,0.008175715804100037,3.9331427,-1.21595,-1.8043048,0.0418391227722168,-6.7861195,0.008569289930164814,35.78853228813319,-1.3958256,-432.7821481227875,0.005976200103759766
-0.1559848040342331,-1.0706446,0.8817561309102608,0.27919936,0.7095863819122314,10,-222.48086603627843,-0.13495241105556488,0.9329398,-0.7599723,3.5268238,14.481745958328247,0.0,0.03639578819274902,-352.6823864519596,19,-225.4329999834299,-548.2860064556631,-3.5268238,2.3202322,1.3495241,0.021032392978668213,3.8555903,-1.2073233,-1.8133178,0.04546308517456055,-6.3859224,0.007831520400941372,62.24851916505279,-1.3663564,-425.387104511261,0.005963325500488281
-0.1463567465543747,-1.0714762,0.9238163817298995,0.25712594,0.6856656074523926,10,-214.00912025642666,-0.1340343952178955,0.92441463,-0.79844636,3.4403765,15.179024457931519,0.0,0.03486990928649902,-344.037634909153,20,-271.66734951734543,-535.599457445897,-3.4403765,1.7585366,1.3403437,0.012322351336479187,3.8203564,-1.1786358,-1.7837294,0.04343247413635254,-5.8210416,0.009971021674573421,46.42337840482709,-1.324854,-430.8820068836212,0.0058135986328125
-0.14937134087085724,-1.0496676,0.8261349884416165,0.24363434,0.6648693084716797,10,-234.32514082380143,-0.13261081278324127,0.91134816,-1.5111529,3.6717935,15.851305723190308,0.0,0.03242754936218262,-367.1793245911598,21,-245.3649262189865,-596.1594195798231,-3.6717935,2.9007277,1.3261076,0.016760528087615967,3.7663548,-1.1728559,-1.7920344,0.04381442070007324,-6.6019936,0.007303651887923479,77.35840784163894,-1.3409362,-455.4158425331116,0.006536245346069336
-0.14723743498325348,-1.0427511,0.9119517125876925,0.21263577,0.6529045104980469,10,-239.04969045671027,-0.13197600841522217,0.9055808,-1.8061495,3.752007,16.512688159942627,0.0,0.03582358360290527,-375.20072215348483,22,-305.07222098112106,-613.5269731394665,-3.752007,2.0061257,1.3197595,0.015261426568031311,3.742521,-1.1720974,-1.8043922,0.044571638107299805,-6.690148,0.006793885957449675,37.563499321699176,-1.3268627,-424.34912848472595,0.005785465240478516
-0.14939109981060028,-1.0555478,0.900372571327134,0.22640628,0.6740636825561523,10,-213.3699396989388,-0.13292022049427032,0.91417223,-1.4204967,3.347087,17.195390701293945,0.0,0.03271150588989258,-334.70869343280793,23,-253.17106749117374,-564.8860383497321,-3.347087,2.6792865,1.3292024,0.016470879316329956,3.778029,-1.1711705,-1.7897878,0.04303455352783203,-6.032854,0.005966413300484419,33.67783640564635,-1.2840912,-376.9498943090439,0.005486965179443359
