dLoss,AverageDiscountedReturn,Iteration,Perplexity,MaxReturn,EnvExecTime,IRLLoss,AveragePolicyStd,AbsLearnSignal,ExplainedVariance,ItrTime,MeanKL,ProcessExecTime,MinReturn,MeanKLBefore,LossBefore,LossAfter,AverageReturn,Time,NumTrajs,OriginalTaskAverageReturn,StdReturn,PolicyExecTime,Entropy
0.02340759,-532.0575342068844,15,15.438882,-243.36855168640614,251.88571739196777,0.11510658,0.95077074,0.7219442697662533,-8.482502784633374,258.2489290237427,0.009777834,0.023718595504760742,-1070.4411417245865,0.0,1.4463307e-08,-0.023407575,-791.9262203951948,3623.0080935955048,16,7.551050684671248,237.97165311565382,1.0650298595428467,2.7368891
0.014030985,-656.2732518867208,16,15.747268,-273.28970354795456,214.0436418056488,0.07648258,0.96026796,0.7717384777382266,-784.5755192678298,220.32714653015137,0.0066696582,0.02270364761352539,-5107.101118028164,0.0,-9.117345e-09,-0.014030994,-1582.0409671079058,3843.3399772644043,9,13.473795044040864,1630.9129124027368,1.0250053405761719,2.756667
0.013042666,-1055.920034718126,17,15.286192,-944.1234186142683,230.55207347869873,0.04122787,0.9461855,0.8039535004917076,0.08969843507537445,237.0050709247589,0.007395817,0.026721954345703125,-5272.4777491390705,0.0,-6.0598846e-09,-0.013042673,-3391.7215985607354,4080.349998474121,5,39.79308082866342,1813.7362826969577,1.2348089218139648,2.72695
0.021561794,-835.6164941257638,18,15.113665,-736.354561526794,227.7350733280182,0.046459783,0.94073606,0.6823696165393494,-0.03071476791143679,234.13770413398743,0.009400079,0.024855852127075195,-5302.697757363319,0.0,6.5041728e-09,-0.021561788,-2009.6944554999604,4314.491809129715,7,30.915959274070666,1521.2676102001046,1.1736083030700684,2.7155993
0.019001653,-1047.9768637732095,19,15.956883,-504.93693363666534,205.78276419639587,0.018328568,0.96681553,0.6813369771730564,-0.6126524572000982,212.10736107826233,0.009560178,0.02327704429626465,-5357.761722803116,0.0,4.7640407e-09,-0.019001648,-3045.9884758790336,4526.605297327042,6,14.846755216521865,2211.79293816104,1.0457355976104736,2.7698903
0.026550371,-679.3287905771576,20,16.163515,-67.21878624334931,216.50737404823303,0.111540206,0.97377837,0.6819481180708261,-3.091230434826919,222.732337474823,0.006014284,0.022760391235351562,-5358.291669368744,0.0,-1.08372085e-08,-0.026550382,-1529.088191906404,4749.344706058502,9,14.965001106922081,1521.1186860438997,1.0300359725952148,2.7827566
0.02533843,-1110.831896280148,21,16.15939,-518.6134897591546,193.3579363822937,0.048797354,0.9736673,0.8187703663822214,0.32109703143549384,199.47235584259033,0.0072991555,0.022510766983032227,-5280.085792809725,0.0,3.6928338e-09,-0.025338426,-3450.5033777380363,4948.82253074646,5,19.412761748728965,2204.549973324932,0.9584953784942627,2.7825012
0.02089181,-436.9589954235369,22,16.305159,-147.26119649678003,227.66297698020935,0.18956709,0.97778076,0.8226602530309731,-87.81184226355933,233.91043615341187,0.008710593,0.023749589920043945,-2786.8445856985636,0.0,7.0252253e-09,-0.020891802,-924.134881232673,5182.736684083939,10,20.694283073229833,733.6810697709802,1.057549238204956,2.7914815
0.024993546,-999.4638486613737,23,15.963752,-278.8888317346573,186.83704829216003,0.06703673,0.9682525,0.7467306747359365,0.19636344416549079,192.9990417957306,0.00663553,0.02218914031982422,-5352.093957543373,0.0,-1.8810145e-08,-0.024993565,-3281.6496244650334,5375.740231752396,5,16.824546099908996,2430.88629390797,0.9618804454803467,2.7703207
0.020489559,-977.3482834850153,24,16.351812,-319.1530550122261,184.91036248207092,0.049228057,0.9807372,0.858388610321288,-1.4717926019566545,191.1009259223938,0.009655428,0.021434783935546875,-5271.772883892059,0.0,1.4177517e-09,-0.020489557,-3246.973836841434,5566.844919681549,5,17.166121796594844,2306.052244316833,0.9595448970794678,2.7943387
0.021573383,-607.4830395747715,25,16.76776,-107.41023961920291,246.40587663650513,0.09976565,0.9932257,0.857842872862233,-13.050982960472073,252.8005862236023,0.009275704,0.02584552764892578,-5366.966605365276,0.0,6.4655885e-09,-0.021573378,-1266.5210367307407,5819.649387121201,11,19.468208022734224,1385.758801562927,1.167405605316162,2.819458
0.020849051,-711.7236991922645,26,16.868578,-475.22914983332157,211.91754817962646,0.15883754,0.99719214,0.8732610420985073,-0.3021646610351476,218.21502542495728,0.007681311,0.024137496948242188,-5065.8321990296245,0.0,-0.0,-0.020849051,-2147.344135956863,6037.86846113205,6,49.009143976776244,1864.0734756779957,1.0940752029418945,2.8254526
0.0354327,-977.5957523113535,27,15.967737,-31.054142937035067,187.24579882621765,0.14194398,0.9694811,0.7081973111841063,-0.08328808732497262,193.35270285606384,0.009246949,0.021464109420776367,-5360.944081068039,0.0,7.501863e-09,-0.035432693,-3266.4944110793936,6231.225389957428,5,18.326783366424156,2275.734475037011,0.9474596977233887,2.7705703
0.015612357,-705.6673177186155,28,15.772522,-404.63879358721897,241.66591835021973,0.08115377,0.9646556,0.6301686597038786,-9.597105470263623,248.06523060798645,0.006736542,0.02543354034423828,-5281.968271017075,0.0,1.6232754e-08,-0.015612341,-1587.1550364532848,6479.294684410095,11,10.591302148291946,1701.7005923080073,1.1352803707122803,2.7582693
0.017541543,-973.592375377342,29,16.007772,-665.7898595873266,188.00900411605835,0.056705832,0.97104335,0.8036935005151197,-2.108632708417336,194.1035885810852,0.0066515086,0.02231621742248535,-5288.680242300034,0.0,3.7216559e-09,-0.017541539,-3069.601502552547,6673.402213811874,5,18.9626498498539,1879.6567354748108,0.9677567481994629,2.7730744
0.018940456,-818.1324184016454,30,15.12396,-505.35131072998047,248.86616158485413,0.054367665,0.9445179,0.9027426526358865,-2.1332284408266213,255.26995372772217,0.008909686,0.027815818786621094,-5280.387981414795,0.0,-5.9979515e-09,-0.018940462,-1995.410632747743,6928.6768181324005,9,16.654843137612726,1749.6619512239397,1.206634759902954,2.7162802
0.024829565,-760.3857179097341,31,15.082931,-283.6706911090296,216.05552053451538,0.088968344,0.9445529,0.8143864736407458,-0.12646613610125712,222.29740166664124,0.006692865,0.023514509201049805,-5327.358558416367,0.0,1.0745626e-08,-0.024829553,-1794.231252962387,7150.978548526764,9,10.428744957585966,1880.4817091949965,1.0384056568145752,2.7135637
0.019032987,-850.60113033076,32,14.903371,-357.54350727796555,215.42407631874084,0.03340168,0.9390186,0.9023474532286807,-0.870783365403742,221.64369368553162,0.009723558,0.023255109786987305,-5390.242151498795,0.0,-8.996928e-09,-0.019032996,-1910.0039589607882,7372.626109361649,9,10.654556119750785,1851.5376768152382,1.0408766269683838,2.7015874
0.013933427,-982.7442371059827,33,13.992803,-429.87827092781663,204.8858757019043,0.035570603,0.91050696,0.8826440143134805,-0.526501729363086,211.19064903259277,0.0071080285,0.02381134033203125,-5337.888377130032,0.0,5.20186e-09,-0.013933421,-2970.30157703363,7583.821661472321,6,13.345989761152518,2305.054260136525,1.0620226860046387,2.6385431
0.009055661,-982.8161594277419,34,13.5278225,-761.3452333211899,215.20610761642456,0.02483906,0.8951144,0.8164711309959516,-1.4847386645317808,221.4444444179535,0.009015131,0.024525165557861328,-5353.685395717621,0.0,-0.0,-0.009055661,-2723.876907929246,7805.269850969315,7,11.518240821185591,2212.9521650183306,1.0858409404754639,2.6047485
0.025349118,-758.4707308706619,35,13.059025,-756.4568741321564,210.69643259048462,0.07366101,0.87880284,0.859646364876482,-0.757165873438272,216.98019695281982,0.005954471,0.022878646850585938,-5236.167121767998,0.0,1.1078502e-08,-0.025349107,-1775.2651803318618,8022.254781246185,9,11.585701354675798,1745.0858997396638,1.0091009140014648,2.5694795
0.01794623,-911.298992005041,36,12.824883,-337.06660109758377,207.59265422821045,0.062360927,0.87125283,0.8450808970376679,-2.2837743626116622,213.85791563987732,0.007367402,0.022709369659423828,-5383.420371294022,0.0,-7.11034e-09,-0.017946238,-2451.871289903453,8236.118046760559,6,37.9170273279693,1829.1482484151475,1.047983169555664,2.5513873
0.012171507,-1187.5024029481897,37,12.633478,-715.8768252916634,189.16047286987305,0.03151567,0.86541975,0.9239687207601088,-2.9574712987654252,195.33075213432312,0.006092267,0.0222320556640625,-5359.763867974281,0.0,9.934108e-09,-0.012171497,-3555.315981218219,8431.454778909683,5,14.232739922493852,2147.8872467288115,0.9846293926239014,2.5363503
0.009792168,-927.8091651347526,38,12.676113,-753.021948069334,207.63604974746704,0.035297077,0.86698294,0.7966887389605108,-11.24101026614224,213.91685581207275,0.0087251095,0.023410797119140625,-5353.0227328538895,0.0,1.7611714e-09,-0.009792166,-2544.5712730505816,8645.375941514969,6,32.450639019923976,2032.5058195782576,1.0605406761169434,2.5397193
0.023483982,-1039.0958525877502,39,12.737057,-857.5958674889989,203.95792412757874,0.03982426,0.869751,0.7942471775521951,-1.6856001884735283,210.12204718589783,0.00741287,0.023344993591308594,-5342.951962709427,0.0,1.7530778e-09,-0.02348398,-3037.585806627525,8855.501829147339,6,16.677576638569864,2144.1933624584854,1.026710033416748,2.5445156
0.024454962,-846.625308970833,40,13.18508,-749.6001850813627,210.89805698394775,0.033769432,0.88466084,0.817463043952417,-0.5383142929755458,217.070415019989,0.009881507,0.022587299346923828,-5308.703980445862,0.0,-3.6856977e-09,-0.024454966,-1887.6181592527364,9072.576501846313,9,10.522984028591424,1830.9174203867615,1.0160653591156006,2.5790858
0.049575686,-927.3253148512832,41,13.41108,-154.69565439224243,195.1478259563446,0.020840552,0.89349973,0.21394997807406105,-39.15139889293244,201.376482963562,0.009617139,0.022455215454101562,-5358.395831286907,0.0,-3.6821401e-09,-0.04957569,-2727.0415809551873,9273.956976175308,6,17.867462517669136,2068.124277966692,0.9770622253417969,2.5960813
0.038200606,-974.026295082966,42,13.659347,-258.2510241009295,196.89878010749817,0.03586194,0.90166104,0.67723408545525,0.11771103120339488,203.0991268157959,0.00939934,0.022795677185058594,-5392.11137008667,0.0,-7.2453887e-09,-0.038200613,-2921.236474144583,9477.060012102127,6,13.811193836372246,2392.887495988066,1.0136923789978027,2.614424
0.027814193,-1005.0452510819969,43,13.879809,-204.56643688678741,200.8447299003601,0.031156875,0.9061966,0.8417333839732127,-1.0054856035871227,207.0325939655304,0.009895194,0.022901296615600586,-5389.681660413742,0.0,-2.1450969e-08,-0.027814215,-2972.3006428865096,9684.099904060364,6,15.09220238891958,2370.2864829154387,1.0238263607025146,2.6304352
0.030846165,-1113.4328626064705,44,13.98788,-852.9072879447995,189.4130630493164,0.061559595,0.9089922,0.7576852443890414,-1.0659636268380006,195.5778329372406,0.007000577,0.02211451530456543,-5212.392910841852,0.0,-1.475705e-08,-0.03084618,-3429.998992076282,9879.68285870552,5,20.89021609209144,1976.014197591664,0.986182451248169,2.6381912
0.038221713,-883.2752945675851,45,13.923072,-128.10311866831034,192.10655879974365,0.053879227,0.9069657,0.8187052609008358,-0.39827042941433977,198.2802493572235,0.009135618,0.02141714096069336,-5440.819197297096,0.0,3.78818e-09,-0.03822171,-2469.1160370638595,10077.966865062714,5,57.86101420436715,1893.9423374643509,1.0636701583862305,2.6335473
0.018255169,-761.0202018800959,46,13.967618,-652.7019073665142,212.82080936431885,0.0490142,0.90866286,0.8845559388791312,-5.004450859590856,219.12719011306763,0.008777449,0.022624492645263672,-5276.461944937706,0.0,7.3359563e-09,-0.018255161,-1584.2396661401208,10297.100142240524,9,15.356885940787496,1466.6352557716723,1.0142061710357666,2.6367416
0.021846646,-768.7374855213046,47,13.47703,-295.66949611902237,208.44149208068848,0.03591888,0.89277464,0.8448746855082013,-0.06543089107378086,214.5775830745697,0.006691862,0.022086381912231445,-5378.041768848896,0.0,1.31541285e-08,-0.021846633,-1768.0624385972817,10511.681633472443,9,11.82107890265225,1939.4689038307777,1.0029902458190918,2.6009867
0.021785354,-759.2069906857568,48,13.5429125,-51.766186848282814,217.4425446987152,0.052469507,0.8948791,0.8103158481132019,0.013938602621813234,223.68082523345947,0.007112661,0.02300238609313965,-5244.223987639416,0.0,-9.091271e-09,-0.021785364,-1692.9952217733953,10735.3679022789,10,9.729661834281481,1764.5860958132082,1.035416603088379,2.6058633
0.01797889,-952.5619226026985,49,13.394295,-648.2280920892954,229.1320390701294,0.030107234,0.8902289,0.885487122342837,-2.873237667003625,235.59784197807312,0.008753019,0.025430679321289062,-5302.374419406056,0.0,-3.2164396e-09,-0.017978894,-2469.757241141051,10970.96991610527,8,17.010840714559706,2080.7570975290732,1.1240506172180176,2.5948288
0.011195703,-1035.3760078206126,50,13.804324,-782.6825757867191,202.45226311683655,0.014868733,0.9024063,0.8300399353530007,0.2270018910551722,208.64415955543518,0.0070047295,0.02317333221435547,-5347.028680324554,0.0,-1.2385381e-08,-0.0111957155,-2762.2185158440648,11179.617851734161,6,24.531759730852542,1963.8067975015424,1.0135760307312012,2.6249819
0.01193348,-1080.807254286797,51,14.125035,-688.7400728315115,189.05209469795227,0.047163792,0.9127467,0.6655316654371556,-4.2952765776290045,195.16849160194397,0.007343193,0.022258758544921875,-5175.440795902163,0.0,-0.0,-0.01193348,-3413.0396365161987,11374.790464162827,5,22.39161415053356,2105.830162263257,0.9643821716308594,2.6479487
0.018614821,-612.0977375445684,52,14.025592,-11.333917863667011,275.53049898147583,0.07915885,0.9091315,0.8679794156656457,-1.457683941294606,282.0091669559479,0.0077612516,0.028354883193969727,-5315.542378485203,0.0,5.969792e-09,-0.018614816,-1318.829857678848,11656.804715633392,14,9.337882654065627,1613.5718275915842,1.2737765312194824,2.6408837
0.016248042,-496.15366517175414,53,13.935007,-351.21331808913965,226.75476455688477,0.26119596,0.9067339,0.8279266567837873,-3.243866687677439,233.1504442691803,0.005041084,0.023567676544189453,-1913.5756215911824,0.0,3.5684726e-09,-0.016248038,-822.9610482640346,11889.959201097488,10,28.811586490548155,404.0562660288663,1.1187548637390137,2.6344042
0.02632264,-613.3887769959624,54,13.869806,-468.1892839372158,211.868878364563,0.080759145,0.90483415,0.8347124069453238,-0.606174207668285,218.0286567211151,0.006973561,0.022466659545898438,-5181.873353421688,0.0,9.527448e-09,-0.026322631,-1411.8975883105563,12107.991805315018,9,16.845824543387224,1496.4389220573769,1.0065715312957764,2.6297143
0.02470645,-675.0552408148559,55,13.646863,-486.2388294637203,213.83868837356567,0.06641354,0.8993421,0.848863311778566,0.2015770475858194,220.23508286476135,0.009525914,0.02226400375366211,-4276.34009090066,0.0,1.1274968e-08,-0.024706438,-1407.8323727312543,12328.231051921844,9,27.659859100274133,1159.7639924638593,1.0519568920135498,2.6135097
0.021055697,-626.8525867725316,56,13.498144,-483.8618088029325,233.81079292297363,0.045976862,0.8961849,0.8607977012490723,-1.0021382186557672,239.98672246932983,0.00945086,0.02366495132446289,-4196.33714723587,0.0,-1.8199892e-09,-0.021055698,-1085.5066630501444,12568.221810817719,13,8.85297848209078,917.1573147185524,1.0611717700958252,2.6025522
0.021098109,-569.3082944685518,57,13.426273,-367.2081182412803,231.62800097465515,0.11789203,0.8934895,0.8552997319301209,-1.4180467229076825,237.82539319992065,0.008685489,0.023277759552001953,-4050.50697696954,0.0,1.503329e-08,-0.021098094,-1003.0515783567412,12806.052033424377,13,11.882324543857017,902.414654171233,1.0415019989013672,2.5972135
0.030383643,-598.9900735576128,58,12.746237,-302.85360653325915,215.48962235450745,0.10550377,0.87363577,0.8434169523367205,0.31848785747930297,221.6748547554016,0.008582011,0.022651195526123047,-5223.322593331337,0.0,-0.0,-0.030383643,-1370.9135718431323,13027.73083782196,10,15.550947231050651,1632.1360992868351,1.0136606693267822,2.545236
0.05619616,-667.2417154953899,59,12.390285,-78.45589616266079,218.2931456565857,0.063073285,0.86362183,0.18206227542401868,-6591.444182204553,224.68340945243835,0.007375267,0.023410320281982422,-5235.868061831628,0.0,-3.608985e-09,-0.056196164,-1585.4940657981847,13252.418266773224,10,10.652041501175685,1791.071063069868,1.0466153621673584,2.5169127
0.028020961,-692.4905810000485,60,12.434533,-19.035545840859413,214.66202425956726,0.04198675,0.8649831,0.735088954439437,0.3388840497632519,220.81584239006042,0.007571884,0.022524356842041016,-5322.010854065418,0.0,9.721923e-09,-0.028020952,-1602.4216927947477,13473.238935470581,10,9.094230094608225,1867.544269799209,1.0072274208068848,2.5204775
0.019770999,-610.8353549320259,61,12.559053,-468.7266950905323,205.67392826080322,0.104420975,0.86918175,0.748955960616533,-0.3682262841017381,211.84253430366516,0.007981414,0.021917104721069336,-5297.459685325623,0.0,2.474604e-08,-0.019770974,-1376.647419406722,13685.08706665039,9,10.834401975202162,1533.144021823799,1.0041229724884033,2.5304418
0.024052441,-875.7317341236778,62,13.197638,-667.2388396859169,249.46344137191772,0.03339223,0.8922293,0.7673593008072155,0.017716660028875286,256.0073091983795,0.007618982,0.02803325653076172,-5193.165266811848,0.0,-0.0,-0.024052441,-2287.7068002435067,13941.10082745552,9,13.379045763490751,2018.809233837091,1.2576396465301514,2.5800378
0.02758934,-550.9373511654944,63,12.890903,-530.9006434194744,222.2019066810608,0.10832317,0.8805065,0.785377089418421,-0.10663760458186955,228.47838640213013,0.008568545,0.023514270782470703,-5060.845599479973,0.0,1.4381516e-08,-0.027589325,-1178.4914640437812,14169.58324432373,10,17.244363277067727,1324.3210270188856,1.054905891418457,2.556522
0.019707432,-836.333225873189,64,12.530857,-597.5258868783712,233.54997062683105,0.07884314,0.86742127,0.7666261526840892,-0.1150045877057908,240.0153784751892,0.0042949887,0.026410579681396484,-5271.799136547372,0.0,1.7440428e-08,-0.019707415,-2307.629474055255,14409.602562189102,8,18.081970213473706,1951.4952452686694,1.1683242321014404,2.5281942
0.026889635,-607.3069178102905,65,12.30586,-534.9945577215403,223.35226249694824,0.12298709,0.8598408,0.8377631165388817,-1.5841936532480205,229.52372217178345,0.008586325,0.023915767669677734,-5277.356247782707,0.0,1.0735546e-08,-0.026889624,-1419.8507128426804,14639.130513191223,10,15.19744123553976,1596.0289717952073,1.0458297729492188,2.5100756
0.025720255,-970.300792514886,66,12.759868,-512.8404784612358,201.93262195587158,0.078447536,0.8739373,0.6599417711578822,0.48759864795593255,208.13002729415894,0.008678521,0.023505449295043945,-5382.928401470184,0.0,-7.0905153e-09,-0.025720263,-2935.236696833124,14847.266498088837,6,16.035770601630873,2286.7080492034056,1.0367827415466309,2.546305
0.028020306,-782.9610765154832,67,12.430573,-606.761742609553,231.00966477394104,0.089507826,0.864631,0.602485347727815,-0.32890782144325437,237.3387701511383,0.009571858,0.02635049819946289,-4919.606918450445,0.0,6.3897776e-09,-0.0280203,-2273.9503741534427,15084.609546899796,8,16.19507175782998,1997.1548213469875,1.1250214576721191,2.520159
0.025723778,-1306.2894668943886,68,12.377457,-1116.6963365972042,225.9787631034851,0.038599584,0.8612669,0.6810494064232189,0.46361641548584576,232.38024520874023,0.008896554,0.026688337326049805,-5282.404765035957,0.0,-0.0,-0.025723778,-4347.8060484878715,15316.997447252274,5,21.85073990756839,1617.996176996597,1.199148416519165,2.5158768
0.010544006,-1132.0157042294645,69,12.357462,-677.0900721251965,188.65657258033752,0.054442763,0.86109126,0.749308236639768,-7.548377893894505,194.9008822441101,0.008224539,0.022264719009399414,-5418.704944610596,0.0,-3.7216559e-09,-0.0105440095,-3467.2718523770573,15511.902386903763,5,20.48855015130884,2169.860897969537,0.9794580936431885,2.51426
0.02688696,-1177.8132624332432,70,12.288983,-879.4622483011335,225.86855602264404,0.075494274,0.8593346,0.7248639364971381,0.14255094457717377,232.2017149925232,0.008522639,0.02758049964904785,-5096.712104871869,0.0,3.775433e-09,-0.026886957,-4187.962380733259,15744.108853340149,5,24.75997356592498,1656.0910685843444,1.1982369422912598,2.5087032
0.034377385,-744.4306317120929,71,12.414139,-504.59082782268524,263.6692764759064,0.059073284,0.8628261,0.7986443581358859,-4.3942289540483,270.0821764469147,0.008407019,0.026925086975097656,-5173.001550316811,0.0,-0.0,-0.034377385,-1521.6947603092458,16014.196897506714,13,9.465835326813878,1556.78609734232,1.2197542190551758,2.518836
0.02433997,-691.182080389785,72,12.479074,-36.84136199951172,254.62343502044678,0.06686768,0.8638423,0.27649211999729145,-586.1446742758869,261.14529180526733,0.009825975,0.027188777923583984,-5211.628252655268,0.0,6.079199e-09,-0.024339965,-1814.4468411846426,16275.346579790115,11,11.016592681694634,2070.0845660852733,1.1972694396972656,2.524053
0.02066713,-913.81471575277,73,12.67601,-607.3487595915794,223.80845403671265,0.0743501,0.8717466,0.79904747886087,-0.3262329468251699,230.18320155143738,0.0072611924,0.025677919387817383,-5326.2768596708775,0.0,6.4986323e-09,-0.020667125,-2642.3054003767734,16505.535943746567,7,19.908522317686703,2138.989107481812,1.1369972229003906,2.5397112
0.032813042,-978.0352142138137,74,13.040864,-623.9884362220764,204.59440422058105,0.012179223,0.88490057,0.6005541130135166,0.5550601531387052,210.86064076423645,0.008411355,0.023429155349731445,-5361.71700668335,0.0,-1.0715442e-08,-0.032813054,-2660.673689339842,16716.400457382202,7,13.554993330407516,2310.3911888795933,1.0173542499542236,2.5680878
0.026723105,-985.8087169533195,75,13.284534,-771.1964182853699,202.50217843055725,0.066807084,0.89303774,0.810598630903642,-0.9705936388179415,208.65752959251404,0.0077172224,0.02302384376525879,-5360.001209974289,0.0,1.4207439e-08,-0.02672309,-2892.083753582711,16925.06221485138,6,19.826929214595904,2108.718742279275,1.015920877456665,2.5866005
0.037171472,-1041.7435045355726,76,13.074087,-784.8228045403957,203.40037560462952,0.054656815,0.88618153,0.8568028510738582,-0.9760749937486675,209.75065398216248,0.009057325,0.023459672927856445,-5251.640995264053,0.0,8.7734525e-10,-0.037171472,-3026.1311864371723,17134.816544771194,6,20.470793408578594,2106.943201469804,1.047060251235962,2.5706322
0.031206166,-728.6220465076864,77,13.544523,-480.7651222674176,218.11239409446716,0.09845893,0.90181607,0.5760187706825236,-1.013643982757705,224.34150433540344,0.0064703003,0.023224353790283203,-5054.401307284832,0.0,1.7875808e-09,-0.031206165,-1710.028460227962,17359.16216444969,9,18.22592002177438,1653.238021685364,1.0294275283813477,2.6059823
0.015121548,-990.7302494637885,78,13.628583,-750.137847840786,211.6103014945984,0.05488126,0.9049989,0.748711771881289,-0.5977794228600997,217.88396430015564,0.007012102,0.023715972900390625,-5410.240919351578,0.0,-1.2181971e-08,-0.015121561,-2687.897681269717,17577.05207324028,6,40.5002679609099,1892.6700698018346,1.085946798324585,2.6121693
