PolicyExecTime,EnvExecTime,ProcessExecTime,OriginalTaskAverageReturn,IRLAverageEnergy,IRLAverageLogQtau,IRLMedianLogQtau,IRLAverageExpertEnergy,IRLAverageExpertLogQtau,IRLMedianExpertLogQtau,IRLLoss,IRLRewardMean,IRLRewardMax,IRLRewardMin,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,Time,ItrTime
0.15732908248901367,0.849614143371582,0.0188448429107666,-316.4472497988043,2.1979938,-2.8309214,-2.5060859,1.478291,-4.1696005,-3.2807384,1.0687093,-2.1979938,-0.7956636,-7.155176,0,-137.09307816627845,-230.10721228040498,3.888334099144686e-12,29,2.837877,17.079468,82.30664394166511,-128.24053537845612,-434.5950986146927,1.0,-0.2837877571582794,-0.2989943325519562,0.0,0.006642820779234171,0.015206575393676758,4.032055139541626,4.032058238983154
0.14368891716003418,0.8751988410949707,0.020311832427978516,-375.7574304533032,4.7550087,-2.8154678,-2.5043364,1.603557,-3.434456,-2.4820225,0.43290007,-4.7550087,-0.47597227,-11.827025,1,-302.5555634801969,-515.8364552125848,0.5995670680048011,29,2.8167248,16.721992,154.61010049861872,-303.7695436477661,-921.7595365047455,0.9895316,-0.28167250752449036,-0.2904742658138275,0.0,0.00785592570900917,0.008801758289337158,7.27932333946228,3.241536855697632
0.13192129135131836,0.8411886692047119,0.020320415496826172,-291.0091012566035,5.044894,-2.8254826,-2.52429,1.0046773,-3.659804,-2.702068,0.287825,-5.044894,-0.6332379,-10.156263,2,-337.66138322316954,-586.5659873187542,0.584750604206687,26,2.8208926,16.791832,188.713669181462,-282.8109395503998,-1281.2811546325684,0.9916194,-0.2820892333984375,-0.29857000708580017,0.0,0.009596739895641804,0.01648077368736267,10.592158317565918,3.3075830936431885
0.1526050567626953,0.9315154552459717,0.02134561538696289,-365.52265641634904,5.574603,-2.8569279,-2.5351472,0.108786345,-3.473774,-2.5014646,0.22258693,-5.574603,1.3852098,-11.406633,3,-333.3505843186931,-538.2975932471454,0.6682644360548282,32,2.8371255,17.066637,146.23187709657665,-327.63888666033745,-953.2076005935669,0.9996575,-0.2837124764919281,-0.2987064719200134,0.0,0.006832314655184746,0.014993995428085327,13.956660270690918,3.3585989475250244
0.12996697425842285,0.7553708553314209,0.020629167556762695,-374.5606985964536,5.9998965,-2.7912712,-2.4711053,-0.3592129,-3.7512226,-2.7109847,0.17812338,-5.9998965,-0.14846218,-15.363745,4,-357.81870563033004,-592.4414193668673,0.7907552321818603,31,2.8273296,16.90027,170.23575133884628,-313.9169535636902,-1001.7095398902893,0.9947444,-0.28273293375968933,-0.3185424506664276,0.0,0.00954152550548315,0.03580951690673828,17.098257303237915,3.1360068321228027
0.1418750286102295,0.7837841510772705,0.020515918731689453,-319.10961997011333,6.0110173,-2.7735367,-2.4630659,-0.9268589,-3.7823784,-2.698007,0.16258731,-6.0110173,2.250121,-14.5592165,5,-348.55084678114247,-565.9748135708505,0.6788338467897885,32,2.7929149,16.328547,185.8730271944393,-239.44153344631195,-1162.7975535392761,0.97794306,-0.27929142117500305,-0.2880810797214508,0.0,0.006888874806463718,0.008789658546447754,20.241096258163452,3.137211799621582
0.14841651916503906,0.853538990020752,0.02088141441345215,-271.30966710861867,6.0241365,-2.745516,-2.4479635,-0.90690464,-3.7855434,-2.6548157,0.18670902,-6.0241365,1.3707225,-18.831308,6,-357.19645809244025,-605.827342758576,0.603009013845093,30,2.7696424,15.952928,257.26181120797884,-315.5114321708679,-1610.9284024238586,0.96676177,-0.2769642770290375,-0.2885094881057739,0.0,0.007061527576297522,0.01154521107673645,23.4966242313385,3.2496337890625
0.1611621379852295,0.9401524066925049,0.023138761520385742,-294.0404279797484,6.503277,-2.7468426,-2.4513195,-1.2191242,-3.846918,-2.7366152,0.14235435,-6.503277,2.4173644,-18.423151,7,-394.1414505910992,-674.3225000819256,0.6401277961919951,29,2.7601151,15.801662,207.4788086710998,-340.91732108592987,-1224.2465567588806,0.9619532,-0.27601155638694763,-0.29427647590637207,0.0,0.009442697279155254,0.01826491951942444,27.40847945213318,3.9061522483825684
0.15651631355285645,0.9738211631774902,0.022862911224365234,-280.0967528459787,7.206778,-2.7608235,-2.4690976,-1.2391968,-4.007081,-2.9294262,0.13106896,-7.206778,0.6405236,-27.906454,8,-438.1397339711602,-843.1930712106137,0.6000396658640135,26,2.7726858,16.001553,460.1168258134538,-271.57554292678833,-2256.6293139457703,0.96827006,-0.27726852893829346,-0.3139253258705139,0.0,0.009046257473528385,0.03665679693222046,31.025989294052124,3.6097867488861084
0.15259671211242676,0.9398713111877441,0.02179884910583496,-264.6060908030452,7.0843534,-2.8019588,-2.4938111,-1.644008,-3.6657174,-2.5904055,0.13268714,-7.0843534,0.3228463,-30.495207,9,-423.8553702535029,-788.1999520151703,0.4923378036985615,27,2.794162,16.348923,446.47038101725764,-236.65711498260498,-2412.8867692947388,0.9788838,-0.2794162333011627,-0.2811987102031708,0.0,0.006113299168646336,0.0017824769020080566,34.48880624771118,3.4551591873168945
