PolicyExecTime,EnvExecTime,ProcessExecTime,OriginalTaskAverageReturn,IRLLoss,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,Time,ItrTime
0.19649910926818848,1.8549296855926514,0.040743112564086914,-336.3523878886018,0.49379092,0,-127.05475731271224,-243.32718374056276,2.7557955917245636e-12,32,2.8378768,17.079464,125.89953475946187,-57.42514315247536,-539.3993467390537,1.0,1.5174744794066442e-09,-0.008883390575647354,0.0,0.007527343928813934,0.008883392093121834,3.288925886154175,3.288935899734497
0.16437149047851562,1.7078568935394287,0.03882431983947754,-298.4727112117373,0.23300721,1,-237.04472681865707,-428.07486032884725,0.46881189557739467,36,2.833551,17.00574,260.1066511166084,-61.88129381230101,-1049.676606476307,0.99785453,7.817002156684794e-09,-0.009304435923695564,0.0,0.008420373313128948,0.009304443740697721,5.436981916427612,2.1278839111328125
0.1605064868927002,1.8288726806640625,0.034294843673706055,-256.4013642320831,0.15670046,2,-313.7600101053935,-594.1832953849031,0.6952001994883106,33,2.8039503,16.509737,415.0952602784314,-42.83011972438544,-1912.986447930336,0.98319054,-8.046627364421965e-09,-0.012683222070336342,0.0,0.008002531714737415,0.012683214023708977,7.688710927963257,2.2452826499938965
0.13926982879638672,1.4407556056976318,0.030337095260620117,-235.69776114119475,0.14795472,3,-347.90117400261494,-623.9652970433509,0.6431862318680709,34,2.8379605,17.080893,352.37769135881393,-112.82833220530301,-1403.4993276447058,1.0000491,5.598637553561048e-09,-0.014950569719076157,0.0,0.009473428130149841,0.01495057531771371,9.523030996322632,1.8295509815216064
0.15433406829833984,1.570815086364746,0.03489971160888672,-223.2322110789147,0.109491274,4,-414.8441398608559,-721.1305068018972,0.6876064578912067,37,2.8388453,17.096012,448.81323212156434,-163.1926026493311,-2427.4397876262665,1.0005027,-3.312645446840179e-08,-0.010686847381293774,0.0,0.007792308926582336,0.010686814254839305,11.498070001602173,1.971012830734253
0.14155268669128418,1.3989357948303223,0.029899120330810547,-196.00829109525048,0.10011124,5,-444.225630300074,-810.9821377392459,0.574767459463894,35,2.8453689,17.207905,509.8234194108155,-183.45556886307895,-2494.0618107914925,1.003782,9.180980420353535e-09,-0.012317120097577572,0.0,0.006607573479413986,0.012317129278557992,13.278491973876953,1.7751243114471436
0.14231586456298828,1.3698127269744873,0.03069019317626953,-166.7716556704053,0.120374195,6,-391.1134250206835,-699.209210464927,0.6727500071378845,38,2.886825,17.936274,451.17587833610384,-182.11330638825893,-1782.2694443911314,1.0248102,-4.9104866839400074e-09,-0.018796484917402267,0.0,0.009591614827513695,0.018796480006915584,15.058181762695312,1.7754051685333252
0.1426539421081543,1.3568928241729736,0.02885150909423828,-129.692614547173,0.09375392,7,-423.871836466322,-720.1511713037953,0.7254520106324047,38,2.8877044,17.952051,381.12677144813915,-208.32857179641724,-1983.649044752121,1.0255746,8.167017617743966e-10,-0.014359474182128906,0.0,0.006804787553846836,0.014359474998830668,16.80159902572632,1.7390339374542236
0.13817739486694336,1.2482573986053467,0.03030252456665039,-106.33589891675824,0.1101857,8,-411.29367876258164,-676.1098718839296,0.5040425070903689,39,2.8627226,17.509132,306.8782873003853,-237.84970835596323,-1659.0680834054947,1.0128974,-2.0422081803417313e-08,-0.012836236506700516,0.0,0.00929654948413372,0.012836216084618712,18.423815965652466,1.6171340942382812
0.12766194343566895,1.112499475479126,0.028222084045410156,-85.65248429215909,0.09723525,9,-436.167766528787,-728.1482640808902,0.7462850397337257,37,2.8500743,17.289066,295.7484504375605,-299.968344476074,-1621.7157953977585,1.0066532,5.623357335338142e-09,-0.016370275989174843,0.0,0.0066598765552043915,0.016370281612532178,19.896615982055664,1.468780755996704
