PolicyExecTime,EnvExecTime,ProcessExecTime,OriginalTaskAverageReturn,IRLLoss,IRLRewardMean,IRLRewardMax,IRLRewardMin,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,Time,ItrTime
0.15068936347961426,0.7108254432678223,0.01915454864501953,-236.72717323769322,0.5276564,-1.1229337,-0.12372875,-2.158219,0,-47.2605270203412,-111.96735916070399,5.154954241248788e-11,31,2.8378768,17.079464,21.411465040039523,-73.03765970468521,-153.02418684959412,1.0,4.627989103056507e-10,-0.015353202819824219,0.0,0.006510511040687561,0.015353203282623129,2.4813649654388428,2.4813690185546875
0.14041662216186523,0.8779935836791992,0.02263164520263672,-215.81561645278325,0.36497936,-1.6269325,-0.020405486,-2.9903266,1,-70.72564684234021,-170.26689912956851,0.7892172630989349,29,2.832956,16.995626,33.33667700076771,-113.94075033068657,-247.88825452327728,0.99754494,1.8853527627982203e-09,-0.009899974800646305,0.0,0.006401547230780125,0.009899976685999068,4.193729877471924,1.7076048851013184
0.15849661827087402,1.0659008026123047,0.02857685089111328,-185.07150874570974,0.3131542,-1.8182126,-0.024383558,-3.4545228,2,-76.93793976405603,-178.12802562391153,0.8702730366672287,32,2.8627717,17.509993,44.474662084440475,-108.53911083936691,-309.6662082672119,1.0125623,1.6502976762922117e-08,-0.011030152440071106,0.0,0.009050256572663784,0.011030168943047869,6.081106901168823,1.8825640678405762
0.16074919700622559,1.083467721939087,0.027323484420776367,-201.99554656397555,0.25337753,-2.0638008,-0.028884275,-5.158453,3,-85.63547177657055,-216.4855978829979,0.7341465959692937,29,2.923654,18.609163,62.88316755614735,-134.65206077694893,-364.0735452771187,1.0438228,-7.52405782122878e-09,-0.011764544062316418,0.0,0.006707204505801201,0.011764536538258596,7.950087070465088,1.8637559413909912
0.14168143272399902,0.9055800437927246,0.02071666717529297,-122.04099794687866,0.2529713,-1.9667801,-0.058914147,-4.4510446,4,-84.41767571781124,-215.01122513812567,0.7845617024496652,28,2.9253123,18.640045,78.98380210045639,-132.63523823022842,-497.3004520833492,1.044708,-2.492451578461896e-09,-0.01684018038213253,0.0,0.009335209615528584,0.016840177889680952,9.573051929473877,1.6181917190551758
0.14669322967529297,0.8419809341430664,0.020659685134887695,-201.50721074679703,0.20551355,-2.7780006,-0.021736981,-10.810918,5,-107.05145861079158,-294.85122291917173,0.6840389649032654,29,2.9464128,19.03754,146.3414969641803,-153.83688044548035,-830.9229652881622,1.0558,8.830317810293309e-09,-0.020111601799726486,0.0,0.00996420904994011,0.020111610630044296,11.122431993484497,1.5450670719146729
0.14508867263793945,0.8963227272033691,0.021077632904052734,-166.01212923566897,0.20272198,-2.6204166,-0.16216926,-8.521562,6,-104.86138376540877,-310.0154482791057,0.13292287286411975,26,2.9874017,19.834082,147.89934998490594,-133.62401515245438,-756.4458647966385,1.0776558,-8.913568549928641e-09,-0.062496770173311234,0.0,0.006684970576316118,0.062496761259742684,12.726091861724854,1.5992579460144043
0.14175915718078613,0.854257345199585,0.021398305892944336,-154.4019125539557,0.1665104,-2.8837013,-0.064238034,-10.24828,7,-115.72566131252405,-327.1399066053607,0.6057057672029145,27,2.9865844,19.817877,141.5801726014365,-122.67000383138657,-655.9625701904297,1.0771923,1.0099514113903751e-08,-0.014065640978515148,0.0,0.009142089635133743,0.014065651078029262,14.268142938613892,1.5376970767974854
0.1343367099761963,0.7672340869903564,0.019866943359375,-188.14148669441116,0.15874724,-3.4534779,-0.28086388,-18.370613,8,-127.12270258086058,-364.2823354735457,0.4116940957660794,29,3.0600386,21.32838,179.4772120112344,-127.60866343975067,-673.499295592308,1.1175331,-4.05288202998122e-09,-0.013503559865057468,0.0,0.006454059388488531,0.013503555812175438,15.736061096191406,1.4633629322052002
0.13582801818847656,0.8458452224731445,0.020526885986328125,-125.68086315235998,0.16626659,-3.111109,-0.065800644,-10.475488,9,-122.38033918220077,-360.19731455517035,0.413699685554069,27,3.0687292,21.514544,203.87995529369343,-119.65162208676338,-972.4175692796707,1.1224989,-1.5368312844543652e-08,-0.010367720387876034,0.0,0.006412001326680183,0.01036770501956319,17.284568786621094,1.5441060066223145
0.14473438262939453,0.953484296798706,0.0206906795501709,-109.68906899660762,0.14638007,-3.1495278,-0.0022464574,-18.096003,10,-130.64082826007217,-400.12126998107607,-0.1423790511676437,24,3.0807014,21.773668,188.18663066886498,-161.68989792466164,-873.2606367468834,1.1291299,1.25895018854294e-08,-0.01427605003118515,0.0,0.006487082224339247,0.014276062620687036,18.936073064804077,1.647218942642212
0.14156389236450195,0.8727951049804688,0.021323442459106445,-79.67069170811948,0.15523787,-3.0242229,-0.0060790405,-11.06794,11,-119.89745615567219,-338.2649270325761,0.5157743944408308,27,3.0691853,21.524359,182.68498639284584,-164.81952053308487,-1025.476813018322,1.1226418,-2.0526103483575753e-08,-0.01171700656414032,0.0,0.007674960419535637,0.011716986038036836,20.511735916137695,1.5709660053253174
