PolicyExecTime,EnvExecTime,ProcessExecTime,OriginalTaskAverageReturn,IRLLoss,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,Time,ItrTime
0.14854764938354492,1.5334081649780273,0.043616533279418945,-366.2968265323276,0.505897,0,-95.90404108685426,-150.59627774253835,6.759592885430266e-12,86,2.8378768,17.079464,50.946144061267056,-64.06602964550257,-245.42958062887192,1.0,-1.1953188661095737e-08,-0.009195233695209026,0.0,0.008339300751686096,0.009195221742020365,2.976680040359497,2.9766902923583984
0.1295301914215088,1.554593801498413,0.04337453842163086,-368.46587158095883,0.2628617,1,-150.1707426606483,-242.94072258326787,0.6279948712514392,86,2.8270876,16.896181,109.43856408130722,-64.02383308112621,-575.9544118642807,0.9946295,-4.730634373117937e-08,-0.011379564180970192,0.0,0.006159954238682985,0.01137951687462646,4.970350027084351,1.9894201755523682
0.12642836570739746,1.5015332698822021,0.04112505912780762,-295.47586163464837,0.19080728,2,-191.06769314671047,-311.89070964047716,0.6609911812060443,83,2.8265553,16.887188,156.62341631075807,-96.91328198090196,-752.472045302391,0.9943644,-1.4137214066067827e-08,-0.013412097468972206,0.0,0.006702713668346405,0.01341208333175814,6.898280143737793,1.92433500289917
0.12914347648620605,1.6086602210998535,0.04490971565246582,-241.5852706772379,0.18068975,3,-215.5983128684571,-345.1556882952026,0.5407607428616277,83,2.8387787,17.094875,195.81816221607724,-93.55200743675232,-847.3556504249573,1.0004822,2.244685548546954e-09,-0.013011366128921509,0.0,0.009572970680892467,0.013011368373607057,8.933194875717163,2.0296640396118164
0.1226358413696289,1.4664301872253418,0.04133725166320801,-222.0879317996356,0.11038352,4,-293.95503637661693,-467.73093980055575,0.5509798438822351,82,2.8864648,17.929813,238.9877108217713,-124.27387857437134,-987.6134717464447,1.0247254,1.6738176122910176e-10,-0.012483433820307255,0.0,0.00885042268782854,0.012483433987689016,10.820173025131226,1.8829026222229004
0.13361549377441406,1.4326982498168945,0.040555477142333984,-180.897584030245,0.08522777,5,-285.89013580406726,-448.52596233398515,0.557471636070004,85,2.8910766,18.012691,244.95446033109687,-80.86045328062028,-1106.6181012392044,1.0272502,1.4954265603606132e-09,-0.012456641532480717,0.0,0.008343110792338848,0.012456643027907277,12.690479040145874,1.8650178909301758
0.12423062324523926,1.5181245803833008,0.04190325736999512,-136.02099196180998,0.08978431,6,-307.9918591531667,-481.2407288467284,0.38018091763270967,82,2.9062498,18.288086,250.54610627291498,-109.97497518360615,-1209.7170243263245,1.0350089,1.1907511643372004e-09,-0.01064708549529314,0.0,0.007124879863113165,0.010647086686044305,14.641610145568848,1.9470112323760986
0.12184286117553711,1.485339879989624,0.04169964790344238,-124.57915267807104,0.08295428,7,-340.66748796566486,-533.9485189439841,0.4919692182091978,83,2.887062,17.940525,289.8653126488695,-149.06756360828876,-1395.2146241664886,1.0253863,-2.753566707980326e-09,-0.011549210175871849,0.0,0.007685028947889805,0.011549207422305141,16.557183980941772,1.9115288257598877
0.11813855171203613,1.4518144130706787,0.04195809364318848,-95.87681400222662,0.08668879,8,-328.2558285557033,-501.1340454699337,0.5102815747748887,83,2.886771,17.935303,237.50735212515835,-191.78486305475235,-1135.119809627533,1.0252762,-4.488839522309718e-09,-0.012200621888041496,0.0,0.008015522733330727,0.012200617399201974,18.439103841781616,1.8781020641326904
0.12250876426696777,1.4668796062469482,0.0415956974029541,-92.7181189785204,0.076075226,9,-326.9842044342694,-491.30485424083633,0.6098448102881229,82,2.8895373,17.984987,185.4615278562926,-173.59681656956673,-1039.2220253944397,1.0267478,-8.543952767503527e-10,-0.014097204431891441,0.0,0.00730396993458271,0.014097203577496165,20.34164595603943,1.8977830410003662
0.12415742874145508,1.4597954750061035,0.04118633270263672,-88.33926650639667,0.09507213,10,-337.4377371189004,-500.8616327114211,0.7759790966011049,85,2.8872008,17.943014,176.51438973456442,-263.8292610347271,-1017.6738667488098,1.0253034,4.9416684078096296e-09,-0.016734056174755096,0.0,0.006617343053221703,0.016734061116423504,22.236533880233765,1.8910541534423828
0.1192622184753418,1.4336180686950684,0.04378843307495117,-82.710633331745,0.095285766,11,-319.77761836270537,-472.8264520645164,0.7903588293246839,84,2.8763735,17.749786,135.143985178526,-217.20505288243294,-875.0730333328247,1.0196815,-1.0135340566819195e-08,-0.014097442850470543,0.0,0.006619594059884548,0.014097432715129976,24.091967821121216,1.8506219387054443
0.1260356903076172,1.6305930614471436,0.041901350021362305,-78.87043382120738,0.11212519,12,-323.73984640595165,-486.77210345088196,0.5870800012048887,81,2.8712678,17.659393,190.53513688291753,-237.71300339698792,-1149.260905701667,1.0169095,-5.736437991288312e-09,-0.003776914207264781,0.0,0.007662757765501738,0.0037769084708267897,26.149581909179688,2.0537450313568115
0.12357616424560547,1.5199370384216309,0.04214978218078613,-78.8044206230382,0.12063571,13,-333.9551424275994,-501.3330399496869,0.7299525136965375,84,2.8709435,17.653667,168.0301716377493,-297.53148424625397,-1043.8242392539978,1.0166758,2.604373827708173e-09,-0.01610698364675045,0.0,0.0068081277422606945,0.016106986251124278,28.085808038711548,1.9323630332946777
