IRLAverageLogQtau,IRLMedianExpertLogQtau,AverageReturn,Iteration,OriginalTaskAverageReturn,AveragePolicyStd,IRLAverageExpertLogQtau,IRLMedianLogQtau,StdReturn,IRLRewardMax,ExplainedVariance,IRLAverageEnergy,Time,MaxReturn,AverageDiscountedReturn,dLoss,LossAfter,MinReturn,LossBefore,PolicyExecTime,IRLLoss,IRLRewardMean,NumTrajs,EnvExecTime,IRLRewardMin,ProcessExecTime,Entropy,Perplexity,MeanKL,ItrTime,MeanKLBefore,IRLAverageExpertEnergy
-1.4181018,-1.3055451,-409.6278349496424,10,-613.9816652580254,0.98253655,-2.3433967,-1.1359046,79.69987169266875,1.4962698,0.852946574795365,4.096278,3.097665548324585,-269.30604239553213,-258.5876234076252,0.01547183096408844,-0.15560391545295715,-537.1248474121094,-0.1401320844888687,0.04540848731994629,0.21774557,-4.096278,10,0.03454470634460449,-8.639942,0.005602836608886719,1.4013212,4.060561,0.009963012300431728,0.19485688209533691,0.0,-0.7317805
-1.4595753,-1.2839432,-423.0696567989886,11,-655.7117067360803,1.0073144,-2.2857516,-1.1685731,109.72412921976579,1.3469464,0.8827948006072317,4.230696,3.3049418926239014,-268.24931847304106,-268.1534484637942,0.022066965699195862,-0.1646895557641983,-568.4441275596619,-0.14262259006500244,0.04259228706359863,0.205118,-4.230696,10,0.03570389747619629,-7.5789986,0.005803585052490234,1.4262257,4.162957,0.00819515809416771,0.19882488250732422,0.0,-0.51982534
-1.4892495,-1.2077739,-373.4756719529629,12,-572.7996920740885,1.042856,-2.0975986,-1.205269,75.15050542796568,2.200823,0.8437928724663171,3.734757,3.51142954826355,-252.79975573718548,-234.6109439746721,0.014149516820907593,-0.16023966670036316,-548.7979602813721,-0.14609014987945557,0.040937185287475586,0.24705566,-3.734757,10,0.03303050994873047,-7.26904,0.0054721832275390625,1.4609014,4.3098426,0.007153379265218973,0.1863265037536621,0.0,-0.5371362
-1.4566556,-1.1746796,-400.25972663089635,13,-620.3667719862741,1.0408136,-2.0674334,-1.1608876,100.53334773801481,2.3256993,0.8667365442916058,4.0025973,3.7124502658843994,-234.6649217158556,-247.00830067544445,0.012142211198806763,-0.15803635120391846,-547.252592086792,-0.1458941400051117,0.046192169189453125,0.25790644,-4.0025973,10,0.035115957260131836,-7.448838,0.005555868148803711,1.458941,4.301402,0.00813532155007124,0.19368457794189453,0.0,-0.44836384
-1.4664195,-1.1762702,-384.3002934426069,14,-606.988811899035,1.0336856,-2.1275966,-1.1961267,124.53927793713346,2.3219726,0.8319951064959702,3.843003,3.9134931564331055,-222.3831307888031,-244.89787777472185,0.016646265983581543,-0.1618531495332718,-544.004102230072,-0.14520688354969025,0.04270744323730469,0.24457705,-3.843003,10,0.03533506393432617,-7.558492,0.0057299137115478516,1.4520686,4.271942,0.00886518694460392,0.19364213943481445,0.0,-0.45566925
-1.4712259,-1.168517,-418.225173612684,15,-604.4211496495583,1.0417079,-2.0949106,-1.2304933,106.474625390007,2.0822716,0.9196690751373647,4.182252,4.112671375274658,-269.17792776972055,-262.8850974626164,0.01603764295578003,-0.16201765835285187,-581.2431898117065,-0.14598001539707184,0.041858673095703125,0.19768232,-4.182252,10,0.0346522331237793,-8.3171015,0.006030559539794922,1.4598,4.3050985,0.007630415726453066,0.19109463691711426,0.0,-0.96496606
-1.4654891,-1.1578338,-423.3771391749382,16,-624.515228578575,1.0219992,-2.0890234,-1.1752968,104.04834595844142,1.8555878,0.9472240272837529,4.2337713,4.321822643280029,-296.43992398679256,-263.49349766269086,0.01716327667236328,-0.16123318672180176,-577.4186868667603,-0.14406991004943848,0.04735422134399414,0.20619446,-4.2337713,10,0.03706836700439453,-7.8965383,0.005822420120239258,1.4406992,4.223648,0.00996538158506155,0.20128536224365234,0.0,-0.8547572
-1.4515593,-1.1718094,-406.83586536943915,17,-590.854773855288,1.0097388,-2.0697196,-1.1664219,87.67251043157049,2.3566618,0.9038061792009109,4.0683584,4.5255608558654785,-239.53696665167809,-255.66609413406323,0.01697443425655365,-0.15983746945858002,-581.5726017951965,-0.14286303520202637,0.0433194637298584,0.20303293,-4.0683584,10,0.036034345626831055,-7.734797,0.005873203277587891,1.4286302,4.1729794,0.00962865725159645,0.1961061954498291,0.0,-0.93218875
-1.3675811,-1.154753,-412.74073114916683,18,-619.1734959689451,0.96958447,-2.1082525,-1.102674,86.57743839260829,2.8299856,0.9173973279689026,4.127407,4.740310907363892,-251.49818041175604,-264.7021929676938,0.01628701388835907,-0.15509207546710968,-565.6572742462158,-0.1388050615787506,0.04561781883239746,0.18783033,-4.127407,10,0.034282684326171875,-7.695211,0.0056667327880859375,1.3880507,4.0070314,0.009760620072484016,0.20679712295532227,0.0,-1.2139782
-1.3591418,-1.140429,-348.2376518458128,19,-515.8071325808698,0.9636536,-2.1113396,-1.087283,63.18359835530408,1.9668394,0.8041662273528435,3.4823766,4.945008993148804,-222.54849116504192,-222.66533898620818,0.026341646909713745,-0.16453313827514648,-459.2990458011627,-0.13819149136543274,0.0434117317199707,0.26425767,-3.4823766,10,0.03241705894470215,-6.534644,0.005507230758666992,1.3819155,3.9825227,0.008438155986368656,0.19739103317260742,0.0,-0.5852831
-1.361258,-1.1644387,-358.23475244417784,20,-501.0742994603861,0.97999454,-2.0781147,-1.1100833,35.0142509559287,1.8672932,0.9180401035126208,3.5823476,5.162784576416016,-291.4125102609396,-229.37954124226135,0.02025778591632843,-0.1601307988166809,-426.92457365989685,-0.13987301290035248,0.04648280143737793,0.23031431,-3.5823476,10,0.041146278381347656,-6.910458,0.0060236454010009766,1.3987298,4.050052,0.009881612844765186,0.2096421718597412,0.0,-0.5821362
-1.3981057,-1.1319547,-374.57412516772746,21,-558.536381742033,0.9746067,-2.0348284,-1.1127155,27.982343317270985,1.6147101,0.9684423853532903,3.7457411,5.368314981460571,-313.0388998091221,-238.8762306711093,0.018089771270751953,-0.15741150081157684,-413.75233483314514,-0.1393217295408249,0.04376959800720215,0.21720995,-3.7457411,10,0.035199642181396484,-7.1061735,0.005579471588134766,1.3932173,4.027788,0.0065062390640378,0.19503355026245117,0.0,-1.487889
-1.3589135,-1.1216092,-354.67501210570333,22,-482.2891647465517,0.9514789,-2.0295084,-1.0727384,39.88359942994575,2.6660624,0.9508754229915141,3.54675,5.574954271316528,-244.84572446346283,-221.27733944403963,0.014307215809822083,-0.15122729539871216,-386.8079389333725,-0.13692007958889008,0.04139280319213867,0.23965098,-3.54675,10,0.03595447540283203,-7.4069004,0.005577802658081055,1.369201,3.9322073,0.009052769280970097,0.19663166999816895,0.0,-0.8095864
-1.3734363,-1.1152059,-404.9354042649269,23,-609.2255904377878,0.93005466,-2.051274,-1.0708647,62.601190721841405,1.8286324,0.8491242009046651,4.049354,5.773645877838135,-290.6227081120014,-262.5365703707657,0.02178920805454254,-0.1564318835735321,-472.0288028717041,-0.13464267551898956,0.042054176330566406,0.23066397,-4.049354,10,0.034090280532836914,-7.0813527,0.005858182907104492,1.3464266,3.843666,0.007900708355009556,0.19078445434570312,0.0,-0.9713028
-1.336718,-1.1095891,-368.756851439178,24,-539.1276785961375,0.9099849,-2.0597277,-1.0511165,56.727616140437135,2.6530497,0.8968069704501707,3.6875684,6.01579737663269,-243.64275098592043,-229.9563234853741,0.013266369700431824,-0.1457275003194809,-442.9572627544403,-0.13246113061904907,0.05079841613769531,0.2708093,-3.6875684,10,0.03533792495727539,-7.7713118,0.005755424499511719,1.3246113,3.7607234,0.006911851931363344,0.23450708389282227,0.0,-0.72531426
-1.3317363,-1.1097813,-416.0666861832142,25,-566.5394301481715,0.89096624,-2.1025743,-1.0175583,27.72531718450687,2.442831,0.924283007285089,4.160667,6.219324588775635,-363.230988740921,-260.6297835901281,0.01643112301826477,-0.14678005874156952,-458.294424533844,-0.13034893572330475,0.03988957405090332,0.19690846,-4.160667,10,0.0316617488861084,-9.758354,0.005341291427612305,1.3034898,3.6821241,0.00712796812877059,0.18892598152160645,0.0,-1.3612778
-1.3346654,-1.0764564,-374.03912475258113,26,-555.0402248400642,0.8952801,-2.0532885,-1.0396097,41.609996550111305,1.7614307,0.89737678466577,3.740391,6.421593189239502,-269.00683529675007,-236.1276256460073,0.015418916940689087,-0.146250918507576,-427.04127264022827,-0.1308320015668869,0.044150590896606445,0.20974804,-3.740391,10,0.03640627861022949,-7.1927586,0.006199836730957031,1.3083198,3.699952,0.007783140987157822,0.19250774383544922,0.0,-1.0085123
-1.2951893,-1.084244,-373.6056626543403,27,-530.8893902204925,0.86928564,-2.1194053,-0.99350786,16.930947780590405,1.8964031,0.9529833625857737,3.7360566,6.6209328174591064,-341.93737506866455,-234.66455657599408,0.021230340003967285,-0.14911584556102753,-394.8270592689514,-0.12788550555706024,0.04420614242553711,0.2054605,-3.7360566,10,0.03582620620727539,-7.5974913,0.005599260330200195,1.2788551,3.5925243,0.008054543286561966,0.19202423095703125,0.0,-1.4439752
-1.2790393,-1.0519271,-396.3694875255227,28,-526.7950208858126,0.87855434,-2.0340056,-1.0039752,26.561089921502862,1.9455173,0.927364027686616,3.9636948,6.835235118865967,-349.581698179245,-252.32843600280626,0.01639789342880249,-0.14534397423267365,-454.56669783592224,-0.12894608080387115,0.04542112350463867,0.20865937,-3.9636948,10,0.03596639633178711,-8.476159,0.00585627555847168,1.2894609,3.6308286,0.009063336066901684,0.20690059661865234,0.0,-1.1963135
-1.2944155,-1.0681331,-394.314601700753,29,-499.42983112582925,0.8843666,-1.993764,-1.0086952,25.435118108372322,1.987885,0.9441282069115727,3.943146,7.044264078140259,-354.7074533775449,-246.4420734243556,0.021511822938919067,-0.15111729502677917,-432.9013817310333,-0.1296054720878601,0.041765451431274414,0.23599759,-3.943146,10,0.0362856388092041,-8.010448,0.005725860595703125,1.296055,3.6548498,0.007171334233134985,0.19804143905639648,0.0,-0.9293209
-1.3176055,-1.0742881,-422.99965039119127,30,-522.1925423024795,0.9011991,-1.9429358,-1.0307142,60.32312769291055,1.4600315,0.8874120186779639,4.2299967,7.258914470672607,-376.9292664527893,-266.028100500118,0.020387396216392517,-0.15187832713127136,-591.4536185264587,-0.13149093091487885,0.04554915428161621,0.20065261,-4.2299967,10,0.03618812561035156,-7.9556885,0.00635075569152832,1.3149092,3.724413,0.006978268269449472,0.20623064041137695,0.0,-1.4313554
-1.3161618,-1.0984011,-414.046841814369,31,-534.9761406174048,0.9047773,-1.9665769,-1.0522256,29.169464657821262,1.6519026,0.8988614196461635,4.1404686,7.467072486877441,-349.03258430212736,-262.58101250604943,0.0333217978477478,-0.16520901024341583,-458.03215250372887,-0.13188721239566803,0.04325127601623535,0.20780395,-4.1404686,10,0.035775184631347656,-8.640782,0.005719423294067383,1.3188719,3.7392006,0.008123153820633888,0.19980549812316895,0.0,-1.08879
-1.2978481,-1.2003199,-387.28680185824635,32,-558.3770269152268,0.9077633,-2.0499516,-1.045497,23.602632088759464,1.8648823,0.9514555329436258,3.872868,7.6710100173950195,-322.47856087982655,-246.57832618876586,0.01593579351902008,-0.14815253019332886,-408.2580845952034,-0.13221673667430878,0.04254460334777832,0.19610958,-3.872868,10,0.03640484809875488,-7.918062,0.0059356689453125,1.3221668,3.7515414,0.007548586465418339,0.19635558128356934,0.0,-1.4007221
-1.2877203,-1.1837764,-411.199015956372,33,-520.8570414566072,0.8894529,-2.102425,-1.0098538,25.605887914973888,3.5327113,0.9135097106211062,4.1119905,7.888695478439331,-353.7357098981738,-259.2647265130521,0.04790860414505005,-0.17808757722377777,-443.37794303894043,-0.13017897307872772,0.0440981388092041,0.18563722,-4.1119905,10,0.03697943687438965,-9.155349,0.005837202072143555,1.3017895,3.6758687,0.009894618764519691,0.21019840240478516,0.0,-1.6130054
-1.3016472,-1.0965276,-339.83639700338244,34,-490.19044314786424,0.9020994,-1.9944118,-1.0347505,41.2694651292201,3.2023613,0.7791431112971705,3.3983638,8.111824035644531,-241.91904560476542,-216.16098772383876,0.018661335110664368,-0.150252103805542,-378.95706367492676,-0.13159076869487762,0.041494131088256836,0.2493433,-3.3983638,10,0.035427093505859375,-7.67509,0.006301164627075195,1.3159077,3.7281334,0.007204126566648483,0.21342086791992188,0.0,-0.9667106
-1.2950959,-1.1183317,-386.41945018172265,35,-502.42971889960165,0.9082472,-2.002076,-1.028024,44.04962582664041,3.4201467,0.8309939479429825,3.8641944,8.31487226486206,-275.61645793914795,-243.51692290160426,0.016167685389518738,-0.14843767881393433,-442.4346914291382,-0.1322699934244156,0.04319477081298828,0.20802751,-3.8641944,10,0.03475069999694824,-7.586759,0.005674600601196289,1.3227001,3.753543,0.009864343330264091,0.1916663646697998,0.0,-1.183327
-1.2990023,-1.0767117,-403.319838231802,36,-495.64485892379946,0.9259031,-1.9269998,-1.0374358,44.46026499812221,1.9953091,0.8774235743301514,4.0331984,8.524743795394897,-321.9672614336014,-249.69516288669524,0.022762179374694824,-0.1569574624300003,-476.7457618713379,-0.13419528305530548,0.044086456298828125,0.17425446,-4.0331984,10,0.03471660614013672,-7.718319,0.005713224411010742,1.3419527,3.8265083,0.006606374867260456,0.20104670524597168,0.0,-1.6795473
-1.303705,-1.1022786,-341.46230955421925,37,-482.3447863576068,0.9107597,-1.9482794,-1.0363097,76.0943727465489,2.2114103,0.6746248831120323,3.414623,8.72134804725647,-220.36372047662735,-215.67496238434674,0.010127231478691101,-0.14267343282699585,-442.3436098098755,-0.13254620134830475,0.04124903678894043,0.26715985,-3.414623,10,0.03451943397521973,-6.9492326,0.0056536197662353516,1.3254621,3.7639244,0.007416376378387213,0.1867520809173584,0.0,-0.6861084
-1.3402164,-1.1145501,-378.37844207137823,38,-485.5596335791168,0.89239806,-2.0120928,-1.056143,68.50719033143885,2.506516,0.7736982350307352,3.7837844,8.918638706207275,-276.23846558481455,-235.77959773078237,0.018439218401908875,-0.1489488035440445,-511.9784326553345,-0.13050958514213562,0.04228830337524414,0.26695037,-3.7837844,10,0.03573179244995117,-8.625049,0.005768299102783203,1.3050957,3.688042,0.006473866291344166,0.19005680084228516,0.0,-0.58525515
-1.273982,-1.102002,-369.1447105422616,39,-494.52738760226276,0.8741205,-2.0093727,-1.0257808,43.197204960993915,1.9860457,0.8942084407502712,3.691447,9.14372706413269,-271.7619895786047,-233.06278880741115,0.016498565673828125,-0.14493869245052338,-427.3207150697708,-0.12844012677669525,0.04630780220031738,0.23444054,-3.691447,10,0.03623390197753906,-8.14776,0.006221771240234375,1.2844012,3.612504,0.008990072645246983,0.21715140342712402,0.0,-1.2340077
-1.2620207,-1.1119132,-378.70750856995585,40,-494.9036593703514,0.8389852,-2.0892754,-0.98024166,51.56548757898973,2.264819,0.8941622059787357,3.7870753,9.359835624694824,-307.6509393155575,-234.3369940336254,0.02020493894815445,-0.14454255998134613,-455.47914361953735,-0.12433762103319168,0.04613685607910156,0.19605215,-3.7870753,10,0.034844160079956055,-7.745795,0.0058863162994384766,1.243376,3.4672995,0.007296808063983917,0.20581483840942383,0.0,-1.2979503
-1.1910207,-1.0608214,-408.09397187158464,41,-495.63226644492516,0.81516075,-2.0619476,-0.92216,48.21399125350155,0.81655,0.9323403356967566,4.08094,9.564964056015015,-310.2150844335556,-254.74597065328103,0.02319120615720749,-0.14464807510375977,-472.6564757823944,-0.12145686894655228,0.044918060302734375,0.18703912,-4.08094,10,0.03429079055786133,-7.8356147,0.005831003189086914,1.2145689,3.3688412,0.009405159391462803,0.19628000259399414,0.0,-1.2854275
-1.2302916,-1.0731168,-391.9020857393742,42,-481.9620613392456,0.83343214,-2.0663345,-0.9458469,36.61046313548604,3.2120605,0.8797638454523985,3.919021,9.769026041030884,-317.08137226104736,-242.74829139364243,0.02617724984884262,-0.14985081553459167,-436.40264987945557,-0.12367356568574905,0.0428004264831543,0.1928031,-3.919021,10,0.03477644920349121,-7.6174903,0.005743741989135742,1.2367356,3.4443512,0.00771335419267416,0.19428038597106934,0.0,-1.674404
-1.27392,-1.0657821,-385.85632064342497,43,-440.35283003592093,0.84059495,-2.0203447,-0.995946,85.67779837216247,2.903411,0.7164229187046472,3.8585632,9.994231700897217,-203.2399444580078,-243.07432233155222,0.03291643410921097,-0.1574457436800003,-510.23661848157644,-0.12452930957078934,0.051052093505859375,0.25162536,-3.8585632,10,0.03565573692321777,-7.447065,0.005563497543334961,1.245293,3.4739525,0.00885101780295372,0.2172553539276123,0.0,-0.7836102
-1.2718452,-1.085631,-385.62802330851554,44,-510.9030926125353,0.852315,-1.9859403,-0.9928433,40.22988898738397,1.5643866,0.8873913271926578,3.8562803,10.217846870422363,-353.7373728752136,-240.59791414062343,0.011562928557395935,-0.13747690618038177,-488.5267012119293,-0.12591397762298584,0.0429072380065918,0.20848711,-3.8562803,10,0.03539562225341797,-8.026842,0.005907773971557617,1.2591398,3.5223901,0.0059771230444312096,0.21566462516784668,0.0,-1.6986123
-1.2347734,-1.12693,-410.4169869042933,45,-422.69387883055253,0.84251636,-2.0386431,-0.95536816,81.44541969572576,2.7064595,0.7653233740257778,4.10417,10.429290294647217,-284.8816473558545,-261.1235665035196,0.012617692351341248,-0.1373753398656845,-567.5842702388763,-0.12475764751434326,0.04559946060180664,0.24857189,-4.10417,10,0.035520076751708984,-8.19662,0.0058825016021728516,1.2475762,3.4818935,0.006753468420356512,0.20404338836669922,0.0,-0.69119304
-1.2333512,-1.2000363,-391.54278979599474,46,-452.89231660631896,0.8249122,-2.1574368,-0.9438261,67.7972395396413,2.460497,0.8336822970871943,3.9154277,10.645655632019043,-252.73325042426586,-243.83978760113845,0.018067598342895508,-0.14071360230445862,-491.6061656475067,-0.12264600396156311,0.04425811767578125,0.2416304,-3.9154277,10,0.035559892654418945,-7.8605585,0.0058100223541259766,1.2264602,3.4091406,0.008830472826957703,0.20727801322937012,0.0,-1.0127872
-1.195223,-1.2336978,-388.02709036841986,47,-403.90826086378473,0.79969335,-2.2343128,-0.9003866,58.945825149776056,1.4952272,0.7774389429290407,3.8802705,10.869226217269897,-269.04310427606106,-240.3195420696603,0.015860669314861298,-0.13540183007717133,-502.5109773874283,-0.11954116076231003,0.04042387008666992,0.2690283,-3.8802705,10,0.0337064266204834,-8.191886,0.005530834197998047,1.1954116,3.3049176,0.008449203334748745,0.1988203525543213,0.0,0.017130138
-1.1516763,-1.3091228,-360.2656321257353,48,-474.8606403317629,0.7821903,-2.3648107,-0.8787675,69.8889528108642,1.7900995,0.7443958223239484,3.6026564,11.069689989089966,-225.9438898935914,-228.73924950838583,0.012424051761627197,-0.12975220382213593,-466.8822386264801,-0.11732815206050873,0.04216480255126953,0.25263542,-3.6026564,10,0.034139394760131836,-8.513627,0.005665779113769531,1.1732812,3.232582,0.009222582913935184,0.1907505989074707,0.0,-0.9567926
-1.1272275,-1.3683555,-400.944440612942,49,-463.14987492215704,0.7782353,-2.4500537,-0.8866195,92.31308965097938,2.6862822,0.6040423608728979,4.009444,11.286230325698853,-170.47331199795008,-243.76154529139927,0.024059534072875977,-0.14088074862957,-530.3055955171585,-0.11682121455669403,0.04496502876281738,0.22453439,-4.009444,10,0.03753948211669922,-7.4869657,0.006054401397705078,1.1682122,3.2162375,0.008129778318107128,0.20865225791931152,0.0,-1.0456798
-1.1597619,-1.2326648,-353.2283785030246,50,-410.32836030648406,0.76319027,-2.3614175,-0.8860856,56.60105060031931,1.9462467,0.7147285048643442,3.5322838,11.496093273162842,-287.70222172141075,-217.13831599121295,0.025121837854385376,-0.1399909406900406,-486.57309725880623,-0.11486910283565521,0.0433807373046875,0.30587512,-3.5322838,10,0.0360262393951416,-7.509739,0.005835771560668945,1.1486909,3.1540613,0.008827043697237968,0.20177197456359863,0.0,-0.22525837
-1.1918477,-1.1199775,-373.85426654964687,51,-444.94253735190296,0.765502,-2.2212064,-0.9040518,32.03484413495004,2.4984245,0.8985677023643676,3.7385428,11.71027398109436,-339.0567796230316,-227.25743694754073,0.02160552144050598,-0.13677701354026794,-446.7840111255646,-0.11517149209976196,0.046097755432128906,0.23939162,-3.7385428,10,0.03493142127990723,-7.8536644,0.006419181823730469,1.151715,3.163614,0.006535809487104416,0.2036879062652588,0.0,-0.9125334
-1.164119,-1.0443109,-353.54688810780647,52,-441.17002732681703,0.7831794,-2.0838199,-0.90001315,85.63777282807493,2.2192366,0.623060849307631,3.5354688,11.905477523803711,-177.585200086236,-223.02225424146386,0.021379545331001282,-0.13883407413959503,-445.9911723136902,-0.11745452880859375,0.04202723503112793,0.287303,-3.5354688,10,0.03460526466369629,-7.853821,0.005616426467895508,1.1745452,3.2366705,0.009300947189331055,0.1872546672821045,0.0,-0.62264
-1.1873404,-1.0005668,-391.4380156107247,53,-464.803538093203,0.79515356,-2.0061297,-0.92173743,70.73927902178426,3.2427115,0.8038300676277785,3.9143803,12.106001377105713,-298.35564011335373,-248.86025592167053,0.02181665599346161,-0.1407884806394577,-558.770072221756,-0.1189718246459961,0.042351484298706055,0.24497938,-3.9143803,10,0.035060882568359375,-8.316524,0.005698204040527344,1.1897184,3.2861557,0.006658853497356176,0.1931896209716797,0.0,-0.95077217
-1.1763095,-1.0234472,-346.800001873076,54,-404.64642077369547,0.80990994,-1.9763405,-0.9345957,59.6745113717579,1.7240244,0.6859182051558285,3.468,12.304613828659058,-243.89888985455036,-226.11414394701933,0.02312978357076645,-0.14394041895866394,-421.24748492240906,-0.12081063538789749,0.042842864990234375,0.3174606,-3.468,10,0.03506755828857422,-7.2925415,0.005698204040527344,1.2081064,3.3471406,0.00804526824504137,0.19054341316223145,0.0,-0.08830102
-1.2404081,-1.0319579,-373.52734757587314,55,-434.65832261647654,0.8264695,-1.9178609,-0.98288965,44.390201053395266,1.952038,0.8629230189064607,3.7352734,12.526297807693481,-310.49065923690796,-238.7038877682515,0.01882287859916687,-0.1416575312614441,-443.33583545684814,-0.12283465266227722,0.04381442070007324,0.2650328,-3.7352734,10,0.03676748275756836,-7.313062,0.005698204040527344,1.2283461,3.415576,0.007339669857174158,0.21238374710083008,0.0,-0.7266006
-1.26556,-1.0383203,-344.2146528542042,56,-349.7436581328055,0.8233652,-1.9047011,-0.96336913,40.84455222266356,2.3613164,0.7920411551024955,3.4421465,12.729800939559937,-262.5870558619499,-220.08408230155004,0.030057549476623535,-0.15251588821411133,-399.28124499320984,-0.12245833873748779,0.039060354232788086,0.348019,-3.4421465,10,0.031847238540649414,-7.0580144,0.005480051040649414,1.224583,3.402747,0.00932172778993845,0.1791515350341797,0.0,-0.066714324
