Iteration,IRLRewardMax,EnvExecTime,ProcessExecTime,AbsLearnSignal,LossBefore,MeanKLBefore,MeanKL,Time,IRLMedianLogQtau,IRLAverageExpertEnergy,AveragePolicyStd,ExplainedVariance,AverageReturn,Entropy,AverageDiscountedReturn,IRLAverageLogQtau,Perplexity,MinReturn,IRLAverageExpertLogQtau,LossAfter,OriginalTaskAverageReturn,IRLAverageEnergy,StdReturn,dLoss,IRLRewardMean,PolicyExecTime,IRLLoss,MaxReturn,IRLRewardMin,ItrTime,IRLMedianExpertLogQtau,NumTrajs
252,4.2669077,0.028064966201782227,0.005449533462524414,0.8521552325968346,-0.063502945,0.0,0.0065948525,354.89845609664917,-0.35022777,-1.3040571,0.45661774,0.6604580638277017,-271.467061907053,0.6350297,-170.4810283738769,-0.64123565,1.8870782,-450.6368045806885,-4.3003817,-0.08051113,-634.7588809837775,2.7146704,98.57743155886531,0.017008185,-2.7146704,0.05573630332946777,0.27843526,-128.86518308520317,-5.3525567,1.3607652187347412,-1.7875036,10
253,2.1433442,0.02814316749572754,0.0064694881439208984,0.8317609644930014,-0.062633894,0.0,0.0067964327,356.2519381046295,-0.36661282,-0.99385023,0.45266664,0.4551281305032625,-228.54215297400953,0.626339,-144.78038458802249,-0.63882715,1.8707492,-246.47743773460388,-4.335429,-0.07476528,-577.9672707386047,2.2854214,19.428217918153376,0.0121313855,-2.2854214,0.052763938903808594,0.3106942,-182.81709405779839,-4.1816764,1.3459365367889404,-1.7994093,10
254,-0.6412922,0.0277559757232666,0.004828929901123047,0.5549829111788852,-0.060457263,0.0,0.0068923645,357.6666555404663,-0.31563175,-2.0213482,0.4429202,0.6074952249131569,-230.8023803472519,0.60457265,-147.900259088965,-0.56051993,1.8304698,-445.15569853782654,-4.3377595,-0.07133187,-631.5389005337736,2.308024,72.30031024271686,0.01087461,-2.308024,0.05466961860656738,0.27097663,-193.29697787761688,-5.159023,1.4082319736480713,-1.7385695,10
255,0.77964234,0.027193069458007812,0.0054454803466796875,0.7280455318371167,-0.06111763,0.0,0.009847202,359.10209250450134,-0.33224696,-1.655894,0.44585466,0.7156898387416852,-249.03257178366184,0.6111764,-159.80488377555696,-0.58515847,1.8425977,-455.38725233078003,-4.3715734,-0.08461616,-612.3810012300065,2.4903257,77.3324023220712,0.023498531,-2.4903257,0.05861783027648926,0.2696445,-127.96893635392189,-5.4389,1.4288246631622314,-1.7962222,10
256,3.344152,0.03040480613708496,0.006180763244628906,0.7604552546075743,-0.061154854,0.0,0.00851256,360.4646141529083,-0.34965137,-0.34509906,0.44602063,0.7137405357767967,-206.6317877292633,0.61154854,-134.16004129722324,-0.5909746,1.8432837,-276.4413797855377,-4.3983283,-0.08167125,-556.9201467086907,2.0663178,41.59792184252532,0.0205164,-2.0663178,0.07477951049804688,0.3273352,-127.65230259299278,-4.8112025,1.3566324710845947,-1.8101938,10
257,0.7674257,0.02519822120666504,0.005024909973144531,0.5871037405610505,-0.05841448,0.0,0.009754822,361.8506488800049,-0.29991996,-0.70828086,0.43396413,0.7544021896731857,-236.78261004537345,0.5841449,-148.55664548506724,-0.6160126,1.7934567,-427.9529240131378,-4.7541814,-0.08714847,-572.727858802148,2.3678262,68.25904333827224,0.028733991,-2.3678262,0.053228139877319336,0.33100864,-159.57108762860298,-4.803821,1.3797764778137207,-1.9640352,10
258,3.5447242,0.025615453720092773,0.0047223567962646484,0.7565795514147564,-0.061963312,0.0,0.009894031,363.2126922607422,-0.34830526,-0.45323718,0.4496412,0.659717948713963,-211.43195915967226,0.6196331,-135.69632237986292,-0.58083236,1.8582461,-417.8848488330841,-4.407804,-0.08623863,-585.908719986774,2.1143196,77.46551055269596,0.024275318,-2.1143196,0.053330183029174805,0.3411717,-113.5150585770607,-4.538719,1.3536696434020996,-1.8462135,10
259,-0.15023288,0.02665996551513672,0.0048618316650390625,0.7141821880007947,-0.060504727,0.0,0.0068629305,364.62397480010986,-0.3377627,-1.6360315,0.44313046,0.8123230948989898,-247.81507516801358,0.6050473,-155.444398714707,-0.6226214,1.8313388,-432.8614408969879,-4.276745,-0.06985799,-604.3219529857491,2.4781506,61.813407024741586,0.009353265,-2.4781506,0.0527036190032959,0.28336847,-219.82130816578865,-4.808323,1.4043169021606445,-1.7259436,10
260,0.6279461,0.026281118392944336,0.0050661563873291016,0.836332640343528,-0.058654994,0.0,0.008003309,366.07657051086426,-0.30400732,-1.8760335,0.43500897,0.7322848172315182,-238.42758748978378,0.5865498,-149.85714390833556,-0.5675757,1.797775,-392.057245016098,-4.3832684,-0.079639725,-622.7893515476981,2.384276,63.119661834672904,0.020984732,-2.384276,0.054671525955200195,0.2762795,-160.56176775693893,-4.3726926,1.4462778568267822,-1.7638025,10
261,3.7485344,0.02670741081237793,0.004961729049682617,0.757202298859988,-0.059932936,0.0,0.009038649,367.4500138759613,-0.33074573,-0.348093,0.44060376,0.722214639888275,-242.55374394357204,0.59932935,-152.93587385954282,-0.6145807,1.8208972,-447.8250160217285,-4.3145976,-0.08328107,-607.7570911577145,2.4255376,75.74756266336473,0.023348134,-2.4255376,0.05460619926452637,0.3341095,-139.0712962448597,-4.887206,1.3679208755493164,-1.7649983,10
262,0.30587542,0.02607440948486328,0.0056705474853515625,0.8446121145961709,-0.064521894,0.0,0.0066196867,368.83113646507263,-0.38638836,-1.3315967,0.4612941,0.7422788506562061,-228.4913851171732,0.64521885,-145.97324422000574,-0.65255594,1.9064043,-253.39627289772034,-4.118036,-0.08944002,-578.0304089354679,2.2849138,25.80510962965794,0.024918124,-2.2849138,0.053636789321899414,0.31247237,-189.69466325640678,-3.928748,1.3747081756591797,-1.7517086,10
263,1.3914144,0.026641845703125,0.00492095947265625,0.6296925164087074,-0.06666289,0.0,0.009482241,370.22016859054565,-0.42730355,-0.8483895,0.47127685,0.8859896822947517,-231.56372658014297,0.6666289,-148.23357732569323,-0.7078469,1.9476604,-306.5858862400055,-4.0321527,-0.09580204,-550.958975006585,2.315637,38.73824980307768,0.029139146,-2.315637,0.05833864212036133,0.3373824,-178.4914150238037,-4.953711,1.3810579776763916,-1.7449338,10
264,0.14497139,0.030589580535888672,0.005280017852783203,0.6657612112648735,-0.06518204,0.0,0.008026955,371.57877230644226,-0.3674969,-0.7106068,0.4643493,0.7316631001245739,-228.79728484898806,0.6518203,-144.17791691960778,-0.63949084,1.9190309,-404.0422258377075,-4.147214,-0.07739467,-569.6704556295642,2.287973,61.59196151703682,0.012212634,-2.287973,0.06540369987487793,0.31525794,-161.28010340034962,-4.435659,1.350938320159912,-1.7989522,10
265,3.448287,0.025777816772460938,0.004566669464111328,0.7429562060515102,-0.062296238,0.0,0.0065464713,372.94147777557373,-0.35353237,-0.9415576,0.45114076,0.7557940957924119,-237.49798251986505,0.6229626,-149.290915636561,-0.59387803,1.8644434,-419.440331697464,-4.2814407,-0.07393388,-627.9392900953715,2.37498,93.55707295851167,0.011637639,-2.37498,0.05292844772338867,0.27844745,-160.6111617088318,-4.726103,1.354780912399292,-1.8160675,10
266,3.464132,0.026465177536010742,0.004865169525146484,0.7838610012137998,-0.060785882,0.0,0.0061150473,374.30520129203796,-0.330747,-0.4688678,0.44437793,0.3894735489700455,-214.10491451174022,0.6078588,-136.68694018091549,-0.60216296,1.8364948,-266.0703001022339,-4.3870044,-0.07768462,-530.6848381277048,2.1410494,54.992777229169455,0.016898736,-2.1410494,0.053632259368896484,0.3501906,-81.29752159118652,-4.2963376,1.3562328815460205,-1.8284719,10
267,-0.85254556,0.026174545288085938,0.0048370361328125,0.7375897166227317,-0.06042654,0.0,0.009313387,375.678599357605,-0.34387755,-1.532322,0.44278395,0.38572545054231633,-272.1668053805828,0.6042653,-179.62105688286167,-0.58989936,1.8299072,-475.7612466812134,-4.614726,-0.07986845,-636.2692728827732,2.721668,78.94983581876451,0.01944191,-2.721668,0.053229570388793945,0.2698601,-171.778684258461,-5.087804,1.3662631511688232,-1.9786272,10
268,4.065767,0.026272296905517578,0.004782199859619141,0.8392502704675305,-0.062984,0.0,0.009241382,377.0828378200531,-0.36113584,-0.6225768,0.45425412,0.6724715765466481,-238.61801355928182,0.62983996,-151.51709114049999,-0.628524,1.8773102,-280.4985773563385,-4.3930187,-0.08408125,-565.3450617717064,2.3861802,32.82124450006704,0.02109725,-2.3861802,0.05387687683105469,0.3317453,-187.31933665275574,-4.9125466,1.3984949588775635,-1.8797984,10
269,3.6510794,0.026338815689086914,0.0049648284912109375,0.8308492747200817,-0.06277189,0.0,0.0070978375,378.47564911842346,-0.3928503,-1.1169757,0.45329145,0.9089134682716606,-217.30099961906672,0.62771875,-138.87904713672222,-0.6206934,1.8733321,-266.85497403144836,-4.083475,-0.08404915,-556.3498310982465,2.17301,24.319567875961976,0.021277264,-2.17301,0.05482769012451172,0.2948723,-169.6161294132471,-4.5154047,1.3875045776367188,-1.642667,10
270,3.3089612,0.029500246047973633,0.005005359649658203,0.6459881293426447,-0.06203937,0.0,0.0065155425,379.8785705566406,-0.36245942,-0.02034502,0.44998345,0.6564640229243914,-217.04224818348885,0.6203938,-139.6818895646998,-0.6497648,1.8596603,-257.96880626678467,-4.043089,-0.08040398,-542.7613588130132,2.1704223,50.36398822895678,0.018364612,-2.1704223,0.05495095252990723,0.37693962,-84.03072230517864,-3.986839,1.3966593742370605,-1.592049,10
271,2.8324718,0.025960445404052734,0.004689216613769531,0.7388226044232186,-0.06227887,0.0,0.0086810505,381.278293132782,-0.3529928,-0.20728932,0.45106223,0.5878651082462126,-209.93210723698138,0.62278855,-136.62257595648003,-0.6277856,1.8641189,-263.02085041999817,-4.052345,-0.08885075,-519.1743040680662,2.0993211,44.79461050071901,0.026571881,-2.0993211,0.053232431411743164,0.35628384,-93.33123740553856,-4.6473436,1.3916192054748535,-1.5923551,10
272,2.1506476,0.03089284896850586,0.0058667659759521484,0.6106592205282529,-0.0647917,0.0,0.0064125014,382.63322591781616,-0.3787374,0.19182886,0.46254027,0.49377636919189605,-209.66851279586552,0.64791685,-139.86133431378366,-0.678272,1.9115546,-250.19253516197205,-3.8641925,-0.083747864,-501.8671440739292,2.0966854,65.54463980334405,0.018956162,-2.0966854,0.05729985237121582,0.3760981,-15.464326098561287,-4.3026085,1.3471927642822266,-1.54126,10
273,1.4851125,0.02670001983642578,0.0048542022705078125,0.7911547434610361,-0.06586048,0.0,0.0072349207,383.9999780654907,-0.38724238,-1.0959986,0.46751025,0.5737126397161678,-261.53158613741397,0.6586046,-168.15267799990113,-0.6902912,1.9320945,-411.75048875808716,-3.809516,-0.08505632,-580.4926724192476,2.6153157,70.81931733196421,0.01919584,-2.6153157,0.05501246452331543,0.31337315,-147.0671510696411,-4.6621866,1.3612523078918457,-1.5265243,10
274,1.1216564,0.025917530059814453,0.005021095275878906,0.7498296578068288,-0.0641837,0.0,0.009075247,385.3916540145874,-0.37348795,-1.4737052,0.4597367,0.7453401523742893,-251.17575343847275,0.6418371,-162.60061561382796,-0.627441,1.8999681,-425.3752040863037,-3.913081,-0.08577187,-618.0489393766055,2.5117574,87.82656332320583,0.021588176,-2.5117574,0.05365490913391113,0.28006017,-166.09301310777664,-4.6305747,1.3854897022247314,-1.5607933,10
275,1.7892448,0.029863595962524414,0.005959272384643555,0.776573131113868,-0.0659027,0.0,0.0067645367,386.79156255722046,-0.39326257,-0.82872945,0.46770775,0.8424154150611705,-223.51943209916354,0.65902704,-140.28221321014826,-0.67669725,1.9329108,-242.6804929971695,-3.7344522,-0.08259823,-513.5647485340085,2.2351944,14.739771353646237,0.01669553,-2.2351944,0.06374716758728027,0.3267916,-189.54563821852207,-3.7776773,1.3923168182373047,-1.502914,10
276,1.515144,0.026746273040771484,0.005287885665893555,0.7233826012418877,-0.0654568,0.0,0.006719691,388.1525774002075,-0.37257367,-1.7434628,0.46562684,0.7241793220408979,-238.37419691085816,0.6545679,-151.89689403950663,-0.6527303,1.9243108,-386.0858750343323,-3.7567847,-0.085885085,-603.4593928118863,2.3837419,56.72676307109634,0.020428285,-2.3837419,0.05428957939147949,0.29359555,-176.33323764801025,-4.218261,1.3555941581726074,-1.5050128,10
277,2.3520956,0.02648305892944336,0.0048198699951171875,0.6830368823260332,-0.06555053,0.0,0.0066164867,389.4918439388275,-0.38510013,-0.37732083,0.46606353,0.7330428853358655,-248.1741842523217,0.6555051,-153.56093795063276,-0.6436455,1.9261152,-413.6420633792877,-3.7631397,-0.08493549,-616.0327392669118,2.481742,99.09660535952628,0.019384958,-2.481742,0.0529634952545166,0.33214948,-77.27830472588539,-4.361998,1.3335049152374268,-1.5106934,10
278,2.1721442,0.030063152313232422,0.00622105598449707,0.910705061403025,-0.06559337,0.0,0.00978496,390.8480281829834,-0.37855053,-0.18472056,0.46626323,0.223281860193853,-209.02857562080027,0.6559335,-126.27642859798596,-0.6477961,1.9269404,-258.9737637042999,-3.7781062,-0.084551886,-554.2747564813632,2.0902858,40.30385632695517,0.018958516,-2.0902858,0.059667110443115234,0.348712,-157.721379481256,-3.4732533,1.3504817485809326,-1.519199,10
279,3.0639663,0.027200937271118164,0.005072355270385742,0.6155876592671936,-0.065569855,0.0,0.009078729,392.2645275592804,-0.37411654,-0.52209526,0.4661536,0.7437432866690423,-222.26632559746503,0.65569836,-137.46518223692178,-0.62205434,1.9264874,-254.64603090286255,-3.8248692,-0.0859707,-543.8809917796017,2.2226632,38.7004766395924,0.020400845,-2.2226632,0.055146217346191406,0.31587902,-110.76542665064335,-4.0147862,1.4106504917144775,-1.516552,10
280,2.636221,0.0276181697845459,0.005068302154541016,0.7594121650007439,-0.06555399,0.0,0.009318232,393.61821031570435,-0.37635776,-0.30287,0.4660797,0.8431754844115394,-212.64074943065643,0.6555399,-133.56687656933133,-0.6665531,1.9261822,-251.52450168132782,-3.7811482,-0.08941277,-563.3212409714527,2.1264071,32.08190438620347,0.023858778,-2.1264071,0.053791046142578125,0.35129443,-153.22645169496536,-3.9769318,1.3454859256744385,-1.5118384,10
281,3.2845342,0.025195837020874023,0.005006313323974609,0.6360559825438379,-0.06673688,0.0,0.0074097887,394.97717905044556,-0.38630515,-1.1110247,0.4716257,0.6088765679024764,-231.3813585281372,0.6673688,-150.70999130887543,-0.6415449,1.9491022,-412.5964574813843,-3.7443023,-0.0835555,-599.0953030788397,2.3138134,75.79812341467762,0.01681862,-2.3138134,0.05196189880371094,0.30914298,-129.70856511592865,-4.590821,1.3526203632354736,-1.4971185,10
282,-0.23835316,0.02600550651550293,0.00506138801574707,0.8431238829256172,-0.06644038,0.0,0.007401256,396.39595246315,-0.39781547,-1.7149007,0.47022924,0.726737708585725,-264.31273090839386,0.66440386,-164.14139807334428,-0.65978205,1.9433317,-428.9448208808899,-3.7429316,-0.083797604,-616.0319899445851,2.6431274,66.19924274512545,0.017357223,-2.6431274,0.053038835525512695,0.28418308,-180.27088928222656,-4.506754,1.4126794338226318,-1.4971328,10
283,3.2897234,0.02788996696472168,0.004819393157958984,0.862517622447495,-0.06573069,0.0,0.0098017,397.7574734687805,-0.40471458,-0.30020547,0.46690404,0.2614571462747026,-217.35359379649162,0.6573068,-141.47665719467867,-0.65224314,1.9295886,-264.54390048980713,-3.7398596,-0.08848067,-548.1498090507689,2.173536,35.85743833534586,0.022749975,-2.173536,0.05592083930969238,0.35850835,-143.01683831214905,-3.845774,1.3557264804840088,-1.496474,10
284,3.2890754,0.02667975425720215,0.004746437072753906,0.7377571549524785,-0.06159244,0.0,0.0097852405,399.1568121910095,-0.35953635,-0.74323815,0.44797662,0.347208016052849,-245.93213764876128,0.6159244,-157.5267774925332,-0.6603793,1.8513672,-436.45032119750977,-3.975569,-0.079112396,-621.3151146904709,2.4593213,85.3463814119538,0.017519955,-2.4593213,0.05141329765319824,0.31126776,-115.90617267787457,-4.720219,1.392496109008789,-1.5761216,10
285,0.656153,0.027045726776123047,0.004733085632324219,0.8105502691219323,-0.062307607,0.0,0.008069125,400.519868850708,-0.3282491,-1.070996,0.45119193,0.8369466476302085,-217.39378178268672,0.6230763,-138.24491806100394,-0.61020046,1.8646555,-241.18258810043335,-3.8747969,-0.08047308,-537.6445293661151,2.173938,13.709173807796699,0.018165473,-2.173938,0.054688453674316406,0.32444584,-184.19234535098076,-4.36809,1.3554353713989258,-1.5254654,10
286,2.9220915,0.028975248336791992,0.004923105239868164,0.662556527660595,-0.06086391,0.0,0.009381714,401.8787441253662,-0.35108355,-1.4852443,0.44472492,0.6761211387514083,-261.28386822193863,0.60863894,-164.51857381028657,-0.619148,1.8379282,-436.6381516456604,-4.021189,-0.097722836,-620.6268280221702,2.612839,75.43685689667129,0.036858927,-2.612839,0.05530691146850586,0.28350663,-175.51200699806213,-4.600509,1.3506762981414795,-1.5769342,10
287,0.44103706,0.028390169143676758,0.006319761276245117,0.7875167023157389,-0.061513077,0.0,0.00974087,403.2559790611267,-0.3612667,-1.3679143,0.44762135,0.8359942682079817,-236.7586144566536,0.61513084,-151.77576629985305,-0.6170294,1.8498986,-387.4548099040985,-3.9325788,-0.09113936,-589.9652132274988,2.3675861,63.34057138342746,0.029626284,-2.3675861,0.05608868598937988,0.28703222,-185.56195560097694,-4.8344707,1.3702597618103027,-1.5437548,10
288,3.814929,0.0280458927154541,0.004817008972167969,0.6932712739955723,-0.061384276,0.0,0.0075837728,404.6241612434387,-0.33781427,-0.5689489,0.44704524,0.8166058735339056,-228.80559889674186,0.6138429,-149.9382195031628,-0.60956365,1.8475176,-364.3813554048538,-3.9829419,-0.07897095,-564.7584600608627,2.2880561,69.66781039234412,0.01758667,-2.2880561,0.05435752868652344,0.3174206,-115.53169775009155,-4.7391987,1.3616816997528076,-1.5735085,10
289,3.0978773,0.025757312774658203,0.004645347595214844,0.768937676932235,-0.061980613,0.0,0.009341323,405.9694902896881,-0.33265126,-0.8448829,0.44971895,0.8056550581604283,-230.94399908334017,0.6198062,-149.5927595449602,-0.6162889,1.8585677,-272.8831704854965,-3.9330966,-0.07950269,-556.3338828308325,2.30944,34.92284402731638,0.017522074,-2.30944,0.05355644226074219,0.3121004,-142.6625488549471,-4.478406,1.337451457977295,-1.5601029,10
290,-0.4058475,0.026636600494384766,0.00492095947265625,0.8088961861862412,-0.061964948,0.0,0.0066156755,407.34100461006165,-0.3664772,-1.9176091,0.44964847,0.9090651223519148,-227.9106716990471,0.6196495,-146.60697812853223,-0.61667025,1.8582766,-255.09581863880157,-3.90763,-0.08329929,-566.5423835520461,2.2791069,18.922617955927418,0.021334339,-2.2791069,0.05476737022399902,0.30978334,-177.7958706021309,-4.0278935,1.364116907119751,-1.5439782,10
291,-1.0741274,0.027124881744384766,0.0061452388763427734,0.764645700033087,-0.06080793,0.0,0.007083293,408.6901469230652,-0.34313604,-2.4327059,0.4444761,0.7889479870598193,-258.79311908483504,0.6080795,-167.65234404618204,-0.6364281,1.8369002,-329.6399517059326,-3.9807239,-0.074734785,-593.2776483499674,2.5879312,46.916774460476866,0.013926856,-2.5879312,0.05515575408935547,0.28544793,-155.8680760860443,-4.5204616,1.343691110610962,-1.5719247,10
292,3.8677776,0.03192853927612305,0.00565338134765625,0.7355190222594332,-0.057622116,0.0,0.007909453,410.04898738861084,-0.2986415,-1.451609,0.430539,0.9015696635499291,-232.78576418161393,0.57622105,-146.2740153877617,-0.5827888,1.7793018,-262.18311762809753,-4.2769985,-0.07578367,-597.0616431298434,2.327858,32.15283871705507,0.018161554,-2.327858,0.0798029899597168,0.30031088,-174.9885596036911,-3.6545863,1.3531334400177002,-1.6917706,10
293,2.6500516,0.028246641159057617,0.005178689956665039,0.7014521179606495,-0.05728591,0.0,0.008818477,411.42502617836,-0.29519317,-1.2469481,0.42909393,0.9371631162981434,-220.93551602959633,0.5728591,-138.15368541476013,-0.57562315,1.77333,-256.5700776576996,-4.2539544,-0.079959765,-581.5076158992567,2.2093549,31.753778133945634,0.022673856,-2.2093549,0.056139469146728516,0.3094202,-148.0121766924858,-3.59391,1.370398998260498,-1.6891136,10
294,-1.0284023,0.025791645050048828,0.0049839019775390625,0.8421267705943768,-0.05904648,0.0,0.009050301,412.7964332103729,-0.3051458,-1.9887397,0.43671528,0.96542617246281,-240.6171507716179,0.5904647,-150.25598135188653,-0.579514,1.804827,-251.55780112743378,-4.369598,-0.07439195,-591.0164819102793,2.4061716,9.575464490513651,0.015345473,-2.4061716,0.054596900939941406,0.28108895,-222.62741875648499,-3.3123922,1.3626830577850342,-1.8222319,10
295,0.122008815,0.027454614639282227,0.00506901741027832,0.6985836201585702,-0.058402307,0.0,0.0066459286,414.16850543022156,-0.32509643,-2.644449,0.4339112,0.9233786090222859,-236.21447378993034,0.5840231,-150.86341976890031,-0.5982485,1.7932384,-281.4482251405716,-4.2538753,-0.08613193,-627.7687760638173,2.3621445,22.882026088030607,0.027729623,-2.3621445,0.05353355407714844,0.26870975,-213.38785272836685,-3.9638453,1.3660757541656494,-1.7098229,10
296,-0.05299279,0.028245210647583008,0.005702018737792969,0.7882216242176074,-0.05669162,0.0,0.0066715097,415.56393122673035,-0.30294433,-2.6175754,0.4265514,0.9338113501766127,-224.58104446530342,0.56691605,-143.5093049047415,-0.5858097,1.7628222,-272.6198253631592,-4.454237,-0.08045492,-594.8153402164705,2.2458105,25.237772853926757,0.023763303,-2.2458105,0.055376291275024414,0.28487626,-190.46601521968842,-4.17078,1.3871757984161377,-1.7823436,10
297,1.2343673,0.026577472686767578,0.005041360855102539,0.7032960925010038,-0.05662752,0.0,0.0064651035,416.94079995155334,-0.30316603,-1.638358,0.42627814,0.9076210640028364,-238.93376627415418,0.5662755,-156.4139056531938,-0.574028,1.7616934,-293.3582034111023,-4.685477,-0.0774872,-566.7370913290563,2.3893375,32.249273096237886,0.020859681,-2.3893375,0.05449318885803223,0.28473023,-182.48265109956264,-4.6854444,1.3696415424346924,-1.9368122,10
298,3.4055364,0.031417131423950195,0.006483316421508789,0.7815214452144192,-0.055561416,0.0,0.0068565966,418.4243140220642,-0.28043842,-0.2983784,0.42175767,0.9019696632377846,-229.48801169395446,0.5556141,-142.71511371022766,-0.5829209,1.7430111,-260.7004933357239,-4.6054387,-0.07333281,-575.0779885510774,2.2948802,26.07672879318978,0.017771393,-2.2948802,0.05799126625061035,0.33507037,-183.880595266819,-4.560443,1.478355884552002,-1.8563726,10
299,1.335156,0.028055667877197266,0.005391597747802734,0.702872853384782,-0.054670565,0.0,0.009490186,419.8935625553131,-0.29519972,-1.5143764,0.41801703,0.8581988402491326,-249.2023245975375,0.54670554,-160.46231251185682,-0.57191795,1.7275523,-336.4587912559509,-4.5324664,-0.08185981,-630.3181064095795,2.4920235,37.29990460453308,0.027189247,-2.4920235,0.058518409729003906,0.26967132,-193.92876598238945,-4.197799,1.4636526107788086,-1.7616243,10
300,2.486997,0.02619314193725586,0.0056858062744140625,0.7936617968131581,-0.05589882,0.0,0.006652773,421.2581481933594,-0.28261268,-1.524613,0.42318308,0.802491625601089,-244.0035046517849,0.5589884,-157.2482743982096,-0.5682046,1.7489024,-347.5558567047119,-4.3617992,-0.073325284,-631.8955341835292,2.440035,54.96038280705688,0.017426465,-2.440035,0.052907466888427734,0.28803083,-160.49984580278397,-4.4961343,1.3593430519104004,-1.7113117,10
301,-0.12560295,0.02571892738342285,0.005778312683105469,0.8032995298047777,-0.05509754,0.0,0.007128732,422.6134331226349,-0.2810649,-1.3927342,0.41980568,0.8881749959313985,-234.1591120913625,0.55097526,-147.62084235355397,-0.5424694,1.7349442,-259.4489984214306,-4.5971394,-0.075278185,-606.7786034560149,2.3415911,19.426934432858125,0.020180646,-2.3415911,0.05384635925292969,0.28372014,-194.9046493768692,-3.8928645,1.350135326385498,-1.8618106,10
302,3.3422246,0.02590632438659668,0.005081892013549805,0.7389747159415696,-0.054302223,0.0,0.0067264335,423.9964280128479,-0.2796547,-1.3959876,0.41648015,0.9377055864250989,-223.0095750004053,0.5430223,-141.74746822340398,-0.56985897,1.721201,-283.0838041305542,-4.60133,-0.068433836,-587.1665400010163,2.2300956,27.02540154146282,0.014131613,-2.2300956,0.0538790225982666,0.27952114,-183.1186584532261,-4.0646524,1.3770861625671387,-1.8337188,10
303,0.92196095,0.026945829391479492,0.005008220672607422,0.8489126543839979,-0.053816784,0.0,0.0066227387,425.35534262657166,-0.27594373,-1.8888339,0.4144634,0.835291543107908,-228.0649147719145,0.53816783,-142.7207638409074,-0.5213382,1.7128657,-264.98625361919403,-4.7450895,-0.06500519,-591.0016207370752,2.2806492,30.772757270732765,0.0111884065,-2.2806492,0.05378317832946777,0.28154078,-182.0160492360592,-3.373981,1.3529753684997559,-1.9075823,10
304,-0.2848527,0.02584552764892578,0.005209445953369141,0.7248808670717091,-0.050666098,0.0,0.00987512,426.7389717102051,-0.22145367,-2.3072832,0.4016085,0.6477735408603547,-259.6834749162197,0.50666094,-168.7364522438479,-0.4781456,1.65974,-412.9714820384979,-4.835405,-0.08035928,-631.6863846589131,2.5968347,62.03423960064428,0.029693183,-2.5968347,0.05348825454711914,0.24385294,-193.5387578010559,-4.50105,1.3750395774841309,-1.868804,10
305,1.5379648,0.02665400505065918,0.00515294075012207,0.80102807866482,-0.051549185,0.0,0.009536292,428.08698558807373,-0.23913343,-0.9955195,0.4051708,0.8818733216478765,-238.48905392587184,0.51549184,-150.86423956225946,-0.5060178,1.6744618,-315.83872652053833,-4.806282,-0.06875096,-604.9340946016921,2.3848906,36.22466230235836,0.017201778,-2.3848906,0.053256988525390625,0.2866819,-174.67155501246452,-4.194818,1.3421032428741455,-1.8880411,10
306,0.5832504,0.028042316436767578,0.005065202713012695,0.6465231214180924,-0.051066596,0.0,0.009240865,429.45882654190063,-0.25303978,-1.6587896,0.40322015,0.9192171091283986,-243.4230171725154,0.51066595,-158.77631838346645,-0.53561956,1.6664006,-343.10065722465515,-4.972012,-0.082386605,-604.0613825044194,2.43423,38.045929989424955,0.03132001,-2.43423,0.05826973915100098,0.26225394,-214.00673604011536,-4.4263406,1.3628060817718506,-1.9744945,10
307,0.6266841,0.030005931854248047,0.00536799430847168,0.7169629890433276,-0.05140182,0.0,0.008624471,430.8680455684662,-0.22284555,-0.837506,0.40457404,0.8956132561754977,-238.39865430742503,0.51401806,-156.9764423280436,-0.47755283,1.6719959,-348.7591096162796,-5.0009317,-0.07206196,-586.748097994013,2.3839867,54.4787546603646,0.020660143,-2.3839867,0.06007075309753418,0.27193543,-153.82471291720867,-4.4138255,1.4019062519073486,-2.0089195,10
308,-0.50419176,0.025522947311401367,0.0047113895416259766,0.8320550014231831,-0.052062277,0.0,0.005918587,432.2236604690552,-0.23775558,-2.328328,0.407255,0.8463649939883815,-246.92173795700074,0.5206227,-160.99249534233692,-0.5344491,1.6830753,-290.8913779258728,-4.997236,-0.0658816,-608.5816396344296,2.4692173,24.603594985070924,0.013819326,-2.4692173,0.05343914031982422,0.26076227,-193.79497855901718,-4.439813,1.3493626117706299,-2.0393572,10
309,-0.65150654,0.03209662437438965,0.005772113800048828,0.6692250099370359,-0.0522859,0.0,0.0070208493,433.63494658470154,-0.27942848,-2.7308218,0.40816686,0.8095717277313177,-249.5414826095104,0.52285904,-163.2200929043796,-0.51866895,1.6868435,-361.8174455165863,-4.8839364,-0.075688526,-617.7066834983964,2.4954147,53.30160891020716,0.023402628,-2.4954147,0.06847000122070312,0.26063246,-156.9428791999817,-4.48502,1.4056181907653809,-1.9775227,10
310,0.2705406,0.027565956115722656,0.005177736282348633,0.8952333183967645,-0.052506056,0.0,0.0070851687,435.0511190891266,-0.24084222,-2.9540138,0.40906623,0.7590291700553974,-244.7019096940756,0.5250603,-155.39770378552103,-0.5210277,1.6905608,-289.9013525247574,-4.990576,-0.06325882,-615.595829307614,2.447019,33.80498873635245,0.010752764,-2.447019,0.05425882339477539,0.27719834,-197.73369884490967,-4.215593,1.4103128910064697,-2.0541115,10
