AverageDiscountedReturn,AveragePolicyStd,AbsLearnSignal,Time,Perplexity,MeanKLBefore,Entropy,AverageReturn,StdReturn,Iteration,LossAfter,LossBefore,dLoss,ProcessExecTime,PolicyExecTime,EnvExecTime,ExplainedVariance,OriginalTaskAverageReturn,NumTrajs,MinReturn,IRLLoss,MeanKL,MaxReturn,ItrTime
-653.029809283713,1.1126889,0.868341740223593,5019.019472837448,20.942781,0.0,3.041794,-910.3131504058838,0.0,258,-0.05277065,-3.1789146e-08,0.052770615,0.0016329288482666016,0.10624170303344727,12.700676202774048,0.9545753383616788,6.572646223272839,1,-910.3131504058838,0.012859895,0.008129896,-910.3131504058838,17.890243768692017
-467.33361630932905,1.1075679,0.741347566546899,5049.885183811188,20.714115,0.0,3.0308154,-671.6091617196798,31.961433425545692,259,-0.06667383,-0.0,0.06667383,0.0033087730407714844,0.21347784996032715,25.611344814300537,-0.745987757448237,9.674284608401312,2,-703.5705951452255,0.12101034,0.0068297735,-639.6477282941341,30.861423015594482
nan,1.1159848,nan,5074.141276836395,21.054808,0.0,3.047129,nan,nan,260,nan,nan,nan,0.001928091049194336,0.12045860290527344,19.078611135482788,nan,nan,2,nan,0.033798136,0.0,nan,24.25221610069275
-642.5267679070927,1.1159848,nan,5092.385209560394,21.054808,0.0,3.047129,-885.4981603622437,0.0,261,nan,nan,nan,0.0016133785247802734,0.10228443145751953,12.887540340423584,nan,9.943594041975112,1,-885.4981603622437,0.020140655,0.0,-885.4981603622437,18.236812114715576
-718.0105975805085,1.1159848,0.904099039630429,5110.204399108887,21.054808,0.0,3.047129,-978.8587732315063,0.0,262,-0.04444154,3.1789146e-08,0.044441573,0.0015349388122558594,0.10216093063354492,12.616682291030884,-1.897436903956823,6.3141575861421,1,-978.8587732315063,0.0050930353,0.0069866264,-978.8587732315063,17.81470227241516
-440.5042111357629,1.0964065,0.8887658857385354,5128.397332668304,20.363554,0.0,3.0137467,-649.7974631041288,0.0,263,-0.019364262,-0.0,0.019364262,0.001583099365234375,0.11386895179748535,13.044904470443726,0.34485196872189905,9.117001682391782,1,-649.7974631041288,0.13963297,0.0060047912,-649.7974631041288,18.187167167663574
-617.329278892949,1.1026231,0.8185503555034082,5146.277258396149,20.58128,0.0,3.0243819,-865.1304731369019,0.0,264,-0.06492141,-6.357829e-08,0.06492134,0.001596689224243164,0.10439276695251465,12.741376876831055,-2.4909033412272654,8.01878729463312,1,-865.1304731369019,0.056322068,0.0077529983,-865.1304731369019,17.87605571746826
-451.43906751407116,1.1057401,0.7131092106651611,5164.274490594864,20.630068,0.0,3.0267496,-634.9944007396698,0.0,265,-0.1691596,-3.1789146e-08,0.16915958,0.001703500747680664,0.0985877513885498,12.813998699188232,0.6214907593526763,11.473657935271447,1,-634.9944007396698,0.051274233,0.008709016,-634.9944007396698,17.99337077140808
-522.0288241148493,1.1074005,0.8938371986498042,5182.360033035278,20.738813,0.0,3.032007,-752.7694568634033,0.0,266,-0.061766308,-0.0,0.061766308,0.001604318618774414,0.11303949356079102,12.950709819793701,0.8974919642236862,8.07122783121203,1,-752.7694568634033,0.030632088,0.009566537,-752.7694568634033,18.08172583580017
-429.6478756052056,1.1211404,0.9095670116884007,5209.900222063065,21.398527,0.0,3.063322,-585.6009074747562,271.21415719389915,267,-0.057934154,-0.0,0.057934154,0.002629995346069336,0.16550016403198242,22.329704523086548,-0.1590304681999859,5.441987187317617,2,-856.8150646686554,0.076077916,0.009488814,-314.3867502808571,27.53607988357544
nan,1.1266848,nan,5239.397655725479,21.661469,0.0,3.075535,nan,nan,268,nan,nan,nan,0.0029845237731933594,0.18691682815551758,24.255948543548584,nan,nan,2,nan,0.10194826,0.0,nan,29.49342632293701
-642.6804450371869,1.1266848,nan,5257.494236707687,21.661465,0.0,3.0755348,-898.3141342997551,0.0,269,nan,nan,nan,0.001613616943359375,0.10763287544250488,12.869303226470947,nan,6.137985460669988,1,-898.3141342997551,0.021021156,0.0,-898.3141342997551,18.092608213424683
-633.9305642532238,1.1266848,0.80316623934896,5275.2411098480225,21.661465,0.0,3.0755348,-886.8562108278275,0.0,270,-0.035526942,3.1789146e-08,0.035526976,0.0016393661499023438,0.09515762329101562,12.60475492477417,-5.840305000044748,7.359988512550558,1,-886.8562108278275,0.022587616,0.00832166,-886.8562108278275,17.74203610420227
nan,1.1205926,nan,5301.037190437317,21.437902,0.0,3.0651605,nan,nan,271,nan,nan,nan,0.0023174285888671875,0.13936972618103027,20.556360006332397,nan,nan,2,nan,0.0072421413,0.0,nan,25.792243719100952
nan,1.1205926,nan,5319.087507724762,21.437897,0.0,3.0651603,nan,nan,272,nan,nan,nan,0.001628875732421875,0.10723328590393066,12.78861689567566,nan,nan,1,nan,0.0050345864,0.0,nan,18.046038389205933
-729.5583366634929,1.1205926,nan,5337.016609668732,21.437897,0.0,3.0651603,-995.529810667038,0.0,273,nan,nan,nan,0.0015902519226074219,0.1007077693939209,12.662851572036743,nan,5.411267876018916,1,-995.529810667038,0.0031056541,0.0,-995.529810667038,17.921990394592285
-523.933899693797,1.1205926,0.939302273016365,5366.778076648712,21.437902,0.0,3.0651605,-717.89974796772,45.39232957363129,274,-0.038223784,3.499722e-08,0.038223818,0.0029294490814208984,0.19056391716003418,24.393839597702026,-5.134707749284797,6.983997845983984,2,-763.2920775413513,0.063554734,0.0061813286,-672.5074183940887,29.757368326187134
nan,1.1196948,nan,5384.690996170044,21.403429,0.0,3.0635512,nan,nan,275,nan,nan,nan,0.0016245841979980469,0.09452462196350098,12.664155960083008,nan,nan,1,nan,0.012834192,0.0,nan,17.909027576446533
-631.531885865234,1.1196948,nan,5402.706432342529,21.403429,0.0,3.0635512,-875.8245131969452,0.0,276,nan,nan,nan,0.0016188621520996094,0.08894824981689453,12.809094905853271,nan,9.985738188747101,1,-875.8245131969452,0.008297033,0.0,-875.8245131969452,18.010590314865112
-587.8930540562728,1.119695,0.7282440908035775,5431.815690994263,21.40342,0.0,3.0635507,-791.7763112783432,95.91575515270233,277,-0.06659857,1.7825688e-08,0.06659859,0.0029714107513427734,0.17671823501586914,23.808926820755005,-5.152406650530455,6.740045504957072,2,-887.6920664310455,0.009506778,0.008725145,-695.8605561256409,29.10341453552246
-673.3500004927107,1.1044507,0.8409444813057945,5449.717646598816,20.825499,0.0,3.036178,-932.0656909942627,0.0,278,-0.046088662,-6.357829e-08,0.0460886,0.001626729965209961,0.10024762153625488,12.650308609008789,0.9738647419287816,6.314852664524061,1,-932.0656909942627,0.004576947,0.007248925,-932.0656909942627,17.897746562957764
-504.663177813099,1.1113548,0.8068834186828348,5467.833559989929,21.088251,0.0,3.048716,-720.944645524025,0.0,279,-0.007862154,-0.0,0.007862154,0.0016329288482666016,0.11288785934448242,13.025525331497192,-20.351315405831098,10.200387908313608,1,-720.944645524025,0.090794,0.0071000988,-720.944645524025,18.109323024749756
-609.4478208647606,1.1093946,0.8847271908680968,5485.995867967606,21.004898,0.0,3.0447557,-859.3769187927246,0.0,280,-0.003869629,-0.0,0.003869629,0.0015978813171386719,0.11241722106933594,12.968771934509277,-1.0620304429653502,7.265529215512123,1,-859.3769187927246,0.024552995,0.009141683,-859.3769187927246,18.158397674560547
nan,1.1078944,nan,5503.852004528046,20.948496,0.0,3.0420668,nan,nan,281,nan,nan,nan,0.0015668869018554688,0.10133242607116699,12.647018194198608,nan,nan,1,nan,0.02318057,0.0,nan,17.85144066810608
-688.184118017177,1.1078944,nan,5521.874498844147,20.948496,0.0,3.0420668,-943.1317994594574,0.0,282,nan,nan,nan,0.00174713134765625,0.10890412330627441,12.828379392623901,nan,7.3019760821114446,1,-943.1317994594574,0.005873893,0.0,-943.1317994594574,18.016539096832275
-684.5470419261018,1.1078944,0.8383206953066858,5552.338159561157,20.948484,0.0,3.0420663,-932.7185427192599,141.2605598922819,283,-0.045064267,-4.8906376e-08,0.04506422,0.003220081329345703,0.20157909393310547,25.260969877243042,-13.228162538145325,6.720442540272526,2,-1073.9791026115417,0.046439625,0.00860173,-791.457982826978,30.45864725112915
-403.5350309967307,1.1136688,0.7369293375528657,5578.920567035675,21.079273,0.0,3.0482903,-516.2992691397667,30.066447913646698,284,-0.05250155,-2.4950781e-08,0.052501526,0.0024564266204833984,0.16105222702026367,21.35617709159851,0.06178397136397096,6.4865323241584445,2,-546.3657170534134,0.030190691,0.0072351,-486.23282122612,26.57813787460327
nan,1.1071923,nan,5596.881600141525,20.844946,0.0,3.0371115,nan,nan,285,nan,nan,nan,0.0015482902526855469,0.10442543029785156,12.815521955490112,nan,nan,1,nan,0.051631078,0.0,nan,17.957223415374756
-349.77493700483524,1.1071924,nan,5621.18704533577,20.84494,0.0,3.0371113,-476.27791833877563,393.80113089084625,286,nan,nan,nan,0.0020475387573242188,0.1203925609588623,19.043718576431274,nan,4.034205657531507,2,-870.0790492296219,0.027355708,0.0,-82.47678744792938,24.299658060073853
-755.7629418421939,1.1071923,0.8948906817282166,5639.169618368149,20.844946,0.0,3.0371115,-1023.9309538602829,0.0,287,-0.07837925,3.1789146e-08,0.07837928,0.0015535354614257812,0.09544944763183594,12.859307527542114,-49.67837256539322,5.929213151373043,1,-1023.9309538602829,0.030894648,0.009935498,-1023.9309538602829,17.978428602218628
-582.5116566482538,1.1071354,0.8836088386467508,5657.137953519821,20.89168,0.0,3.039351,-825.6042673587799,0.0,288,-0.028914673,-0.0,0.028914673,0.001657724380493164,0.10570430755615234,12.833723306655884,-1.4749395069220719,7.744837201611769,1,-825.6042673587799,0.016282838,0.0091282185,-825.6042673587799,17.96414828300476
-695.5082632032774,1.1258931,0.8202731485180875,5675.302773475647,21.630974,0.0,3.0741262,-957.7548258304596,0.0,289,-0.036321577,-3.1789146e-08,0.036321543,0.001641988754272461,0.0973813533782959,12.832684993743896,0.9255877376891267,6.454250009776006,1,-957.7548258304596,0.0031408565,0.0058425954,-957.7548258304596,18.158926725387573
-569.0250974974825,1.1396698,0.8414933061825159,5693.352830886841,22.18003,0.0,3.0991924,-810.7261126041412,0.0,290,-0.025803821,-0.0,0.025803821,0.0015997886657714844,0.10593247413635254,12.846683263778687,-3.762935602812088,7.467408228090976,1,-810.7261126041412,0.0435853,0.009163964,-810.7261126041412,18.046135663986206
nan,1.1420255,nan,5711.19956111908,22.26665,0.0,3.10309,nan,nan,291,nan,nan,nan,0.0015993118286132812,0.10045552253723145,12.564388275146484,nan,nan,1,nan,0.0032515582,0.0,nan,17.840888023376465
-499.98634258004677,1.1420255,nan,5729.393419981003,22.26665,0.0,3.10309,-716.7567421197891,0.0,292,nan,nan,nan,0.0015568733215332031,0.11031961441040039,13.013896465301514,nan,9.47979318748072,1,-716.7567421197891,0.031193016,0.0,-716.7567421197891,18.18984341621399
-648.1412286007361,1.1420255,0.7992878660486319,5747.473369598389,22.26665,0.0,3.10309,-886.663959145546,0.0,293,-0.07610774,-4.7683717e-08,0.076107696,0.0015559196472167969,0.10113215446472168,12.84411072731018,0.9818808082630229,11.576582484474805,1,-886.663959145546,0.025105799,0.0068193018,-886.663959145546,18.07532835006714
-784.9835864302736,1.1437645,0.8931177362102077,5765.356429100037,22.342728,0.0,3.1065009,-1053.8431997299194,0.0,294,-0.04045197,-0.0,0.04045197,0.0016436576843261719,0.09629011154174805,12.728653192520142,-0.3390149816030137,5.655925088901723,1,-1053.8431997299194,0.0027223397,0.007492103,-1053.8431997299194,17.875896215438843
-760.6682313829879,1.1465805,0.8077186627118036,5783.166943073273,22.451918,0.0,3.111376,-1028.572364807129,0.0,295,-0.043546297,1.5894573e-08,0.04354631,0.0016562938690185547,0.10512709617614746,12.671894550323486,0.9994406340199742,6.400271477218097,1,-1028.572364807129,0.0010759588,0.006227993,-1028.572364807129,17.805444717407227
-592.8129440068747,1.1231002,0.9735884663947443,5813.230327129364,21.542528,0.0,3.070029,-814.1659693568945,136.00190888345242,296,-0.058137413,-4.219798e-08,0.058137372,0.003061532974243164,0.195756196975708,24.764755725860596,-1.955698768769924,7.436167866741213,2,-950.1678782403469,0.046577483,0.0065864366,-678.1640604734421,30.059350728988647
-733.132976047454,1.1113837,0.8559883834121621,5831.063647270203,21.092655,0.0,3.048925,-998.3987400531769,0.0,297,-0.03913029,3.1789146e-08,0.039130323,0.00167083740234375,0.10161352157592773,12.64752984046936,0.9575657227649537,5.582850306182313,1,-998.3987400531769,0.004601407,0.0075250883,-998.3987400531769,17.829080820083618
-444.6590771947819,1.1052157,0.876628997688596,5849.188611745834,20.860254,0.0,3.0378456,-645.6478699445724,0.0,298,-0.0246154,-0.0,0.0246154,0.001615285873413086,0.11303043365478516,13.009368181228638,0.7758590857609207,10.893110153571099,1,-645.6478699445724,0.0696904,0.006713746,-645.6478699445724,18.12084984779358
-642.301065612579,1.1040934,0.8448330462057261,5867.217313289642,20.818127,0.0,3.035824,-891.7440071105957,0.0,299,-0.03378169,-3.1789146e-08,0.033781655,0.001580953598022461,0.09964704513549805,12.870128631591797,-0.10993212420829179,7.618584665412624,1,-891.7440071105957,0.003994207,0.0057271854,-891.7440071105957,18.02457880973816
-706.5278082832741,1.1164248,0.7985106170630526,5885.327097892761,21.277777,0.0,3.0576632,-970.7615683078766,0.0,300,-0.056731448,6.357829e-08,0.05673151,0.0015878677368164062,0.10353851318359375,12.834862470626831,0.9256200244097537,7.421867991782708,1,-970.7615683078766,0.021173833,0.009642527,-970.7615683078766,18.105677127838135
-668.7107877535293,1.1347419,0.784539936646187,5903.538175582886,21.986504,0.0,3.0904288,-926.1217682361603,0.0,301,-0.05980935,-3.1789146e-08,0.059809316,0.0016508102416992188,0.11066412925720215,12.974036693572998,0.9937302364349043,6.575479835761443,1,-926.1217682361603,0.0027538636,0.008663416,-926.1217682361603,18.207215547561646
nan,1.1450284,nan,5926.751107931137,22.326332,0.0,3.1057668,nan,nan,302,nan,nan,nan,0.0018413066864013672,0.1130819320678711,18.007906913757324,nan,nan,2,nan,0.071449086,0.0,nan,23.208674669265747
-807.79481007177,1.1450284,nan,5944.621591567993,22.326332,0.0,3.1057668,-1078.3065724372864,0.0,303,nan,nan,nan,0.0016376972198486328,0.0968635082244873,12.698911428451538,nan,5.481470888902356,1,-1078.3065724372864,0.012292329,0.0,-1078.3065724372864,17.86621594429016
-618.7431452028671,1.1450282,0.8420680866806846,5973.966780424118,22.326326,0.0,3.1057665,-806.350031554699,100.47775238752365,304,-0.07665752,4.4151587e-08,0.07665756,0.002928495407104492,0.17582917213439941,24.019654750823975,0.7305499763528098,10.407760278178767,2,-906.8277839422226,0.051627807,0.009219715,-705.8722791671753,29.338619470596313
-669.0512461336524,1.1451133,0.7517795634423944,5992.045578479767,22.330202,0.0,3.10594,-910.8320164680481,0.0,305,-0.07613268,-3.1789146e-08,0.07613265,0.0015761852264404297,0.09981489181518555,12.799162864685059,0.14731561198260268,10.048006311309571,1,-910.8320164680481,0.0076776617,0.007457181,-910.8320164680481,18.072548151016235
-354.4087622420532,1.1437192,0.9161379279505162,6010.356076717377,22.25532,0.0,3.102581,-512.8454072326422,0.0,306,-0.06279714,-6.357829e-08,0.06279707,0.0017724037170410156,0.11590123176574707,13.187461614608765,-0.7535871833633383,15.490994461418646,1,-512.8454072326422,0.2960088,0.009161132,-512.8454072326422,18.306458234786987
-787.3281826267973,1.1568685,0.8839496763562823,6028.225137233734,22.671806,0.0,3.1211221,-1056.787121295929,0.0,307,-0.00184323,-0.0,0.00184323,0.0017743110656738281,0.10050511360168457,12.623217344284058,-64.3666716517763,4.895582069213311,1,-1056.787121295929,0.006159979,0.0015087274,-1056.787121295929,17.863365650177002
-742.5122172354415,1.1573936,0.8863959866865648,6046.214019775391,22.6999,0.0,3.1223605,-1008.3202618360519,0.0,308,-0.053193886,3.1789146e-08,0.05319392,0.001600027084350586,0.10174775123596191,12.79526686668396,0.9963477427355677,6.528222018605593,1,-1008.3202618360519,0.02748863,0.00968336,-1008.3202618360519,17.98245096206665
-539.3713697452501,1.2003365,0.7161749331930756,6064.351095199585,24.382723,0.0,3.1938748,-765.734880566597,0.0,309,-0.056411307,-0.0,0.056411307,0.001682281494140625,0.10947275161743164,12.99480414390564,0.5345570558290164,9.924887800249882,1,-765.734880566597,0.06683578,0.009502425,-765.734880566597,18.131019592285156
-594.6216817131997,1.184434,0.8412504876806874,6094.89001083374,23.566051,0.0,3.1598072,-812.1199594289064,202.642945215106,310,-0.04115076,-8.151063e-09,0.041150752,0.003319978713989258,0.20995688438415527,25.181979417800903,-5.373039491042492,7.90732613237831,2,-1014.7629046440125,0.083030425,0.009261085,-609.4770142138004,30.53135657310486
nan,1.1632534,nan,6112.845178842545,22.828365,0.0,3.1280038,nan,nan,311,nan,nan,nan,0.001728057861328125,0.10113763809204102,12.774085760116577,nan,nan,1,nan,0.009912765,0.0,nan,17.951252698898315
nan,1.1632534,nan,6130.700546979904,22.828365,0.0,3.1280038,nan,nan,312,nan,nan,nan,0.0016562938690185547,0.09956502914428711,12.68671202659607,nan,nan,1,nan,0.0054992377,0.0,nan,17.851213932037354
-535.1984038869598,1.1632533,nan,6157.878539085388,22.828354,0.0,3.1280034,-700.2814887464046,279.25065836310387,313,nan,nan,nan,0.002508878707885742,0.15964674949645996,21.908024787902832,nan,5.6801914395185795,2,-979.5321471095085,0.045989152,0.0,-421.0308303833008,27.173539400100708
nan,1.1632534,nan,6175.857064962387,22.828365,0.0,3.1280038,nan,nan,314,nan,nan,nan,0.0017347335815429688,0.09812211990356445,12.74409794807434,nan,nan,1,nan,0.01249713,0.0,nan,17.974552869796753
-677.3065810707834,1.1632534,nan,6193.849054098129,22.828365,0.0,3.1280038,-932.5386415719986,0.0,315,nan,nan,nan,0.001722097396850586,0.09842395782470703,12.716248989105225,nan,8.859778294974324,1,-932.5386415719986,0.02170359,0.0,-932.5386415719986,17.984737396240234
-526.0505890936743,1.1632534,0.7720780161354119,6211.982989788055,22.828365,0.0,3.1280038,-750.8553369045258,0.0,316,-0.07582617,3.1789146e-08,0.0758262,0.0017058849334716797,0.11044096946716309,12.957953214645386,0.37193897714789137,10.845973246510514,1,-750.8553369045258,0.09334705,0.0067048427,-750.8553369045258,18.129746675491333
-649.2853088232207,1.1809192,0.6538218014143631,6229.974354505539,23.424385,0.0,3.1537776,-903.236706495285,0.0,317,-0.07423235,3.1789146e-08,0.07423238,0.001825571060180664,0.10280799865722656,12.797492980957031,0.7822663726813663,11.367374275259454,1,-903.236706495285,0.021925434,0.0064944476,-903.236706495285,17.987011432647705
-505.80174349633086,1.1805706,0.827612093981242,6248.189343929291,23.4399,0.0,3.1544397,-728.6015928983688,0.0,318,-0.06553275,-3.1789146e-08,0.06553272,0.0016663074493408203,0.11319446563720703,13.043592929840088,0.15615406784754482,9.604633571026973,1,-728.6015928983688,0.14774826,0.0071621845,-728.6015928983688,18.21077799797058
nan,1.1746361,nan,6265.99551653862,23.237408,0.0,3.1457634,nan,nan,319,nan,nan,nan,0.0016241073608398438,0.10096025466918945,12.535000085830688,nan,nan,1,nan,0.0023861818,0.0,nan,17.802048444747925
-405.0643358366387,1.1746361,nan,6284.316593647003,23.237408,0.0,3.1457634,-597.7583951354027,0.0,320,nan,nan,nan,0.0016021728515625,0.11249828338623047,13.195849180221558,nan,11.134204224307071,1,-597.7583951354027,0.14042388,0.0,-597.7583951354027,18.314569234848022
-479.587189920111,1.174636,0.7611902843237842,6311.820386171341,23.237387,0.0,3.1457624,-643.7241649180651,212.38405500352383,321,-0.0590058,2.0509125e-08,0.059005823,0.0026535987854003906,0.17685389518737793,22.209185361862183,-4.409151627330592,5.913575537602382,2,-856.1082199215889,0.07242907,0.008028241,-431.34010991454124,27.499961614608765
-542.7928203810825,1.1728555,0.903680215909712,6340.360211849213,23.161371,0.0,3.1424859,-727.112467288971,294.49802589416504,322,-0.044212714,1.8699497e-08,0.044212732,0.002976655960083008,0.19033002853393555,23.291425704956055,-102.74497401343153,5.86123310252485,2,-1021.610493183136,0.025230195,0.009555314,-432.6144413948059,28.535199642181396
-570.9304499143686,1.1572113,0.78610236013895,6370.860630512238,22.626484,0.0,3.119121,-787.7311625182629,243.160199791193,323,-0.04989833,1.644266e-08,0.049898345,0.003031492233276367,0.21276426315307617,25.28753972053528,0.6805279978397923,8.472901012426444,2,-1030.8913623094559,0.06363854,0.0065125423,-544.5709627270699,30.496429681777954
-797.3844989721966,1.1638927,0.839819029769166,6388.876367092133,22.722452,0.0,3.1233535,-1067.082202911377,0.0,324,-0.00826327,-0.0,0.00826327,0.0017559528350830078,0.10765290260314941,12.760398149490356,-0.3266962742050119,5.459512791076471,1,-1067.082202911377,0.0059335353,0.008555282,-1067.082202911377,18.00929045677185
nan,1.1538025,nan,6406.9463403224945,22.367153,0.0,3.1075935,nan,nan,325,nan,nan,nan,0.0016789436340332031,0.10139656066894531,12.806161165237427,nan,nan,1,nan,0.061491303,0.0,nan,18.065468311309814
-812.6253298117247,1.1538025,nan,6424.648711442947,22.367153,0.0,3.1075935,-1083.2048172950745,0.0,326,nan,nan,nan,0.0015721321105957031,0.09772348403930664,12.506983041763306,nan,5.560216176324031,1,-1083.2048172950745,0.0019678557,0.0,-1083.2048172950745,17.698426961898804
-754.3122647042271,1.1538025,0.8030585186266741,6442.599025249481,22.367153,0.0,3.1075935,-1020.5410931110382,0.0,327,-0.05753546,-6.357829e-08,0.057535395,0.0016338825225830078,0.1029350757598877,12.810274362564087,0.9636218396580227,7.128534312332928,1,-1020.5410931110382,0.009472527,0.008707723,-1020.5410931110382,17.945698499679565
-679.7740046412473,1.1242887,0.8365208018638428,6460.679513216019,21.398357,0.0,3.0633142,-936.955158829689,0.0,328,-0.05462303,3.1789146e-08,0.054623064,0.001573801040649414,0.1047065258026123,12.94974684715271,0.6623744428369839,8.954196437589399,1,-936.955158829689,0.022742264,0.008867497,-936.955158829689,18.07624650001526
nan,1.1564864,nan,6490.82626581192,22.59122,0.0,3.1175613,nan,nan,329,nan,nan,nan,0.0030083656311035156,0.20557355880737305,24.892735958099365,nan,nan,2,nan,0.31748304,0.0,nan,30.142735719680786
-728.8788373521348,1.1564864,nan,6508.868607282639,22.59121,0.0,3.1175609,-994.227380990982,0.0,330,nan,nan,nan,0.0016186237335205078,0.0931386947631836,12.73866581916809,nan,6.470353792401876,1,-994.227380990982,0.012324942,0.0,-994.227380990982,18.03523349761963
-777.8379379740419,1.1564864,0.9137210590620256,6526.746153116226,22.59121,0.0,3.1175609,-1046.286126613617,0.0,331,-0.050142765,-0.0,0.050142765,0.001684427261352539,0.10237646102905273,12.66966438293457,0.09182527552196273,5.84487867462378,1,-1046.286126613617,0.020551674,0.008144323,-1046.286126613617,17.872528076171875
-762.1677314188845,1.1801968,0.8025423547399998,6544.616537809372,23.610188,0.0,3.1616783,-1030.989830493927,0.0,332,-0.10304451,3.1789146e-08,0.10304454,0.0016813278198242188,0.09896636009216309,12.639627456665039,0.9938379379973173,5.506255003156507,1,-1030.989830493927,0.0030995193,0.007288361,-1030.989830493927,17.86620545387268
-718.3731973161742,1.2090243,0.8197700353947823,6562.598399400711,24.67424,0.0,3.2057598,-983.4869334697723,0.0,333,-0.03305343,3.1789146e-08,0.033053465,0.0015769004821777344,0.10244178771972656,12.77974009513855,0.5423131178408449,7.716146481489634,1,-983.4869334697723,0.0057360814,0.0076613277,-983.4869334697723,17.97803807258606
-465.06042345382264,1.194656,0.8654433926189996,6580.851376533508,24.047369,0.0,3.1800256,-673.1414836645126,0.0,334,-0.037634023,3.1789146e-08,0.037634056,0.0016758441925048828,0.11678409576416016,13.079500198364258,-2.433578817820035,9.963849761364077,1,-673.1414836645126,0.08268103,0.006840519,-673.1414836645126,18.245806455612183
nan,1.1741046,nan,6598.9106187820435,23.334146,0.0,3.1499178,nan,nan,335,nan,nan,nan,0.001569509506225586,0.10002541542053223,12.862929821014404,nan,nan,1,nan,0.02752052,0.0,nan,18.05536985397339
-612.4990724518871,1.1741046,nan,6617.127481460571,23.334146,0.0,3.1499178,-862.7424384951591,0.0,336,nan,nan,nan,0.0016710758209228516,0.11320281028747559,12.950641393661499,nan,6.820150686792809,1,-862.7424384951591,0.054297443,0.0,-862.7424384951591,18.2127788066864
-586.1768130845275,1.1741046,0.831266184412452,6635.293401956558,23.334146,0.0,3.1499178,-823.3210513591766,0.0,337,-0.065329105,-0.0,0.065329105,0.0015985965728759766,0.1122887134552002,13.04319429397583,0.3196725478611916,11.339059105816476,1,-823.3210513591766,0.05676758,0.0071740034,-823.3210513591766,18.16200280189514
nan,1.1788002,nan,6653.313199520111,23.49342,0.0,3.1567204,nan,nan,338,nan,nan,nan,0.001710653305053711,0.10019707679748535,12.874984741210938,nan,nan,1,nan,0.014129957,0.0,nan,18.01412558555603
-443.48216541187537,1.1788002,nan,6671.634740591049,23.49342,0.0,3.1567204,-630.8001304864883,0.0,339,nan,nan,nan,0.0016372203826904297,0.1110234260559082,13.171339988708496,nan,13.530421387319834,1,-630.8001304864883,0.06918889,0.0,-630.8001304864883,18.315856456756592
-791.8971879411267,1.1788002,0.7566363012383682,6689.614202737808,23.49342,0.0,3.1567204,-1062.225903749466,0.0,340,-0.047231324,-3.1789146e-08,0.04723129,0.00162506103515625,0.10423898696899414,12.721222162246704,-2.4224103939663686,4.9024390965574645,1,-1062.225903749466,0.00966172,0.008129367,-1062.225903749466,17.97516179084778
-800.1770469827055,1.200164,0.8092226394433294,6707.4012105464935,24.288239,0.0,3.1899922,-1070.6686012744904,0.0,341,-0.08450615,-3.1789146e-08,0.08450612,0.001583099365234375,0.09824991226196289,12.566004514694214,0.9991209173986929,5.678248475578498,1,-1070.6686012744904,0.004680599,0.008342411,-1070.6686012744904,17.782838344573975
-603.1475596594194,1.1957964,0.9472779863921859,6737.079613447189,24.18484,0.0,3.185726,-806.8058389425278,226.4261590242386,342,-0.052328296,3.532127e-08,0.05232833,0.0030128955841064453,0.20494866371154785,24.418593883514404,0.5986763324586937,8.892964524575584,2,-1033.2319979667664,0.019164875,0.0068514138,-580.3796799182892,29.674405813217163
-604.6755296496582,1.2049813,0.8160942443093461,6755.052182674408,24.541727,0.0,3.2003748,-849.8791099786758,0.0,343,-0.051646486,-0.0,0.051646486,0.001657247543334961,0.10131001472473145,12.864297866821289,-0.2588095804951607,8.990281406034022,1,-849.8791099786758,0.05003759,0.007308717,-849.8791099786758,17.96875548362732
-753.760953686458,1.1799161,0.8541025668959671,6772.948795557022,23.529089,0.0,3.1582375,-1019.7774829864502,0.0,344,-0.064594015,3.1789146e-08,0.064594045,0.0015697479248046875,0.10136842727661133,12.648110628128052,0.933339522870587,6.993764056472004,1,-1019.7774829864502,0.022257522,0.008814609,-1019.7774829864502,17.89267134666443
-747.6221477486855,1.1998514,0.7773132431046832,6790.852745294571,24.461342,0.0,3.197094,-1015.2637255191803,0.0,345,-0.040951315,3.1789146e-08,0.04095135,0.001565694808959961,0.10223102569580078,12.652702569961548,0.7875036177619403,5.584152668461466,1,-1015.2637255191803,0.008373655,0.006467713,-1015.2637255191803,17.899881839752197
-707.4747497832404,1.2418889,0.860083183444479,6808.986083745956,26.263618,0.0,3.2681847,-967.3266654014587,0.0,346,-0.022533638,-0.0,0.022533638,0.0017402172088623047,0.10196638107299805,12.857189893722534,-0.9457529458224356,6.762533759969028,1,-967.3266654014587,0.032192014,0.0074469796,-967.3266654014587,18.126256465911865
nan,1.2571876,nan,6827.05703997612,26.918661,0.0,3.2928197,nan,nan,347,nan,nan,nan,0.0015668869018554688,0.10244870185852051,12.759167432785034,nan,nan,1,nan,0.014018984,0.0,nan,18.066829919815063
-632.930371859021,1.2571876,nan,6845.260716199875,26.918661,0.0,3.2928197,-884.7443759441376,0.0,348,nan,nan,nan,0.001760721206665039,0.10337042808532715,12.880714893341064,nan,7.8306169038875275,1,-884.7443759441376,0.087132566,0.0,-884.7443759441376,18.199050426483154
