AverageDiscountedReturn,AveragePolicyStd,AbsLearnSignal,Time,Perplexity,MeanKLBefore,Entropy,AverageReturn,StdReturn,Iteration,LossAfter,LossBefore,dLoss,ProcessExecTime,PolicyExecTime,EnvExecTime,ExplainedVariance,OriginalTaskAverageReturn,NumTrajs,MinReturn,IRLLoss,MeanKL,MaxReturn,ItrTime
-735.8788978252184,1.2180228,nan,11684.526162862778,25.188847,0.0,3.2264013,-995.0763220787048,0.0,610,nan,nan,nan,0.0016646385192871094,0.10691213607788086,12.847039222717285,nan,7.197645250822051,1,-995.0763220787048,0.015683895,0.0,-995.0763220787048,18.03007483482361
-771.0126761918259,1.2180228,0.8418630591134131,11702.497811079025,25.188847,0.0,3.2264013,-1039.0038074553013,0.0,611,-0.03173809,6.357829e-08,0.031738155,0.0016894340515136719,0.10761380195617676,12.80867314338684,0.9597383030225799,6.562350304559048,1,-1039.0038074553013,0.015114418,0.008831509,-1039.0038074553013,17.967800855636597
-699.302728498894,1.1910886,0.8874705523190848,11720.596836328506,24.056894,0.0,3.1804216,-947.4365471601486,0.0,612,-0.037021574,-3.1789146e-08,0.03702154,0.001734018325805664,0.11959576606750488,12.93231725692749,0.5313433798937122,11.446188034148184,1,-947.4365471601486,0.050081316,0.0064819893,-947.4365471601486,18.094974279403687
-747.6882153168747,1.1959107,0.8020053433348071,11738.637167930603,24.204254,0.0,3.1865284,-1012.1550953388214,0.0,613,-0.09504935,3.1789146e-08,0.09504938,0.0016443729400634766,0.10384726524353027,12.864448547363281,0.9532692891169808,8.341092829298093,1,-1012.1550953388214,0.0027870846,0.009564248,-1012.1550953388214,18.036267280578613
-721.9392295371729,1.2044749,0.8435404045447553,11756.752859830856,24.477566,0.0,3.197757,-981.4146060943604,0.0,614,-0.039751943,3.1789146e-08,0.039751977,0.0015716552734375,0.10780954360961914,13.014878749847412,0.5283989703817337,9.213415185499318,1,-981.4146060943604,0.019923877,0.009105218,-981.4146060943604,18.111745357513428
-746.1267065457474,1.2121295,0.8657369110080164,11774.737068414688,24.682236,0.0,3.2060838,-1009.6481540203094,0.0,615,-0.0340428,-0.0,0.0340428,0.0016703605651855469,0.09750580787658691,12.784003496170044,-0.518619731511534,7.290881585156584,1,-1009.6481540203094,0.0072445585,0.006834521,-1009.6481540203094,17.97772192955017
-754.5880560941904,1.231663,0.8490815830048651,11792.644738912582,25.428343,0.0,3.2358644,-1019.4787969589233,0.0,616,-0.13107672,-0.0,0.13107672,0.001739501953125,0.10330629348754883,12.782620191574097,0.8756050502461621,9.014517848011412,1,-1019.4787969589233,0.0040281545,0.006766269,-1019.4787969589233,17.902223587036133
-789.860220894437,1.2348915,0.875555867433323,11810.484364748001,25.534927,0.0,3.2400472,-1058.595060825348,0.0,617,-0.060252126,6.357829e-08,0.06025219,0.0016949176788330078,0.09781360626220703,12.600851058959961,0.8868272739148313,7.256740154741942,1,-1058.595060825348,0.00046899964,0.00657005,-1058.595060825348,17.835278272628784
-728.9787676835648,1.2602353,0.8401278801622972,11828.640396356583,26.69171,0.0,3.284353,-984.4179615974426,0.0,618,-0.05190226,-0.0,0.05190226,0.0016355514526367188,0.10414719581604004,12.942389965057373,0.9066835943035786,7.581950860109427,1,-984.4179615974426,0.029201569,0.008202155,-984.4179615974426,18.152183771133423
-745.4737906963857,1.2529315,0.7748516098225837,11846.667288541794,26.484215,0.0,3.2765489,-1007.3670043945312,0.0,619,-0.048337016,-6.357829e-08,0.048336953,0.0015368461608886719,0.1083517074584961,12.921863555908203,0.8937978300433491,9.214719584183905,1,-1007.3670043945312,0.0041802404,0.007444271,-1007.3670043945312,18.022083282470703
-735.5278289297415,1.2358762,0.7062817812977312,11864.737582206726,25.844833,0.0,3.2521107,-994.5022616386414,0.0,620,-0.056410108,2.3841858e-08,0.05641013,0.001589059829711914,0.10148024559020996,12.925271272659302,0.9394597098323711,7.90714854347392,1,-994.5022616386414,0.018796654,0.008007167,-994.5022616386414,18.06388235092163
-814.5059839053483,1.253802,0.9025169806213662,11882.364404916763,26.556795,0.0,3.2792857,-1084.9379992485046,0.0,621,-0.045757867,-3.1789146e-08,0.045757834,0.0016009807586669922,0.0949394702911377,12.477892875671387,-0.8184187955388362,6.349672960274508,1,-1084.9379992485046,0.0003472982,0.0061837435,-1084.9379992485046,17.62296199798584
-711.4357684147652,1.2350876,0.9405077173429938,11900.502048492432,25.855045,0.0,3.2525058,-961.7492024898529,0.0,622,-0.04336538,6.357829e-08,0.043365445,0.001645803451538086,0.11259865760803223,12.91550350189209,0.9787103093083961,10.120990386384635,1,-961.7492024898529,0.035086025,0.0069778925,-961.7492024898529,18.133408308029175
-649.2932769430138,1.207159,0.8911780404935468,11918.659767150879,24.66621,0.0,3.2054343,-876.9976085424423,0.0,623,-0.06616364,-3.1789146e-08,0.06616361,0.0017330646514892578,0.10805749893188477,12.928067922592163,0.9294147587155916,13.521748392433345,1,-876.9976085424423,0.04405885,0.007547841,-876.9976085424423,18.153568506240845
-767.4678901804288,1.2237773,0.8670781964776428,11936.688075065613,25.355007,0.0,3.2329762,-1034.7999429702759,0.0,624,-0.044722177,-0.0,0.044722177,0.001554727554321289,0.10856270790100098,12.698056697845459,-10.570821948687538,6.050089622268164,1,-1034.7999429702759,0.007056875,0.007448494,-1034.7999429702759,18.024086713790894
-792.7980378225999,1.2244518,0.8638254856100679,11954.445373773575,25.351023,0.0,3.232819,-1062.1686794757843,0.0,625,-0.048321787,6.357829e-08,0.04832185,0.0015277862548828125,0.09857892990112305,12.527722358703613,0.9967606967845025,6.726475935868193,1,-1062.1686794757843,0.001963094,0.009113143,-1062.1686794757843,17.753210067749023
nan,1.2240919,nan,11972.595262765884,25.351313,0.0,3.2328305,nan,nan,626,nan,nan,nan,0.0016047954559326172,0.10881710052490234,12.913774728775024,nan,nan,1,nan,0.0069035576,0.0,nan,18.14598250389099
-795.9816236967552,1.2240919,nan,11990.346630811691,25.351313,0.0,3.2328305,-1065.678026676178,0.0,627,nan,nan,nan,0.0015649795532226562,0.10254168510437012,12.510412216186523,nan,5.328681479791115,1,-1065.678026676178,0.0017431545,0.0,-1065.678026676178,17.745872974395752
-780.362446893722,1.2240919,0.8680826209612572,12008.265689373016,25.351313,0.0,3.2328305,-1049.4329862594604,0.0,628,-0.058960788,-0.0,0.058960788,0.0016794204711914062,0.10765743255615234,12.720723152160645,0.7657928282324971,7.473136472267265,1,-1049.4329862594604,0.00044111855,0.007415638,-1049.4329862594604,17.913007259368896
-803.7272021258188,1.1913816,0.8867352465042319,12026.12027835846,23.996115,0.0,3.177892,-1073.1342868804932,0.0,629,-0.028678957,-6.357829e-08,0.028678894,0.0017499923706054688,0.10926938056945801,12.702851057052612,-0.4158256668591831,6.421745363935004,1,-1073.1342868804932,0.00044774503,0.0063988674,-1073.1342868804932,17.848822116851807
nan,1.187158,nan,12043.870740175247,23.88065,0.0,3.1730685,nan,nan,630,nan,nan,nan,0.001621246337890625,0.09735870361328125,12.60516357421875,nan,nan,1,nan,0.016489439,0.0,nan,17.744943380355835
nan,1.187158,nan,12061.771218299866,23.88065,0.0,3.1730685,nan,nan,631,nan,nan,nan,0.0016455650329589844,0.09958577156066895,12.673573970794678,nan,nan,1,nan,0.0006263569,0.0,nan,17.89635419845581
-716.2741340016751,1.187158,nan,12079.909155368805,23.88065,0.0,3.1730685,-973.151730298996,0.0,632,nan,nan,nan,0.0016608238220214844,0.10715293884277344,12.912950038909912,nan,10.327127489344054,1,-973.151730298996,0.012939048,0.0,-973.151730298996,18.13401174545288
nan,1.187158,nan,12097.792859315872,23.88065,0.0,3.1730685,nan,nan,633,nan,nan,nan,0.0016109943389892578,0.09410405158996582,12.716652870178223,nan,nan,1,nan,0.0031464824,0.0,nan,17.877617359161377
-816.9299601512568,1.187158,nan,12115.605877399445,23.88065,0.0,3.1730685,-1087.250581741333,0.0,634,nan,nan,nan,0.00160980224609375,0.10028219223022461,12.555465936660767,nan,5.0171863476623635,1,-1087.250581741333,0.00044902728,0.0,-1087.250581741333,17.809048414230347
-775.00604799352,1.187158,0.9203410149346792,12133.766766548157,23.88065,0.0,3.1730685,-1039.8499612808228,0.0,635,-0.052262798,3.1789146e-08,0.05226283,0.0016489028930664062,0.11008906364440918,13.026134252548218,0.9959301587400938,8.346347395042534,1,-1039.8499612808228,0.020582091,0.009410093,-1039.8499612808228,18.156946659088135
-754.5348675992132,1.1853088,0.8773612938794251,12151.615313529968,23.80652,0.0,3.1699595,-1020.1224067211151,0.0,636,-0.058801237,-6.357829e-08,0.058801174,0.0016417503356933594,0.09871172904968262,12.582569360733032,0.8224574508925082,6.556112381870219,1,-1020.1224067211151,0.016880764,0.0064956946,-1020.1224067211151,17.843557596206665
-724.3172206273615,1.2055053,0.8572619288349778,12169.77780532837,24.595478,0.0,3.2025626,-983.9826827049255,0.0,637,-0.07189874,-0.0,0.07189874,0.001622915267944336,0.10972881317138672,13.008936882019043,0.457494325363904,8.535474382469875,1,-983.9826827049255,0.033329137,0.00922667,-983.9826827049255,18.156811952590942
-613.6396731631964,1.2328464,0.8380270269893031,12187.92328453064,25.674032,0.0,3.24548,-832.2524509429932,0.0,638,-0.09389747,-0.0,0.09389747,0.0016632080078125,0.11454939842224121,12.962207555770874,0.9609154079481869,13.878885162990997,1,-832.2524509429932,0.041780844,0.009914358,-832.2524509429932,18.14109182357788
-541.7309482806239,1.2136749,0.8867315131626794,12213.491821527481,24.809288,0.0,3.211218,-692.5703184604645,364.9858376979828,639,-0.06659011,-0.0,0.06659011,0.002193450927734375,0.13636326789855957,20.220917224884033,0.17762416395260405,3.580578662869778,2,-1057.5561561584473,0.0038386034,0.00615177,-327.5844807624817,25.56457805633545
nan,1.2232417,nan,12231.318661928177,25.082697,0.0,3.2221782,nan,nan,640,nan,nan,nan,0.0015532970428466797,0.1005256175994873,12.568846464157104,nan,nan,1,nan,0.00065766496,0.0,nan,17.822617053985596
-732.8665769018544,1.2232417,nan,12249.328507900238,25.082697,0.0,3.2221782,-999.4108386039734,0.0,641,nan,nan,nan,0.001577615737915039,0.10272932052612305,12.717843532562256,nan,8.164917982135817,1,-999.4108386039734,0.016729468,0.0,-999.4108386039734,18.005945444107056
-735.9029761519558,1.2232417,0.773880425102679,12267.35566663742,25.082697,0.0,3.2221782,-996.4838290214539,0.0,642,-0.07546795,3.1789146e-08,0.07546798,0.0015559196472167969,0.10552167892456055,12.91584324836731,0.2975010723917978,9.716431128789718,1,-996.4838290214539,0.035290197,0.005383412,-996.4838290214539,18.02047061920166
-813.658021344892,1.2054645,0.8629563547732826,12285.138462781906,24.409811,0.0,3.1949852,-1083.4666109085083,0.0,643,-0.07039391,-3.1789146e-08,0.07039388,0.0016889572143554688,0.1047964096069336,12.555403232574463,0.891705146340197,5.441255424583552,1,-1083.4666109085083,0.0012921281,0.0074258964,-1083.4666109085083,17.7787663936615
-784.4135386790961,1.2069745,0.8561550595709186,12302.93474316597,24.475676,0.0,3.1976798,-1053.4780731201172,0.0,644,-0.03001666,-1.5894573e-08,0.030016644,0.0015842914581298828,0.09423136711120605,12.51829195022583,0.9970308859309495,4.949516976463781,1,-1053.4780731201172,0.0039416407,0.007913936,-1053.4780731201172,17.7919499874115
-817.1870976819374,1.1839207,0.9108363205808823,12320.749535799026,23.543135,0.0,3.1588342,-1088.1665482521057,0.0,645,-0.063054495,-3.1789146e-08,0.063054465,0.0016169548034667969,0.10178995132446289,12.680133581161499,0.9941543601211987,6.057800589221126,1,-1088.1665482521057,0.0006183242,0.009689303,-1088.1665482521057,17.8101704120636
nan,1.1800046,nan,12351.606025218964,23.32268,0.0,3.1494262,nan,nan,646,nan,nan,nan,0.003161907196044922,0.20528626441955566,25.463877201080322,nan,nan,2,nan,0.020237181,0.0,nan,30.85254216194153
nan,1.1800045,nan,12381.551136493683,23.322695,0.0,3.149427,nan,nan,647,nan,nan,nan,0.0030400753021240234,0.19629430770874023,24.5887291431427,nan,nan,2,nan,0.012240976,0.0,nan,29.940391540527344
-579.5071958827612,1.1800045,nan,12407.989309549332,23.32268,0.0,3.1494262,-741.0987243652344,349.5346760749817,648,nan,nan,nan,0.002531290054321289,0.1544487476348877,21.042877197265625,nan,4.171248834215449,2,-1090.633400440216,0.002254648,0.0,-391.5640482902527,26.43188977241516
-776.3240769588929,1.1800046,0.8738010348057077,12425.881949424744,23.3227,0.0,3.1494272,-1043.736186504364,0.0,649,-0.06812919,-0.0,0.06812919,0.0016503334045410156,0.10086202621459961,12.632080554962158,0.7898826986136049,7.2203785324212815,1,-1043.736186504364,0.0030837925,0.0064218445,-1043.736186504364,17.888561487197876
-795.647768732334,1.1754853,0.9203051215668349,12443.654203891754,23.13467,0.0,3.1413324,-1064.9305715560913,0.0,650,-0.036026,-0.0,0.036026,0.0015621185302734375,0.10024309158325195,12.631726026535034,-25.560804398793305,6.062660952287339,1,-1064.9305715560913,0.00032345095,0.008172244,-1064.9305715560913,17.768064737319946
-815.9731385334308,1.1677688,0.8930374770340765,12461.525123357773,22.760084,0.0,3.1250083,-1086.945818901062,0.0,651,-0.042513974,-0.0,0.042513974,0.0016181468963623047,0.09755587577819824,12.596859455108643,-0.11390305838099546,4.858379860264267,1,-1086.945818901062,9.186405e-05,0.0060005444,-1086.945818901062,17.8642795085907
nan,1.156638,nan,12479.369322776794,22.369564,0.0,3.1077013,nan,nan,652,nan,nan,nan,0.0016007423400878906,0.09876298904418945,12.650923252105713,nan,nan,1,nan,0.0026870891,0.0,nan,17.839885711669922
nan,1.1566381,nan,12509.150012016296,22.369564,0.0,3.1077013,nan,nan,653,nan,nan,nan,0.0030562877655029297,0.18859529495239258,24.45562982559204,nan,nan,2,nan,0.01899209,0.0,nan,29.77649235725403
-805.9701193087071,1.156638,nan,12527.05812382698,22.369564,0.0,3.1077013,-1075.8293952941895,0.0,654,nan,nan,nan,0.0017423629760742188,0.10432052612304688,12.735587358474731,nan,6.221418002682276,1,-1075.8293952941895,0.003984763,0.0,-1075.8293952941895,17.901039361953735
-751.5138503210928,1.156638,0.8830412100005017,12545.042880535126,22.369564,0.0,3.1077013,-1015.6859664916992,0.0,655,-0.037763216,-0.0,0.037763216,0.0015919208526611328,0.09631562232971191,12.758801221847534,0.8156767884049062,7.633582556482961,1,-1015.6859664916992,0.00073100696,0.009252543,-1015.6859664916992,17.978686809539795
nan,1.1596674,nan,12562.81746339798,22.60863,0.0,3.1183317,nan,nan,656,nan,nan,nan,0.0015978813171386719,0.10191774368286133,12.47380256652832,nan,nan,1,nan,0.00017607136,0.0,nan,17.77078676223755
-769.6431396464484,1.1596674,nan,12580.711183309555,22.60863,0.0,3.1183317,-1036.885803937912,0.0,657,nan,nan,nan,0.0016710758209228516,0.10012674331665039,12.573188781738281,nan,5.922203376438825,1,-1036.885803937912,0.00638146,0.0,-1036.885803937912,17.889835357666016
-788.2712949778077,1.1596674,0.9036796219671912,12598.55222082138,22.60863,0.0,3.1183317,-1057.6422448158264,0.0,658,-0.023193518,-3.1789146e-08,0.023193486,0.0017542839050292969,0.1009819507598877,12.656312465667725,0.40280753685277637,6.224030000549871,1,-1057.6422448158264,0.0054066153,0.006325568,-1057.6422448158264,17.834507703781128
nan,1.1615382,nan,12616.727429389954,22.650297,0.0,3.120173,nan,nan,659,nan,nan,nan,0.0016641616821289062,0.10872340202331543,12.959674596786499,nan,nan,1,nan,0.027881758,0.0,nan,18.17047882080078
-714.1997405633663,1.1615382,nan,12634.578437328339,22.650297,0.0,3.120173,-978.1676628240384,0.0,660,nan,nan,nan,0.0015501976013183594,0.1051030158996582,12.728132247924805,nan,6.662911142041783,1,-978.1676628240384,0.031234004,0.0,-978.1676628240384,17.847098350524902
-733.1323373128475,1.1615382,0.9227172443482303,12663.37507224083,22.650286,0.0,3.1201725,-947.097718834877,121.2754875421524,661,-0.042307813,-9.082613e-09,0.042307805,0.0028297901153564453,0.17615270614624023,23.512763738632202,0.784016423266042,5.810347099407866,2,-1068.3732063770294,0.021929469,0.0074334797,-825.8222312927246,28.792306184768677
-675.283558734407,1.1678147,0.8231134496526293,12681.53060746193,22.866087,0.0,3.129655,-922.051078915596,0.0,662,-0.07671715,3.1789146e-08,0.07671718,0.0015804767608642578,0.11152029037475586,12.99216890335083,0.8504436862916148,9.461098767596107,1,-922.051078915596,0.07671882,0.007300979,-922.051078915596,18.148983240127563
-819.3318228073009,1.182161,0.8927073463530366,12699.340396165848,23.509977,0.0,3.157425,-1090.3745641708374,0.0,663,-0.012000275,-0.0,0.012000275,0.001645803451538086,0.09917688369750977,12.551363229751587,0.8085139993722477,4.8012250366326015,1,-1090.3745641708374,0.0029783538,0.0045334576,-1090.3745641708374,17.805763721466064
nan,1.1675473,nan,12728.793930053711,23.04095,0.0,3.137273,nan,nan,664,nan,nan,nan,0.0029718875885009766,0.18238139152526855,24.102277278900146,nan,nan,2,nan,0.032394174,0.0,nan,29.445755004882812
-777.6569497582066,1.1675473,nan,12746.883022785187,23.04095,0.0,3.137273,-1042.4263200759888,0.0,665,nan,nan,nan,0.0015518665313720703,0.11148381233215332,12.912896633148193,nan,7.836361357952186,1,-1042.4263200759888,0.003359538,0.0,-1042.4263200759888,18.085205078125
nan,1.1675473,nan,12764.843742370605,23.04095,0.0,3.137273,nan,nan,666,nan,nan,nan,0.0016002655029296875,0.10451126098632812,12.72719955444336,nan,nan,1,nan,0.01085903,0.0,nan,17.956713914871216
-788.6521048989885,1.1675473,nan,12782.799569368362,23.04095,0.0,3.137273,-1056.1265835762024,0.0,667,nan,nan,nan,0.0016682147979736328,0.10800528526306152,12.810121774673462,nan,6.335913736120818,1,-1056.1265835762024,0.0047739055,0.0,-1056.1265835762024,17.951568603515625
nan,1.1675473,nan,12800.7114007473,23.04095,0.0,3.137273,nan,nan,668,nan,nan,nan,0.001573324203491211,0.0984811782836914,12.64400601387024,nan,nan,1,nan,0.013822111,0.0,nan,17.90796399116516
-398.65681014811014,1.1675473,nan,12824.706495046616,23.040956,0.0,3.1372733,-529.1454823613167,434.2941638827324,669,nan,nan,nan,0.0020275115966796875,0.12146306037902832,18.7118980884552,nan,5.2049440429952805,2,-963.4396462440491,0.027357312,0.0,-94.85131847858429,23.990553379058838
-768.6670122319889,1.1675473,0.8506595365911216,12842.737854719162,23.04095,0.0,3.137273,-1033.932635307312,0.0,670,-0.07593921,-0.0,0.07593921,0.0016601085662841797,0.10392069816589355,12.789836883544922,0.8841351336472277,9.512997757659285,1,-1033.932635307312,0.0050238417,0.0071767806,-1033.932635307312,18.024115800857544
-776.8013544128814,1.1594472,0.823149954598225,12860.629419326782,22.737272,0.0,3.1240056,-1043.1727266311646,0.0,671,-0.087216474,3.1789146e-08,0.087216504,0.0015664100646972656,0.1020510196685791,12.653675556182861,0.9853499573078509,9.687032693837143,1,-1043.1727266311646,0.0016715132,0.0070640654,-1043.1727266311646,17.885772228240967
-720.2087806202309,1.1674705,0.8868878557728024,12878.750959396362,23.088192,0.0,3.1393213,-975.5605893135071,0.0,672,-0.036115486,-0.0,0.036115486,0.0016052722930908203,0.10839033126831055,12.965149164199829,0.7890015839626301,7.577073306196191,1,-975.5605893135071,0.022113588,0.009816856,-975.5605893135071,18.117299795150757
nan,1.1872718,nan,12896.613792419434,23.873882,0.0,3.172785,nan,nan,673,nan,nan,nan,0.00170135498046875,0.10168838500976562,12.600613832473755,nan,nan,1,nan,0.015748173,0.0,nan,17.8586847782135
nan,1.1872718,nan,12914.549969911575,23.873882,0.0,3.172785,nan,nan,674,nan,nan,nan,0.0015645027160644531,0.09618449211120605,12.667690515518188,nan,nan,1,nan,0.00037128906,0.0,nan,17.92899489402771
-788.1630793296908,1.1872718,nan,12932.480974435806,23.873882,0.0,3.172785,-1055.3163977861404,0.0,675,nan,nan,nan,0.0016586780548095703,0.10474371910095215,12.765870094299316,nan,6.55188252164284,1,-1055.3163977861404,0.009616097,0.0,-1055.3163977861404,17.927058696746826
-792.6954420418567,1.1872718,0.8790712245215588,12950.200297355652,23.873882,0.0,3.172785,-1062.3342266082764,0.0,676,-0.050586734,3.1789146e-08,0.050586767,0.001543283462524414,0.09476947784423828,12.48478102684021,0.9801244414992926,4.8685084308607856,1,-1062.3342266082764,0.0011491051,0.009865124,-1062.3342266082764,17.715476512908936
-800.5792862970673,1.1753352,0.9244685588528401,12967.974239110947,23.438553,0.0,3.1543822,-1070.2549939155579,0.0,677,-0.045232613,-3.1789146e-08,0.04523258,0.0015497207641601562,0.10263919830322266,12.611917495727539,-0.8316681902682488,5.806624977272102,1,-1070.2549939155579,0.015158676,0.00614179,-1070.2549939155579,17.76961064338684
-833.4360340125583,1.1584488,0.686784035731862,12985.771384477615,22.7897,0.0,3.1263087,-1104.5011940002441,0.0,678,-0.005573368,-3.1789146e-08,0.0055733365,0.001617431640625,0.09632420539855957,12.530624389648438,0.9861624274318997,4.6631576396550525,1,-1104.5011940002441,0.0006746279,0.0005173918,-1104.5011940002441,17.79327702522278
-807.8437572363431,1.1568749,0.8864155715780666,13003.749257564545,22.734638,0.0,3.1238897,-1077.8289155960083,0.0,679,-0.05324745,-0.0,0.05324745,0.001631021499633789,0.11108946800231934,12.784490585327148,0.9960276205575553,5.9985124516058494,1,-1077.8289155960083,0.0027019137,0.009174345,-1077.8289155960083,17.97319769859314
nan,1.1543523,nan,13021.671156644821,22.695288,0.0,3.1221573,nan,nan,680,nan,nan,nan,0.0015981197357177734,0.10349297523498535,12.5941801071167,nan,nan,1,nan,0.0010506981,0.0,nan,17.917385816574097
-751.0002585171156,1.1543523,nan,13039.596972227097,22.695288,0.0,3.1221573,-1015.9474210739136,0.0,681,nan,nan,nan,0.0016744136810302734,0.09742879867553711,12.734526634216309,nan,7.975570873657806,1,-1015.9474210739136,0.021228185,0.0,-1015.9474210739136,17.92143964767456
-716.113026777112,1.1543523,0.9040957339829592,13057.555408716202,22.695288,0.0,3.1221573,-970.4083812236786,0.0,682,-0.044445768,-0.0,0.044445768,0.0016627311706542969,0.10354161262512207,12.81723928451538,0.9670776908380977,8.937504927492315,1,-970.4083812236786,0.02067157,0.0075790873,-970.4083812236786,17.954551219940186
-757.419358781024,1.1596394,0.8862989919572246,13075.540732860565,22.921816,0.0,3.1320891,-1023.3478331565857,0.0,683,-0.042259853,-3.1789146e-08,0.04225982,0.0015819072723388672,0.10253500938415527,12.705774068832397,0.3036003857347187,6.006123940308532,1,-1023.3478331565857,0.016112609,0.0066687167,-1023.3478331565857,17.981209993362427
nan,1.1648862,nan,13093.61259484291,23.168463,0.0,3.142792,nan,nan,684,nan,nan,nan,0.001771688461303711,0.1025388240814209,12.789087772369385,nan,nan,1,nan,0.0054946686,0.0,nan,18.066829919815063
-794.1915829782496,1.1648862,nan,13111.542970180511,23.168463,0.0,3.142792,-1062.6923289299011,0.0,685,nan,nan,nan,0.001767873764038086,0.10643863677978516,12.796026945114136,nan,6.902437380226983,1,-1062.6923289299011,0.008461835,0.0,-1062.6923289299011,17.92567229270935
nan,1.1648862,nan,13129.404968261719,23.168463,0.0,3.142792,nan,nan,686,nan,nan,nan,0.0017380714416503906,0.1026148796081543,12.689897775650024,nan,nan,1,nan,0.00029881942,0.0,nan,17.857771396636963
-802.801186751143,1.1648862,nan,13147.306927919388,23.168463,0.0,3.142792,-1070.786551475525,0.0,687,nan,nan,nan,0.001657724380493164,0.10473513603210449,12.750372648239136,nan,7.53183272788417,1,-1070.786551475525,0.00012403326,0.0,-1070.786551475525,17.895970344543457
-831.706638566717,1.1648862,0.8590880381228987,13165.222640037537,23.168463,0.0,3.142792,-1102.7292022705078,0.0,688,-0.036225922,6.357829e-08,0.036225986,0.001722097396850586,0.10054469108581543,12.691184043884277,0.97067669809853,4.701552717410977,1,-1102.7292022705078,4.8781345e-05,0.008994439,-1102.7292022705078,17.911808252334595
-808.1403003565378,1.1631976,0.7508890587676637,13182.943156957626,23.100233,0.0,3.1398427,-1078.2867512702942,0.0,689,-0.070780024,3.1789146e-08,0.070780054,0.001600503921508789,0.0978846549987793,12.61907434463501,0.9981886929585241,6.80217448022011,1,-1078.2867512702942,0.0013188617,0.007624782,-1078.2867512702942,17.71656346321106
nan,1.1828687,nan,13200.865678548813,23.868992,0.0,3.1725802,nan,nan,690,nan,nan,nan,0.0016446113586425781,0.10160183906555176,12.664087772369385,nan,nan,1,nan,0.003822961,0.0,nan,17.918620586395264
-787.0148473225951,1.1828687,nan,13218.777211904526,23.868992,0.0,3.1725802,-1056.6497729122639,0.0,691,nan,nan,nan,0.001596212387084961,0.10289120674133301,12.70866584777832,nan,7.436879427627996,1,-1056.6497729122639,0.021673007,0.0,-1056.6497729122639,17.90714406967163
-821.1857977001981,1.1828687,0.8129360281160639,13236.654156923294,23.868992,0.0,3.1725802,-1092.0982999801636,0.0,692,-0.020820936,-3.1789146e-08,0.020820905,0.0016219615936279297,0.1021425724029541,12.619613647460938,0.9972964547055709,5.085178431611538,1,-1092.0982999801636,0.0005778217,0.008405958,-1092.0982999801636,17.86949110031128
-782.0799968391601,1.1819949,0.8537125286789073,13254.619459152222,23.829702,0.0,3.1709328,-1047.55788564682,0.0,693,-0.049982548,3.1789146e-08,0.04998258,0.0016300678253173828,0.10658955574035645,12.745267868041992,0.8332566067708266,6.954912321130902,1,-1047.55788564682,0.021622403,0.008409588,-1047.55788564682,17.96111488342285
-766.1047214662193,1.1706252,0.847018130782806,13272.693096399307,23.381578,0.0,3.1519485,-1033.5521659851074,0.0,694,-0.0426548,3.1789146e-08,0.042654835,0.0016138553619384766,0.10241150856018066,12.844297170639038,0.3452424327731025,5.888235988594758,1,-1033.5521659851074,0.009472627,0.007359159,-1033.5521659851074,18.06969690322876
-610.9515704881801,1.168488,0.9077854539429407,13290.987077474594,23.24674,0.0,3.146165,-834.2121107578278,0.0,695,-0.060260262,-0.0,0.060260262,0.0016405582427978516,0.11892104148864746,13.170103788375854,0.9668722178585355,12.07411223269068,1,-834.2121107578278,0.08648471,0.0091358805,-834.2121107578278,18.286980628967285
-805.9068595406824,1.1503966,0.8771075410104948,13309.038635253906,22.537975,0.0,3.1152017,-1076.2018032073975,0.0,696,-0.055406127,-3.1789146e-08,0.055406094,0.0017485618591308594,0.10331845283508301,12.779629707336426,-1.2167572580976724,6.5274889284930575,1,-1076.2018032073975,0.0024499733,0.008313716,-1076.2018032073975,18.04698634147644
nan,1.1804657,nan,13326.8327896595,23.745787,0.0,3.1674051,nan,nan,697,nan,nan,nan,0.0018162727355957031,0.10013508796691895,12.493443965911865,nan,nan,1,nan,0.00045455358,0.0,nan,17.788092136383057
nan,1.1804657,nan,13344.807336091995,23.745787,0.0,3.1674051,nan,nan,698,nan,nan,nan,0.0016486644744873047,0.1051781177520752,12.764440536499023,nan,nan,1,nan,0.00835864,0.0,nan,17.969977140426636
-770.3185585860983,1.1804657,nan,13362.61183834076,23.745787,0.0,3.1674051,-1037.5942261219025,0.0,699,nan,nan,nan,0.0016102790832519531,0.09688091278076172,12.59444260597229,nan,8.12532257042539,1,-1037.5942261219025,0.0044913976,0.0,-1037.5942261219025,17.799978733062744
-698.8414677849746,1.1804657,0.8824766051103284,13380.593757390976,23.745787,0.0,3.1674051,-945.7672082185745,0.0,700,-0.07629388,3.1789146e-08,0.07629391,0.0015392303466796875,0.10459470748901367,12.849960327148438,0.9210275387672916,9.279326003306242,1,-945.7672082185745,0.019893767,0.009653395,-945.7672082185745,17.977694988250732
-769.0113097416155,1.1919744,0.8982820262072032,13398.446734428406,24.230816,0.0,3.1876252,-1036.0773615837097,0.0,701,-0.045520816,-3.1789146e-08,0.045520782,0.0016782283782958984,0.10410952568054199,12.669592142105103,0.9484431007900178,6.421734077848886,1,-1036.0773615837097,0.0023985738,0.0055659185,-1036.0773615837097,17.84905481338501
