IRLMedianExpertLogQtau,IRLMedianLogQtau,IRLAverageEnergy,Entropy,Perplexity,PolicyExecTime,NumTrajs,OriginalTaskAverageReturn,MaxReturn,AverageDiscountedReturn,IRLLoss,dLoss,AverageReturn,IRLRewardMin,LossBefore,StdReturn,IRLRewardMax,Iteration,ItrTime,AveragePolicyStd,ExplainedVariance,IRLRewardMean,MeanKL,IRLAverageExpertLogQtau,Time,IRLAverageLogQtau,ProcessExecTime,IRLAverageExpertEnergy,EnvExecTime,MeanKLBefore,LossAfter,MinReturn
-1.0666347,-1.0486482,4.2357903,1.3152827,3.725804,0.04055213928222656,10,-644.4515641358705,-127.07649128139019,-262.3035530894502,0.19248499,0.015672460198402405,-423.5789830513298,-8.132838,-0.13152825832366943,133.8459375506533,2.1356308,10,0.20269274711608887,0.9015353,0.8998578474735571,-4.2357903,0.009337502531707287,-1.8264709,3.312589645385742,-1.2952095,0.005470991134643555,-1.0141655,0.03239631652832031,0.0,-0.14720071852207184,-566.0920577049255
-1.0773199,-1.0325985,4.199915,1.2993823,3.667031,0.04392814636230469,10,-654.0742598762342,-184.88771165162325,-260.10380862835007,0.18123342,0.029794737696647644,-419.99148962944747,-7.2321043,-0.12993822991847992,137.83348407536934,2.5656269,11,0.2130873203277588,0.8873141,0.9471382683206597,-4.199915,0.007309736218303442,-1.8489139,3.5331783294677734,-1.2752981,0.005648374557495117,-1.1693465,0.034261226654052734,0.0,-0.15973296761512756,-559.1434640884399
-1.3437381,-1.0284925,4.2877727,1.3041438,3.6845329,0.04472041130065918,10,-597.98375219101,-211.9121758043766,-265.317334120023,0.21392557,0.03289642930030823,-428.7772037774324,-7.668812,-0.13041439652442932,138.0545007024546,1.8690788,12,0.22117185592651367,0.8915491,0.9079824014083031,-4.2877727,0.008959255181252956,-2.1304996,3.7622246742248535,-1.2830498,0.005625247955322266,-0.40319923,0.03412604331970215,0.0,-0.16331082582473755,-596.2751455307007
-1.1992409,-1.0528638,4.5162826,1.3249387,3.7619545,0.04033708572387695,10,-678.5894761441791,-222.753561347723,-285.382126771149,0.19176754,0.032551586627960205,-451.62825698405504,-6.974586,-0.13249385356903076,115.39163429981755,0.9459636,13,0.20370221138000488,0.91028285,0.9197893439363539,-4.5162826,0.009445471689105034,-1.9334941,3.9796879291534424,-1.3195058,0.0060367584228515625,-0.7707367,0.032620906829833984,0.0,-0.16504544019699097,-553.3505992889404
-1.4092491,-1.0735216,4.574617,1.3490729,3.853851,0.04560089111328125,10,-649.0071645339432,-220.74539917707443,-290.59550549859597,0.18259981,0.01845523715019226,-457.4616570979357,-9.040956,-0.1349073052406311,130.37399218430505,1.24523,14,0.22185349464416504,0.93251896,0.8959251252851372,-4.574617,0.007300118450075388,-2.1196778,4.209080457687378,-1.3430046,0.005963563919067383,-0.9283961,0.03567934036254883,0.0,-0.15336254239082336,-589.3714466094971
-1.2324564,-1.0962118,4.3738,1.3600196,3.8962696,0.04108405113220215,10,-558.8902679766101,-279.3224171027541,-279.7687259981316,0.26732904,0.010927453637123108,-437.37999731600286,-9.666132,-0.13600192964076996,118.70011929503812,1.2742102,15,0.2203991413116455,0.94278306,0.8480733825039113,-4.3738,0.006185694132000208,-1.9076071,4.44285249710083,-1.3684602,0.005650758743286133,-0.31661966,0.03928995132446289,0.0,-0.14692938327789307,-588.1275367736816
-1.2603948,-1.0789955,4.395557,1.3681635,3.92813,0.044058799743652344,10,-622.1993922126895,-277.65980799496174,-276.77052204748986,0.24473812,0.011212021112442017,-439.55573303177954,-8.6301775,-0.1368163675069809,103.57971871193647,1.7607925,16,0.24654936790466309,0.9504926,0.9195899819789422,-4.395557,0.00635111890733242,-1.9268652,4.7015461921691895,-1.3494922,0.0055561065673828125,-0.37312838,0.03295278549194336,0.0,-0.1480283886194229,-543.0438323020935
-1.3300261,-1.0558162,3.7934675,1.3457552,3.8410864,0.0397646427154541,10,-633.0685287657277,-198.8019331395626,-243.0018262202424,0.19875774,0.01569707691669464,-379.34675838053226,-6.8162208,-0.13457553088665009,122.02917764755718,1.4454494,17,0.209700345993042,0.9294309,0.8519076975162163,-3.7934675,0.0067736245691776276,-2.0320199,4.91646933555603,-1.3381008,0.005541086196899414,-0.965241,0.03306150436401367,0.0,-0.15027260780334473,-515.1463303565979
-1.3354977,-1.0602126,3.5936673,1.3318002,3.7878563,0.04208564758300781,10,-591.9355241241371,-208.54332518577576,-227.16302135329087,0.2539661,0.017822101712226868,-359.36672929227353,-6.9976106,-0.13318002223968506,120.9697789100417,1.5434093,18,0.21810650825500488,0.9165499,0.8443146266807047,-3.5936673,0.006849232595413923,-2.0469162,5.142240524291992,-1.310091,0.005573749542236328,-0.5984133,0.033985137939453125,0.0,-0.15100212395191193,-505.9607844352722
-1.4763708,-1.0851063,3.5511148,1.3365571,3.8059177,0.04543185234069824,10,-553.8941799131619,-257.64722134917974,-222.05639901784912,0.28104985,0.012330502271652222,-355.111487659812,-6.4866877,-0.13365565240383148,72.45494264544058,1.0390971,19,0.2276442050933838,0.9209205,0.8835975199871434,-3.5511148,0.008261926472187042,-2.1760442,5.382213830947876,-1.3653926,0.005603313446044922,-0.39330062,0.0352015495300293,0.0,-0.1459861546754837,-473.8437237739563
-1.5378677,-1.0691876,3.872888,1.336773,3.8067396,0.04287290573120117,10,-584.4989932616159,-250.58843395113945,-242.5169907075186,0.24850948,0.01010410487651825,-387.2888322234154,-6.7769547,-0.13367730379104614,68.64872786240602,2.004028,20,0.21754860877990723,0.92111963,0.9247095767719045,-3.872888,0.009465265087783337,-2.21188,5.608789920806885,-1.3426334,0.005657196044921875,-0.47160527,0.03431129455566406,0.0,-0.1437814086675644,-475.2409646511078
-1.3655263,-1.0655476,4.0829563,1.3055347,3.6896615,0.04318571090698242,10,-589.6577263220266,-341.93681268393993,-263.1920299077441,0.19800249,0.014844179153442383,-408.29564254432916,-8.263251,-0.1305534690618515,49.69212459005892,2.3055825,21,0.2228541374206543,0.8927899,0.9110250522390068,-4.0829563,0.004916212987154722,-2.085792,5.840027332305908,-1.2964866,0.005587339401245117,-1.0670105,0.032131195068359375,0.0,-0.14539764821529388,-473.146817445755
-1.3242844,-1.0189457,4.13004,1.2943159,3.6484993,0.041968345642089844,10,-585.2223212592351,-266.8152370005846,-258.98754772937434,0.20287672,0.021652087569236755,-413.0040061675012,-7.7544723,-0.1294316053390503,58.51653141493487,1.6267079,22,0.20331764221191406,0.88282996,0.9179886877426415,-4.13004,0.008102850057184696,-2.0766087,6.052992105484009,-1.2997756,0.005665779113769531,-1.0742813,0.03218650817871094,0.0,-0.15108369290828705,-483.8389344215393
-1.5357116,-1.0294782,3.6615453,1.2878916,3.6251354,0.043605804443359375,10,-502.38358838551295,-288.20431197434664,-230.42642903942607,0.2149487,0.012396112084388733,-366.1545296393335,-7.288914,-0.12878918647766113,34.56131452606738,2.678219,23,0.2120041847229004,0.877177,0.9238645964250276,-3.6615453,0.00841460470110178,-2.2881403,6.272982835769653,-1.3096004,0.005666255950927734,-1.1631058,0.03490877151489258,0.0,-0.14118529856204987,-403.1169159412384
-1.4932358,-1.0249826,3.5899622,1.3006014,3.671504,0.04780864715576172,10,-560.2147815915093,-313.5266134813428,-230.06272777708327,0.19867186,0.013525545597076416,-358.99621641039846,-6.637624,-0.1300601214170456,36.70524602196038,2.4882216,24,0.22563743591308594,0.88839626,0.9526706426330275,-3.5899622,0.007263281848281622,-2.2388766,6.5069310665130615,-1.2696366,0.005481243133544922,-1.2625897,0.033312082290649414,0.0,-0.143585667014122,-426.32380056381226
-1.5480819,-0.9816014,3.7184665,1.2761592,3.5828521,0.04459977149963379,10,-561.6023138937148,-284.8959950208664,-232.22014668215047,0.22530486,0.011561021208763123,-371.8466521501541,-6.6942387,-0.12761591374874115,53.84584679189508,1.7139155,25,0.21615171432495117,0.8669452,0.9366927037328642,-3.7184665,0.006619768217206001,-2.3150365,6.731509208679199,-1.2720659,0.005520820617675781,-0.9057788,0.034008026123046875,0.0,-0.13917693495750427,-461.94959115982056
-1.4649993,-0.98086685,3.8253987,1.2666454,3.5489275,0.04767918586730957,10,-619.3454042948395,-226.62479562312365,-244.54105193303502,0.1975413,0.011418282985687256,-382.539873560518,-7.071048,-0.12666454911231995,69.03345200865424,2.0010266,26,0.2647864818572998,0.8587367,0.8980132525052165,-3.8253987,0.006926842033863068,-2.2454128,7.0058698654174805,-1.2656257,0.005823373794555664,-1.6064018,0.07901620864868164,0.0,-0.1380828320980072,-466.5271317958832
-1.4802461,-0.94465566,3.6807716,1.2436306,3.4681823,0.04553580284118652,10,-585.7436253146867,-270.36848345398903,-230.4193862532862,0.22535895,0.024216577410697937,-368.0771555788815,-6.7846837,-0.12436304986476898,71.28509038746441,1.8331546,27,0.2130122184753418,0.8391987,0.9341400842492664,-3.6807716,0.008875579573214054,-2.2791262,7.2277491092681885,-1.2181555,0.005971193313598633,-1.1761398,0.03405427932739258,0.0,-0.14857962727546692,-496.9308228492737
-1.5115614,-0.9835718,4.130587,1.2480867,3.4836712,0.041595458984375,10,-529.524310273231,-308.5771571174264,-263.77972080144906,0.2034477,0.014605015516281128,-413.0587202683091,-6.978701,-0.1248086541891098,46.93358734342014,1.496678,28,0.20663857460021973,0.8429463,0.9172736744250845,-4.130587,0.008443967439234257,-2.3063614,7.442551612854004,-1.2457442,0.0056989192962646484,-1.493247,0.034854888916015625,0.0,-0.13941366970539093,-468.618287563324
-1.6689662,-0.93779683,3.6912963,1.2097541,3.3526602,0.04597306251525879,10,-468.19166481871036,-301.82041215896606,-235.56484909213924,0.23508842,0.021342486143112183,-369.12961676716805,-7.468402,-0.12097541987895966,36.546674042010864,2.0472276,29,0.22102880477905273,0.81124586,0.9113581622839769,-3.6912963,0.008021020330488682,-2.53102,7.6716248989105225,-1.214808,0.005644798278808594,-0.8033138,0.03459572792053223,0.0,-0.14231790602207184,-412.81190967559814
-1.9601243,-0.96349204,4.379009,1.2225035,3.3956783,0.046999216079711914,10,-670.7596291535152,-236.2622906640172,-276.8319437389599,0.18323736,0.021296091377735138,-437.9009235456586,-7.7498465,-0.12225034087896347,102.63388924397871,1.2226613,30,0.21613621711730957,0.82165456,0.8326235104111492,-4.379009,0.006854443810880184,-2.7784376,7.897280931472778,-1.2644116,0.005640268325805664,-1.1423914,0.03242015838623047,0.0,-0.1435464322566986,-542.6730666160583
-1.958857,-0.9857842,4.051383,1.2461852,3.4770534,0.04389524459838867,10,-588.8927373996906,-348.599485039711,-256.5479094573247,0.17795596,0.027682140469551086,-405.1382619746029,-6.9931536,-0.1246185451745987,61.933943114277,-0.018951006,31,0.21221089363098145,0.8413451,0.859845385829041,-4.051383,0.009784016758203506,-2.7286687,8.1186203956604,-1.2259212,0.005845308303833008,-1.8589168,0.03535938262939453,0.0,-0.15230068564414978,-530.1339287757874
-1.7044241,-1.0164193,3.4141576,1.2608721,3.5284975,0.04230856895446777,10,-460.01686804692537,-271.0560228526592,-219.73326050125235,0.24495691,0.013814345002174377,-341.4157609820366,-6.401366,-0.12608717381954193,33.64975710636302,2.4227855,32,0.21126699447631836,0.8537931,0.9001633456443802,-3.4141576,0.0069831726141273975,-2.4720232,8.338036298751831,-1.3112067,0.0057811737060546875,-1.0750742,0.0354154109954834,0.0,-0.1399015188217163,-398.27051615715027
-1.6792852,-0.99195576,3.5948198,1.2518837,3.4969242,0.041700124740600586,10,-504.9487636676433,-317.6332161873579,-229.35081908716833,0.21615063,0.01733553409576416,-359.4820032685995,-6.7638226,-0.125188410282135,32.216921837314686,2.4035661,33,0.2096233367919922,0.8461533,0.9366412889888203,-3.5948198,0.009176933206617832,-2.477611,8.555095911026001,-1.2535762,0.005631923675537109,-0.97522324,0.03439927101135254,0.0,-0.14252394437789917,-413.6202690601349
-1.565348,-0.9245073,3.799095,1.2152231,3.371046,0.0446624755859375,10,-566.1709534556377,-311.4692460373044,-246.51988911531424,0.21015744,0.023609086871147156,-379.90950285345315,-6.4719596,-0.12152227759361267,41.846144499560836,2.2557518,34,0.22367048263549805,0.8156941,0.9322613044332367,-3.799095,0.009982935152947903,-2.438737,8.786343574523926,-1.2108564,0.006292581558227539,-1.204209,0.03498554229736328,0.0,-0.14513136446475983,-473.9775104522705
-1.5255375,-0.8982082,3.706441,1.200447,3.3216012,0.04643821716308594,10,-506.75994389718016,-319.2485315799713,-234.86174158354498,0.2508956,0.01648245006799698,-370.64408589601516,-5.894845,-0.12004471570253372,33.28008312021114,0.96048677,35,0.2085878849029541,0.80373013,0.946170732590454,-3.706441,0.008434118703007698,-2.4115367,9.002427101135254,-1.1910708,0.005517721176147461,-0.97539794,0.032564640045166016,0.0,-0.1365271657705307,-441.79649209976196
-1.3751849,-0.9371649,3.842408,1.1947193,3.3026307,0.045540809631347656,10,-620.4327152567614,-249.29029639810324,-243.84334625504002,0.22532837,0.015576191246509552,-384.2407892130315,-6.498811,-0.1194719448685646,75.88355748544373,2.6887827,36,0.22324466705322266,0.7991401,0.8775489324129292,-3.842408,0.009256267920136452,-2.275528,9.234206914901733,-1.2280068,0.0060312747955322266,-1.272982,0.03731369972229004,0.0,-0.13504813611507416,-488.15791368484497
-1.129755,-0.9296819,3.905644,1.1859549,3.2738116,0.04399895668029785,10,-634.8925619138258,-306.2253523990512,-251.5135643199538,0.18170056,0.019900374114513397,-390.5644144289196,-6.723047,-0.11859550327062607,69.17556219424294,2.9956129,37,0.22401905059814453,0.7921667,0.9313681380268954,-3.905644,0.0073515609838068485,-2.045123,9.466028213500977,-1.194465,0.005739927291870117,-2.2423882,0.03442740440368652,0.0,-0.13849587738513947,-527.1091675758362
-1.1259155,-0.90310323,3.728327,1.2017211,3.325836,0.04386019706726074,10,-599.1942147827516,-271.1302738189697,-235.86293954686226,0.19810061,0.02792741358280182,-372.8327045738697,-6.7499876,-0.12017212808132172,59.06453360144057,2.0365095,38,0.21674895286560059,0.804755,0.9381183042588832,-3.728327,0.00912563782185316,-1.9920629,9.6903977394104,-1.1977164,0.0058040618896484375,-2.106461,0.03450965881347656,0.0,-0.14809954166412354,-497.74018716812134
-1.330524,-0.9650105,3.469835,1.2199556,3.3870373,0.047699928283691406,10,-533.3407212781651,-310.4458085745573,-220.93151168703608,0.21282618,0.02544931322336197,-346.9835030987859,-6.1481304,-0.12199557572603226,25.091093018137656,1.3999258,39,0.21625757217407227,0.819564,0.9581534821803758,-3.469835,0.006509358994662762,-2.1751244,9.91449236869812,-1.2459342,0.005486726760864258,-1.8562274,0.0329594612121582,0.0,-0.14744488894939423,-378.69577610492706
-1.1874802,-0.9498174,3.8459888,1.2175214,3.3788028,0.043758392333984375,10,-513.2964848252116,-331.2962590456009,-244.04903808676286,0.19950527,0.015411928296089172,-384.5988658070564,-6.3453846,-0.12175212800502777,22.576936923853,2.5735729,40,0.23362326622009277,0.8175714,0.9179675685902482,-3.8459888,0.009766854345798492,-2.022782,10.156009435653687,-1.1801225,0.005846977233886719,-2.1342547,0.03415060043334961,0.0,-0.13716405630111694,-419.0914920568466
-1.20919,-0.91128415,3.7557871,1.2027632,3.3293037,0.04281425476074219,10,-534.0633780087791,-255.2463493347168,-240.23526023041572,0.2054494,0.012597121298313141,-375.5786946058273,-6.333687,-0.1202763244509697,41.962681553093994,2.7279377,41,0.22127509117126465,0.8055942,0.8479793839092609,-3.7557871,0.007527171168476343,-2.0816588,10.389278650283813,-1.2101752,0.005357980728149414,-1.144891,0.03183722496032715,0.0,-0.13287344574928284,-409.32785296440125
-1.0968963,-0.88605195,3.5750883,1.1664182,3.2104728,0.04355311393737793,10,-469.1441238540244,-236.20354743301868,-230.16779858963045,0.23459877,0.021975435316562653,-357.5088461123407,-6.3630757,-0.1166418120265007,43.208438251009696,2.2737517,42,0.22138619422912598,0.7768403,0.8555074837758873,-3.5750883,0.008759720250964165,-2.0581424,10.618941307067871,-1.149136,0.006209135055541992,-0.8554785,0.033164262771606445,0.0,-0.13861724734306335,-395.398428440094
-1.1035991,-0.9569349,3.8051429,1.1894625,3.285315,0.04379773139953613,10,-604.5850747249781,-317.35973930358887,-240.52685607064427,0.17095077,0.011846989393234253,-380.5142950512469,-6.080295,-0.11894623935222626,32.186831912977574,1.0010384,43,0.21092581748962402,0.7949498,0.9300661155028208,-3.8051429,0.006633216980844736,-2.0341709,10.838706493377686,-1.2110158,0.005675315856933594,-2.3739061,0.03415870666503906,0.0,-0.1307932287454605,-430.1030285358429
-1.2276518,-0.8726546,3.733016,1.1640618,3.2029164,0.04447340965270996,10,-579.2999871440895,-318.7628687694669,-238.1163916867094,0.17856862,0.025398336350917816,-373.3016015984118,-6.1357574,-0.1164061650633812,37.29404836532406,3.184386,44,0.21067190170288086,0.77501196,0.9433447438166739,-3.733016,0.009508518502116203,-2.2118003,11.056758880615234,-1.1535586,0.005839109420776367,-2.1882014,0.03480887413024902,0.0,-0.141804501414299,-439.24132537841797
-1.0853665,-0.85606,3.9440413,1.1485512,3.1536207,0.04425978660583496,10,-578.4063616631236,-249.64211893826723,-251.31313751356092,0.20487696,0.011101789772510529,-394.40411082580687,-6.5716443,-0.11485511809587479,53.98466359574892,2.865603,45,0.21831107139587402,0.7630838,0.860781821612387,-3.9440413,0.0070766122080385685,-2.0879593,11.282334804534912,-1.0975163,0.006081104278564453,-1.1781323,0.03490757942199707,0.0,-0.12595690786838531,-448.8974585533142
-1.1613824,-0.8499073,3.5381596,1.1274291,3.0877082,0.043692588806152344,10,-608.2330223277404,-247.5730414390564,-228.667501846116,0.20366055,0.009374164044857025,-353.81595195531844,-6.683373,-0.11274291574954987,68.60150337433393,3.3026974,46,0.2153489589691162,0.7471351,0.8964228086248032,-3.5381596,0.00735302921384573,-2.2538052,11.505807638168335,-1.1198834,0.0055201053619384766,-2.2282696,0.034296274185180664,0.0,-0.12211707979440689,-484.02599239349365
-1.1449016,-0.843089,4.016677,1.076413,2.934136,0.046880245208740234,10,-567.2959157142336,-318.74865578860044,-253.54475755089325,0.23979083,0.025276750326156616,-401.6676640123129,-7.552104,-0.10764127969741821,69.90386581468462,2.0994334,47,0.21271133422851562,0.709975,0.906659247521918,-4.016677,0.006513879634439945,-2.343907,11.725968360900879,-1.0959468,0.006816387176513672,-0.9671842,0.03406929969787598,0.0,-0.13291803002357483,-538.546989440918
-1.1867954,-0.84029424,3.6581864,1.107936,3.028102,0.04557919502258301,10,-573.8533098484088,-234.84745245426893,-235.1575420164358,0.18804264,0.018108762800693512,-365.8186605863273,-6.200557,-0.1107935830950737,74.70268016573995,2.3843167,48,0.22153496742248535,0.7327121,0.8122953996738755,-3.6581864,0.0076386937871575356,-2.3129406,11.954913139343262,-1.1000094,0.005955219268798828,-1.3853563,0.034121036529541016,0.0,-0.1289023458957672,-497.1177134513855
-1.3182001,-0.8375395,4.034418,1.1041582,3.0166838,0.04613637924194336,10,-583.0427975896807,-331.19945101439953,-259.9589677129105,0.15856647,0.019094005227088928,-403.44178811311724,-6.6687675,-0.11041581630706787,47.1836722389562,1.7308416,49,0.22855830192565918,0.7299491,0.9339738786183425,-4.034418,0.007837804965674877,-2.4650645,12.192248344421387,-1.1315116,0.005707979202270508,-2.179725,0.0335845947265625,0.0,-0.1295098215341568,-477.9254148006439
-1.1011884,-0.84706956,4.088207,1.1096469,3.0332873,0.03912353515625,10,-565.7602993930977,-342.32085260748863,-262.8013811217594,0.17461495,0.01933380216360092,-408.82065331041815,-7.435542,-0.11096470803022385,41.29352665464239,1.536502,50,0.20826101303100586,0.73396677,0.9653520038167214,-4.088207,0.00975014641880989,-2.2149963,12.40855073928833,-1.1259316,0.005476236343383789,-1.756086,0.03232312202453613,0.0,-0.13029851019382477,-464.1098482608795
-1.1421357,-0.83046746,3.843628,1.1085092,3.029838,0.04593682289123535,10,-556.1815976464952,-307.8800279200077,-243.05412607978937,0.17299166,0.020561479032039642,-384.3627788066864,-6.5154285,-0.11085090786218643,47.03218019846568,1.9846063,51,0.21262598037719727,0.73313224,0.9500829046176619,-3.843628,0.007413784042000771,-2.2233634,12.628396034240723,-1.1083523,0.005732059478759766,-1.9267541,0.035071372985839844,0.0,-0.13141238689422607,-499.78684639930725
-1.115336,-0.86985266,3.73948,1.123842,3.076652,0.04306173324584961,10,-526.0612246869729,-324.61773467063904,-235.79926732014377,0.17926222,0.013023711740970612,-373.9479800857604,-6.2331767,-0.11238417774438858,30.838514221741992,2.2585921,52,0.22608351707458496,0.74445945,0.9359957224812678,-3.73948,0.007000807672739029,-2.132044,12.861997127532959,-1.110801,0.005662679672241211,-1.7800354,0.03559684753417969,0.0,-0.1254078894853592,-411.0072886943817
-1.0332054,-0.8479949,4.4210725,1.0986384,3.0000784,0.042069196701049805,10,-606.7869588460603,-391.7749582529068,-281.8742802281583,0.15077528,0.0129169300198555,-442.10717510282996,-7.47252,-0.10986381769180298,48.77645505650235,0.1519607,53,0.2032761573791504,0.7259311,0.8928614264172751,-4.4210725,0.006228441372513771,-2.1172235,13.077930450439453,-1.1144675,0.005589962005615234,-2.710766,0.03293800354003906,0.0,-0.12278074771165848,-542.0941076278687
-1.039113,-0.79226303,4.221023,1.07384,2.9265962,0.04320335388183594,10,-523.0895712734815,-387.0343210697174,-262.96566440321965,0.16047694,0.02451237291097641,-422.10231613591316,-6.2698517,-0.10738398879766464,30.643556916460433,3.5714824,54,0.2324357032775879,0.70815057,0.909059589137079,-4.221023,0.009074782021343708,-2.1803682,13.318478345870972,-1.0640035,0.005733013153076172,-2.6414328,0.03531384468078613,0.0,-0.13189636170864105,-468.3344831466675
-1.0015538,-0.82602286,3.8641882,1.085385,2.9605794,0.04127764701843262,10,-639.0317723928803,-311.80003917217255,-245.0170079230576,0.18836015,0.030267737805843353,-386.41882265806197,-6.5440054,-0.10853851586580276,59.22709415228931,1.5077697,55,0.21164917945861816,0.71637356,0.7200903724594713,-3.8641882,0.009348359890282154,-2.142501,13.546009540557861,-1.1026045,0.005537509918212891,-2.8766193,0.031764984130859375,0.0,-0.13880625367164612,-491.7553412914276
-1.1644399,-0.8054339,3.456242,1.0915586,2.9789133,0.042275428771972656,10,-568.7590724843659,-208.19229745864868,-222.66716662925575,0.19464082,0.013006441295146942,-345.6242405295372,-6.2904024,-0.10915588587522507,70.39147408400363,2.9350686,56,0.2122194766998291,0.7208099,0.812624285919979,-3.456242,0.006481208838522434,-2.3007476,13.771943092346191,-1.1010479,0.005677938461303711,-1.8989769,0.03466534614562988,0.0,-0.12216232717037201,-447.39515495300293
