PolicyExecTime,EnvExecTime,ProcessExecTime,OriginalTaskAverageReturn,IRLLoss,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,Time,ItrTime
0.14426040649414062,1.249166488647461,0.02427840232849121,-594.8474454376076,0.639269,0,-53.10453150345875,-93.59905061551503,4.102085338075767e-11,35,2.8378766,17.07946,20.061793022457355,-63.39750862121582,-158.29930925369263,1.0,-5.3113051734499095e-09,-0.011651634238660336,0.0,0.0071412259712815285,0.011651628927355162,2.443694829940796,2.4436988830566406
0.11029839515686035,1.0587360858917236,0.02364492416381836,-490.68422831678726,0.6488569,1,-51.332438106814955,-86.69558339997342,0.8734639181736719,38,2.8351848,17.033548,12.852894189240985,-64.0722387433052,-126.44360226392746,0.9988481,-1.0210803313981387e-09,-0.009494826197624207,0.0,0.007479123305529356,0.009494825176543875,3.7527270317077637,1.304335117340088
0.11278367042541504,1.1022639274597168,0.024607419967651367,-509.76700563889426,0.6428774,2,-51.9435488692606,-88.36274531640504,0.8584043488262643,38,2.817857,16.740936,18.098547678319854,-63.52174401283264,-151.37027272582054,0.9903602,-1.2951132388749897e-09,-0.011213180609047413,0.0,0.004561005625873804,0.011213179313934174,5.102767705917358,1.3466689586639404
0.11221694946289062,1.1871161460876465,0.024742603302001953,-482.4123033590614,0.6468956,3,-53.31460476920463,-93.17917323515222,0.7620296334264747,37,2.8210042,16.793705,18.878332884717132,-59.805190682411194,-154.81595915555954,0.99168146,1.9406163787039077e-08,-0.01028744038194418,0.0,0.005560753867030144,0.010287459788107967,6.554605007171631,1.447930097579956
0.1169431209564209,1.2107994556427002,0.037392616271972656,-539.141492609055,0.6436039,4,-54.67959063200911,-96.59242400775354,0.8355433879645939,36,2.8210473,16.79443,21.077170493071446,-66.26607036590576,-152.6274245083332,0.99166906,-1.1203222349820408e-08,-0.01290890108793974,0.0,0.008394407108426094,0.01290888988471739,8.031200885772705,1.4728000164031982
0.11386561393737793,1.1089625358581543,0.02545785903930664,-445.878658916453,0.6518339,5,-52.04388158463184,-87.35935101218713,0.8602654514161643,39,2.7904627,16.288555,18.92985600308057,-56.40339434146881,-141.1118679046631,0.9767357,-1.1658610077347475e-08,-0.012364644557237625,0.0,0.009497496299445629,0.012364632898627548,9.392693996429443,1.3579390048980713
0.1136474609375,1.0733773708343506,0.025241374969482422,-474.3407299621178,0.673383,6,-53.606598886800306,-90.4489036118373,0.6889756773736035,39,2.7737415,16.018456,18.199785712915244,-60.49288767576218,-157.98854917287827,0.96866226,-1.2238547952847512e-09,-0.013895979151129723,0.0,0.0061325253918766975,0.013895977927274927,10.720179796218872,1.3240840435028076
0.11350488662719727,1.1227359771728516,0.02463364601135254,-519.3342089103419,0.65035236,7,-55.40573564633653,-94.85774616373551,0.8995365659444389,37,2.7754445,16.045757,15.865822368780005,-60.51232576370239,-134.9033089876175,0.9693913,-3.856857944128933e-09,-0.019705619663000107,0.0,0.009697294794023037,0.019705615806142163,12.09128189086914,1.367020845413208
0.11353802680969238,1.108564853668213,0.024768829345703125,-469.9769037869315,0.5996376,8,-54.42576115788303,-93.02860615441674,0.7913611467048701,38,2.7759702,16.054195,18.504422753105967,-51.483712464571,-123.88457769155502,0.96963346,1.0585925913630945e-08,-0.011979088187217712,0.0,0.0067382375709712505,0.011979098773143626,13.45373272895813,1.3589987754821777
0.1192159652709961,1.1343588829040527,0.02595233917236328,-459.945899723226,0.65918005,9,-52.68528070887181,-86.26392145927359,0.8534708852900151,41,2.7655258,15.887392,17.28684515473602,-53.53256341814995,-128.14989626407623,0.96450967,7.603839335956764e-09,-0.014534949325025082,0.0,0.0073577589355409145,0.014534956928864418,14.846725702285767,1.3896629810333252
0.11345958709716797,1.0867931842803955,0.025282621383666992,-420.1041791938048,0.6235094,10,-52.477185661593154,-84.96006289834068,0.7329198158089776,42,2.7829614,16.166826,18.683180073040266,-56.43994504213333,-125.94221180677414,0.9729613,4.6967461031499624e-09,-0.011481496505439281,0.0,0.007287400308996439,0.011481501202185385,16.187038898468018,1.335770845413208
0.10638070106506348,0.9989118576049805,0.02352428436279297,-423.0380401189571,0.6471578,11,-54.77294082417416,-90.5340380974114,0.8272491514576635,40,2.7778702,16.084726,16.73339771839975,-58.475503236055374,-141.09509944915771,0.97068846,-3.5704361689425923e-09,-0.01608182117342949,0.0,0.007306576240807772,0.01608181760299332,17.441037893295288,1.2501280307769775
0.11678123474121094,1.0918254852294922,0.026019811630249023,-447.7126436137427,0.59853184,12,-55.92538420990097,-93.58409604735864,0.7968886469002505,39,2.8211226,16.795696,20.28358199316489,-63.65413236618042,-150.80984318256378,0.9918,2.219718098217527e-08,-0.013586892746388912,0.0,0.00915932934731245,0.013586914943569894,18.790560960769653,1.3456580638885498
