IRLMedianLogQtau,ExplainedVariance,OriginalTaskAverageReturn,ProcessExecTime,EnvExecTime,AveragePolicyStd,Entropy,Perplexity,IRLAverageEnergy,IRLRewardMean,IRLAverageLogQtau,NumTrajs,IRLRewardMin,IRLLoss,LossAfter,PolicyExecTime,Iteration,IRLMedianExpertLogQtau,MaxReturn,Time,StdReturn,LossBefore,MeanKLBefore,AverageReturn,MeanKL,IRLAverageExpertEnergy,MinReturn,IRLAverageExpertLogQtau,ItrTime,dLoss,IRLRewardMax,AverageDiscountedReturn
0.43505105,0.8886318523987561,-111.77707487350264,0.0066754817962646484,0.040972232818603516,0.20404766,-0.17046316,0.8432742,0.9125372,-0.9125372,0.18107733,10,-3.118885,0.4485282,-0.016050368547439575,0.048322439193725586,257,-2.2982206,-54.791841715574265,78.93631625175476,14.06297102351406,0.017046336084604263,0.0,-91.25371958240866,0.006772058084607124,0.97818553,-113.925277300179,-7.640268,0.3105900287628174,0.03309670463204384,-0.10001928,-66.66499614145354
0.45139724,0.8257123115479211,-112.22994995852609,0.006021022796630859,0.03223729133605957,0.20243008,-0.17842221,0.83658916,0.8049354,-0.8049354,0.18166319,10,-4.425411,0.45214662,-0.015237514860928059,0.04303598403930664,258,-2.3497713,-43.17156630754471,79.23996543884277,27.15794005578772,0.017842231318354607,0.0,-80.4935393244028,0.009531294927001,0.9171944,-123.07777509093285,-7.8329234,0.2794210910797119,0.033079746179282665,-0.08429262,-58.32388203521714
0.37656248,0.889453504172345,-134.89793357564457,0.006369352340698242,0.038257598876953125,0.20922516,-0.14540589,0.8646713,0.8088174,-0.8088174,0.10787092,10,-5.065863,0.4543408,-0.018476849421858788,0.049082040786743164,259,-2.1725945,-40.87896380573511,79.56067228317261,27.95353819874061,0.014540597796440125,0.0,-80.88174073696136,0.006724284961819649,0.83092636,-139.3803142607212,-7.3651576,0.31218767166137695,0.03301744721829891,0.124251656,-60.83097465072192
0.43945652,0.9147390525693506,-150.62286458722545,0.005389690399169922,0.031193971633911133,0.20546609,-0.16353558,0.8491363,0.8790945,-0.8790945,0.20166422,10,-4.819461,0.44064015,-0.008217510767281055,0.047472238540649414,260,-2.2735763,-39.0001659616828,79.86906599998474,47.02251851788036,0.016353551298379898,0.0,-87.90945351421833,0.006625577807426453,0.84026414,-187.24189242720604,-7.677657,0.2863492965698242,0.024571062065660954,-0.0056311414,-63.27093612558791
0.41059768,0.7626836121706784,-249.9375076807183,0.0058672428131103516,0.035175323486328125,0.20729877,-0.1546557,0.8567101,1.4620028,-1.4620028,0.14481494,10,-6.2391577,0.40344417,-0.007720307447016239,0.04353666305541992,261,-2.2190948,-23.569845259189606,80.16223120689392,72.33074976599671,0.015465568751096725,0.0,-146.20029335021974,0.006400126498192549,0.84292305,-288.75044360756874,-7.5186357,0.2848165035247803,0.023185876198112965,0.39102504,-110.2734309188365
0.4147386,0.5928747935745078,-157.80966027725137,0.006874799728393555,0.03650975227355957,0.20646288,-0.15869592,0.85325575,1.0233966,-1.0233966,0.17165855,10,-5.2404685,0.44274533,-0.010324714705348015,0.048796892166137695,262,-2.2383556,-78.70121501386166,80.46884107589722,28.63705687602842,0.015869593247771263,0.0,-102.3396636351943,0.006534680724143982,0.8986667,-170.57922464609146,-7.5493298,0.29903697967529297,0.026194307953119278,0.19209807,-76.79150607238685
0.45765093,0.7343165701261427,-123.33172406706913,0.0060596466064453125,0.03506588935852051,0.20549689,-0.16338578,0.8492635,0.7180597,-0.7180597,0.16503565,10,-4.5186625,0.4523507,-0.004773356020450592,0.044234514236450195,263,-2.2584128,-30.527622520923615,80.76432800292969,19.219490691641408,0.016338584944605827,0.0,-71.805973033607,0.006558222230523825,0.715091,-94.50545942783356,-7.6872444,0.28432393074035645,0.02111194096505642,0.3473075,-55.53867191449041
0.46148956,0.733809936985854,-193.75064047460734,0.006432294845581055,0.03903079032897949,0.20117682,-0.18463278,0.8314095,0.9899659,-0.9899659,0.19826306,10,-5.209923,0.42264083,-0.010927091352641582,0.048871517181396484,264,-2.3547244,-61.17948064208031,81.07479572296143,30.624204781371585,0.018463270738720894,0.0,-98.9965950191021,0.006527408491820097,0.63323534,-145.19610495865345,-7.9682007,0.301910400390625,0.029390362091362476,0.47756284,-79.5180045546215
0.4671303,0.8501053580378544,-186.18001644790792,0.006091117858886719,0.03507423400878906,0.19983603,-0.19131956,0.8258686,0.9080385,-0.9080385,0.17596398,10,-4.732591,0.4285936,-0.013441312126815319,0.0433192253112793,265,-2.3879979,-5.0100254118442535,81.35857701301575,63.45295696279535,0.019131958484649658,0.0,-90.80385183393955,0.009929487481713295,0.61157495,-226.22043371200562,-8.053404,0.27591681480407715,0.03257327061146498,0.40995812,-71.52585474609182
0.47695053,0.6702540551201399,-153.69561244614562,0.0058519840240478516,0.03585076332092285,0.19465998,-0.21756244,0.8044774,1.040075,-1.040075,0.19332169,10,-5.103882,0.43188015,-0.021431006491184235,0.04744744300842285,266,-2.5378046,-63.77853351831436,81.6758975982666,24.084301716301987,0.021756242960691452,0.0,-104.00749517381192,0.009792612865567207,1.0063664,-152.15284326672554,-8.494376,0.3081181049346924,0.04318724945187569,-0.23539278,-74.81831711734625
0.4545691,0.5700188897694701,-185.34962597989244,0.0057525634765625,0.03389096260070801,0.19811822,-0.19995269,0.8187695,1.1115621,-1.1115621,0.19354743,10,-5.791833,0.4275967,-0.010812186636030674,0.04151415824890137,267,-2.4443562,-65.09460110962391,81.97807955741882,58.125888793636314,0.01999526470899582,0.0,-111.15621744096279,0.00998191349208355,0.77072424,-247.6531116515398,-8.198698,0.2885603904724121,0.030807451345026493,0.26369172,-86.5798741942863
0.44232953,0.7791235505381844,-161.2871514819631,0.005933046340942383,0.03535175323486328,0.19887273,-0.19615173,0.8218875,0.97666794,-0.97666794,0.16666459,10,-5.897008,0.42573288,-0.006164665799587965,0.04406404495239258,268,-2.4199107,-40.54991488903761,82.27247405052185,38.67490806457051,0.0196151752024889,0.0,-97.66679504811763,0.009482115507125854,0.827291,-176.86902814358473,-8.108163,0.2853219509124756,0.025779841002076864,0.107123755,-74.72608702024138
0.47579044,0.8532351799199479,-176.83486937415833,0.007552385330200195,0.04341626167297363,0.19795181,-0.20079303,0.81808174,0.945734,-0.945734,0.21126486,10,-5.220008,0.42190334,-0.00420118123292923,0.04787039756774902,269,-2.445012,-36.33873802423477,82.5987389087677,36.69125986260079,0.020079292356967926,0.0,-94.57340397015214,0.006561379414051771,0.73330563,-179.125967733562,-8.160277,0.3165314197540283,0.024280473589897156,0.11099676,-73.25294722726014
0.45725167,0.8784446529056191,-164.37513886355018,0.005660057067871094,0.033806800842285156,0.19914979,-0.19475977,0.8230324,1.0403135,-1.0403135,0.18565328,10,-5.226834,0.438155,-0.007733979728072882,0.04178428649902344,270,-2.4028983,-42.137666553258896,82.90345525741577,34.653854342730085,0.01947595179080963,0.0,-104.03135553821922,0.006564745679497719,0.89661765,-153.82309517264366,-8.008174,0.290142297744751,0.027209931518882513,-0.10794047,-78.95346700762127
0.44959974,0.7513249143928387,-117.15937818645259,0.005569934844970703,0.03313183784484863,0.19893982,-0.19581422,0.82216495,0.7557561,-0.7557561,0.19425201,10,-5.014144,0.44358444,-0.006787485908716917,0.04421830177307129,271,-2.3966799,-43.03314274549484,83.23562788963318,26.425172044325688,0.019581427797675133,0.0,-75.57561272680759,0.006563026458024979,0.7664408,-136.76629874110222,-8.016909,0.3230452537536621,0.02636891370639205,0.24302742,-54.759539467504474
0.48482805,0.7581892934269706,-161.91863671966254,0.007844924926757812,0.04320240020751953,0.19774252,-0.20185089,0.81721675,1.0322315,-1.0322315,0.20961025,10,-5.4141607,0.41532966,-0.006474067457020283,0.057908058166503906,272,-2.4284737,-38.23930378258228,83.6091058254242,52.2555833081564,0.020185092464089394,0.0,-103.22314698696137,0.009935825131833553,0.83443505,-246.9393878430128,-8.170313,0.36551547050476074,0.026659159921109676,0.04007329,-78.22478861069548
0.4777414,0.6348472879345457,-177.94175231212472,0.006718635559082031,0.040045738220214844,0.19741885,-0.20348921,0.815879,0.9531525,-0.9531525,0.21624182,10,-5.075767,0.4088781,-0.012577957473695278,0.05032491683959961,273,-2.4381294,-35.18972608447075,83.97003412246704,51.25414998720564,0.020348912104964256,0.0,-95.31524683237076,0.00996325071901083,0.71985805,-225.38725006580353,-8.215663,0.35512733459472656,0.032926869578659534,0.30199632,-70.20524530640932
0.4854743,0.790313697968676,-149.96647290700673,0.006014108657836914,0.035303354263305664,0.20052077,-0.18789887,0.8286985,0.8813079,-0.8813079,0.2251204,10,-5.0070057,0.41961342,-0.018188634887337685,0.044696807861328125,274,-2.3571856,-42.92142340540886,84.26326298713684,21.311686290309154,0.01878986693918705,0.0,-88.1307922706008,0.009746476076543331,0.7392548,-123.92071717977524,-7.9867783,0.2836472988128662,0.036978501826524734,0.44912434,-66.81019739030582
0.4648818,0.7439553322677075,-167.07903576705232,0.006880998611450195,0.04040861129760742,0.20100214,-0.1855011,0.83068794,0.99873054,-0.99873054,0.19420615,10,-5.090067,0.42070225,-0.001607078593224287,0.04838299751281738,275,-2.3584936,-53.12067313492298,84.58057880401611,40.093092936040016,0.01855013705790043,0.0,-99.87305375561118,0.006621093489229679,0.64927304,-191.6782975718379,-7.965661,0.30817365646362305,0.020157215651124716,0.5641239,-76.41607656294687
0.48042864,0.8384450287351688,-178.5178344232408,0.006651163101196289,0.035387277603149414,0.19697572,-0.20573625,0.81404775,1.1424336,-1.1424336,0.1987783,10,-5.4953957,0.42568973,0.0004340283921919763,0.04780244827270508,276,-2.457395,-43.94649192690849,84.89144539833069,39.78735479922283,0.02057361602783203,0.0,-114.24336309880019,0.006707656197249889,0.74501747,-211.61175486445427,-8.274175,0.3025665283203125,0.020139587635640055,0.25620002,-87.38528939574681
0.5202982,0.8569199249531191,-175.54989982482658,0.00584721565246582,0.035398006439208984,0.19542958,-0.21361661,0.80765796,0.9962609,-0.9962609,0.25969952,10,-5.1862497,0.42000297,-0.02779022604227066,0.04592108726501465,277,-2.4999192,-49.10173541307449,85.19301295280457,33.65491455326998,0.021361667662858963,0.0,-99.62609471604227,0.00981997326016426,0.7491192,-167.74008015543222,-8.419345,0.29152941703796387,0.04915189370512962,0.2186556,-74.23464474336133
0.4814523,0.8888735428353629,-147.6260074407234,0.006597757339477539,0.03586578369140625,0.19618398,-0.20976377,0.81077576,0.9813676,-0.9813676,0.20886151,10,-5.239193,0.41651374,-0.01095244288444519,0.042269229888916016,278,-2.486435,-59.22706916928291,85.49345278739929,22.677451712265075,0.02097637765109539,0.0,-98.13676404282451,0.00950649380683899,0.8164073,-128.43060511350632,-8.305165,0.29092836380004883,0.03192882053554058,0.5213112,-71.00878933286276
0.43957844,0.9283665311810757,-122.52125229554665,0.006551265716552734,0.03794527053833008,0.19820616,-0.19950925,0.8191326,0.94596106,-0.94596106,0.1729692,10,-5.046418,0.45388353,-0.016511648893356323,0.044545650482177734,279,-2.4336238,-61.86587989330292,85.79366755485535,18.185748272866494,0.019950950518250465,0.0,-94.59610826820135,0.00953882746398449,0.8573087,-132.13626208901405,-8.08427,0.29140353202819824,0.03646259941160679,0.08316693,-67.87720064709582
0.4852721,0.7790913762275106,-173.640770520914,0.0060575008392333984,0.03551459312438965,0.20216924,-0.17971133,0.8355114,1.1780002,-1.1780002,0.17991768,10,-5.788216,0.44636163,-0.021044351160526276,0.0449826717376709,280,-2.3487697,-58.041353181004524,86.11268329620361,49.69478190096634,0.017971111461520195,0.0,-117.80001647472382,0.006490214262157679,0.9194214,-217.92582613229752,-7.7770414,0.3052976131439209,0.03901546262204647,0.0972399,-86.41707758041231
0.4580472,0.7331593907556699,-146.32659722787596,0.005553007125854492,0.032235145568847656,0.20084642,-0.18627633,0.8300442,0.88101465,-0.88101465,0.16296229,10,-5.7104025,0.43174508,-0.004763878881931305,0.041187286376953125,281,-2.3685865,-38.91441576182842,86.41064119338989,29.728132466688354,0.01862763799726963,0.0,-88.10146861970425,0.006622033193707466,0.71536213,-141.72340515255928,-7.831345,0.28931307792663574,0.023391516879200935,0.85294974,-66.695953987863
0.42611527,0.8536688119752972,-187.55488236600945,0.006326198577880859,0.035326480865478516,0.2002139,-0.18943064,0.8274301,1.0563518,-1.0563518,0.14701194,10,-5.0366883,0.43645775,-0.010206049308180809,0.04210972785949707,282,-2.387507,-64.6197235584259,86.70761704444885,35.828608263731105,0.018943069502711296,0.0,-105.63518092706799,0.006580938119441271,0.7643731,-168.86412250250578,-7.9074554,0.28659558296203613,0.029149118810892105,0.0799625,-80.42256477903348
0.4755083,0.8625908918061103,-206.0683722578843,0.006062030792236328,0.03870820999145508,0.19827916,-0.19914079,0.8194345,1.1968794,-1.1968794,0.2216803,10,-5.553823,0.41457692,-0.010467683896422386,0.04668259620666504,283,-2.4491282,-36.07902577519417,87.01599764823914,39.68620591885242,0.019914070144295692,0.0,-119.6879461094737,0.006557787768542767,0.75091475,-172.44180051982403,-8.098901,0.2983429431915283,0.03038175404071808,0.5148726,-93.53333886398228
0.4666564,0.8946331833856247,-153.68402104536244,0.006157636642456055,0.03317070007324219,0.19661705,-0.20755887,0.8125654,0.977908,-0.977908,0.14172478,10,-5.504212,0.44151902,-0.028237655758857727,0.04421520233154297,284,-2.4941115,-42.1988615617156,87.32049059867859,36.931018261629276,0.020755883306264877,0.0,-97.79080745056271,0.009784962050616741,0.77983826,-182.1279223933816,-8.21966,0.2968308925628662,0.048993539065122604,0.26920605,-74.31611724866524
0.46273312,0.9026168762412405,-202.4700922233054,0.0054705142974853516,0.031958818435668945,0.20126364,-0.18420099,0.83176863,1.0983083,-1.0983083,0.21377616,10,-5.3424816,0.42092472,-0.016821838915348053,0.043601274490356445,285,-2.3689122,-64.74147337675095,87.621666431427,48.34114098910783,0.01842009462416172,0.0,-109.83083411678672,0.0064896224066615105,0.80869395,-204.01506580412388,-7.8235273,0.29235172271728516,0.03524193353950977,0.20321923,-83.75370221220236
0.44045252,0.7692205302171403,-134.0431407395956,0.009046554565429688,0.03746819496154785,0.20142192,-0.18341516,0.8324225,0.8767585,-0.8767585,0.18297647,10,-5.374828,0.43464583,-0.008595805615186691,0.05007123947143555,286,-2.3706956,-37.91817210614681,87.94229054450989,35.994441148023256,0.01834152638912201,0.0,-87.67585926800966,0.006432617548853159,0.79374933,-150.46597258746624,-7.7973704,0.3119969367980957,0.0269373320043087,0.572789,-67.00914845361537
0.44566035,0.5197030088306751,-123.59048306293396,0.006134033203125,0.03630995750427246,0.20157748,-0.18264285,0.8330656,0.7115609,-0.7115609,0.18800206,10,-4.5201497,0.44276446,-0.015577707439661026,0.044919729232788086,287,-2.3744617,-39.6928219422698,88.31182146072388,15.662900432993425,0.01826428435742855,0.0,-71.15608720257879,0.0064421300776302814,0.73507965,-99.14508683979511,-7.808436,0.3615128993988037,0.03384199179708958,0.24441761,-52.37070980607005
0.4277311,0.7301884111168924,-169.58430858533606,0.00637054443359375,0.034551382064819336,0.20171568,-0.18195774,0.8336366,1.0527083,-1.0527083,0.17123786,10,-5.438656,0.43572548,-0.005498223006725311,0.04506254196166992,288,-2.3713691,-46.423002265393734,88.66728591918945,33.08522234698452,0.01819576509296894,0.0,-105.2708326511085,0.0064707607962191105,0.8325088,-158.16374526917934,-7.830078,0.34902453422546387,0.023693988099694252,0.19370723,-79.60315834807844
0.44960645,0.9032641871168371,-172.20326187090802,0.00571751594543457,0.03241777420043945,0.20166399,-0.18221368,0.83342326,1.0958064,-1.0958064,0.18776776,10,-4.9121075,0.42097595,-0.013872690498828888,0.04394888877868652,289,-2.3818984,-50.67498800158501,88.95087838172913,30.033394749720276,0.018221372738480568,0.0,-109.58064216598868,0.006448186933994293,0.9149496,-168.94355550408363,-7.837164,0.2751021385192871,0.032094063237309456,-0.04618404,-82.1035408870406
0.44366962,0.7971929767562227,-197.30780563691556,0.006728410720825195,0.03482174873352051,0.20225325,-0.17929626,0.8358582,1.1852936,-1.1852936,0.1407571,10,-5.5932174,0.42625266,-0.014744903892278671,0.04903101921081543,290,-2.367961,-29.42392063140869,89.24726963043213,49.101770780977105,0.01792961172759533,0.0,-118.52936014682055,0.0065661827102303505,0.7791458,-216.9190269112587,-7.745353,0.2887992858886719,0.032674515619874,0.11021586,-90.34778622332465
0.4423883,0.8457694219238839,-152.60199722520122,0.006028413772583008,0.035387516021728516,0.20178078,-0.18163499,0.83390564,0.9221358,-0.9221358,0.13586286,10,-5.454541,0.45286182,-0.03220853954553604,0.04422783851623535,291,-2.3726892,-36.49997241795063,89.54793429374695,46.28320460855849,0.01816350221633911,0.0,-92.21357503384351,0.006543364375829697,0.7813325,-188.03636810183525,-7.7807164,0.29308652877807617,0.05037204176187515,0.24543566,-70.872280713447
0.47036856,0.8408793394338321,-112.4024478986526,0.005983829498291016,0.03531026840209961,0.20000276,-0.19048548,0.82655776,0.7259647,-0.7259647,0.18457782,10,-5.112186,0.44452664,-0.030300533398985863,0.04237842559814453,292,-2.414524,-40.15508226305246,89.85224747657776,26.79238555475261,0.0190485417842865,0.0,-72.5964742809534,0.009813024662435055,0.77019906,-120.78731522709131,-7.9300623,0.29531264305114746,0.04934907518327236,0.29004318,-52.583718433873756
0.48918605,0.7870494101220649,-197.56675599317686,0.006560564041137695,0.034108638763427734,0.19880344,-0.19650006,0.8216013,1.2689354,-1.2689354,0.22387023,10,-5.7340713,0.39546472,-0.002909932052716613,0.0514523983001709,293,-2.447966,-62.76158979535103,90.15301179885864,34.66512078893988,0.019649982452392578,0.0,-126.89354864358901,0.006599527318030596,0.7778058,-178.1575966477394,-8.076269,0.2935910224914551,0.02255991450510919,0.5807412,-99.07907818834047
0.51118964,0.7984203717362125,-183.9082941483761,0.006151676177978516,0.0361638069152832,0.19672464,-0.20701168,0.81301016,0.8905752,-0.8905752,0.2083588,10,-5.5145564,0.423854,-0.003988473676145077,0.0435948371887207,294,-2.5052934,-12.122619241476059,90.44727230072021,55.56115564879016,0.020701171830296516,0.0,-89.05752458795905,0.006581185385584831,0.5548131,-187.44898043572903,-8.20091,0.28698229789733887,0.024689645506441593,0.4655561,-70.38971730637627
0.4616006,0.8799481725244825,-159.15883656189612,0.00557708740234375,0.03438830375671387,0.19581716,-0.2116355,0.8092596,1.0859579,-1.0859579,0.19880687,10,-5.6941233,0.43703595,0.003425082191824913,0.04604625701904297,295,-2.531531,-68.72060891985893,90.74916625022888,36.605837850438256,0.021163538098335266,0.0,-108.59579030126334,0.006446389015763998,0.847093,-196.58859607577324,-8.301135,0.29397058486938477,0.017738455906510353,0.26051942,-83.43772460491485
0.4882751,0.6966411703206301,-162.0713385468053,0.005708217620849609,0.03482794761657715,0.1935668,-0.22319412,0.79995954,0.8977694,-0.8977694,0.20527048,10,-5.958357,0.45557922,-0.009647522121667862,0.045122385025024414,296,-2.6013417,-26.644058540463448,91.05219316482544,34.860750467872506,0.02231939695775509,0.0,-89.7769463069737,0.009953550063073635,0.7808694,-143.43298469483852,-8.458723,0.2941863536834717,0.03196691907942295,0.19964804,-68.85735318389337
0.4796294,0.8152107038539981,-164.38824253336514,0.005915164947509766,0.03409552574157715,0.19694725,-0.20588088,0.81393003,1.038498,-1.038498,0.20524456,10,-5.503333,0.42313504,0.0018590078689157963,0.04451560974121094,297,-2.50281,-43.873732425272465,91.37100267410278,49.73258587308744,0.02058808133006096,0.0,-103.8498037867248,0.006430679466575384,0.8509855,-214.7513546720147,-8.24301,0.30928492546081543,0.018729073461145163,-0.05837331,-77.63926801220606
0.47463936,0.3148933473645459,-197.79227442695438,0.005684852600097656,0.03439736366271973,0.19512561,-0.21517316,0.8064018,1.4064331,-1.4064331,0.232238,10,-5.662652,0.385082,0.0003589233092498034,0.049034833908081055,298,-2.559163,-2.538242071866989,91.67065024375916,78.32328920108252,0.02151731215417385,0.0,-140.64331090152263,0.009977012872695923,0.73265415,-260.7920787334442,-8.410308,0.29028773307800293,0.021158388844924048,0.4089117,-105.83876248737958
0.51734245,0.5031036651606078,-202.08810866724872,0.0061070919036865234,0.03603219985961914,0.19226044,-0.22996609,0.79456055,1.1631861,-1.1631861,0.23563603,10,-5.5696816,0.39427748,0.004337017424404621,0.04362630844116211,299,-2.6357467,-24.570337370038033,91.96954321861267,45.324220214901,0.022996604442596436,0.0,-116.31860603541136,0.0064465864561498165,0.7942125,-194.58453331887722,-8.660718,0.29059648513793945,0.018659587018191814,0.0009938031,-92.10894631456362
0.48698235,0.7211886422062168,-169.892420521144,0.005816459655761719,0.03468728065490723,0.19356751,-0.22319037,0.7999625,0.96960884,-0.96960884,0.21664073,10,-4.8902774,0.4310619,-0.006240452639758587,0.04299616813659668,300,-2.5949337,-71.08795794844627,92.25581097602844,24.79983544972081,0.022319046780467033,0.0,-96.96088408604264,0.009955450892448425,0.93545675,-150.58997070789337,-8.514737,0.2781193256378174,0.02855949942022562,0.003414236,-71.14963149941232
0.5065025,0.8897107827555352,-174.5571022317252,0.006047487258911133,0.03682136535644531,0.1929595,-0.2263365,0.7974497,0.9607393,-0.9607393,0.25569493,10,-5.4317584,0.4188096,-0.004246996715664864,0.04430508613586426,301,-2.5994272,-45.91157914698124,92.55688977241516,28.162568515748507,0.022633660584688187,0.0,-96.07393186241389,0.009861396625638008,0.7447499,-132.85590748488903,-8.534446,0.2924823760986328,0.02688065730035305,0.04165764,-77.61569326304787
0.49989662,0.8887588285101405,-185.8703374378349,0.006602764129638672,0.03565382957458496,0.19314292,-0.22538614,0.79820794,1.019899,-1.019899,0.24752608,10,-5.470211,0.40304568,-0.009020093828439713,0.04641294479370117,302,-2.5869973,-69.15906877815723,92.85919404029846,36.35597652630057,0.02253861539065838,0.0,-101.98990744873882,0.009695189073681831,0.65728915,-185.65170942246914,-8.5529,0.29195690155029297,0.03155870921909809,0.24520704,-81.25962811159023
0.4855374,0.799846338349949,-209.7067978834569,0.0058553218841552734,0.03413963317871094,0.1962474,-0.20944062,0.8110378,1.1156751,-1.1156751,0.21600065,10,-5.3339715,0.42010045,-0.012772238813340664,0.04037833213806152,303,-2.5238152,-30.227728456258774,93.15710186958313,60.72673754505984,0.020944060757756233,0.0,-111.56749630123377,0.006691998802125454,0.72396636,-229.31682586669922,-8.239508,0.28937506675720215,0.0337162995710969,0.32857877,-83.61966795045969
0.48382676,0.8448530562736305,-177.9457469484922,0.00568079948425293,0.03488278388977051,0.19412819,-0.22029807,0.80227965,0.9871759,-0.9871759,0.21745959,10,-5.488977,0.4264001,-0.01383665669709444,0.04543280601501465,304,-2.5924842,-43.000583320856094,93.45045685768127,33.86892359790146,0.022029800340533257,0.0,-98.71759661138057,0.006551909260451794,0.73799074,-148.87098228931427,-8.500353,0.28561902046203613,0.0358664570376277,-0.081344545,-76.0037624292764
0.48863676,0.8776438618288187,-183.5046021067941,0.006543636322021484,0.037412166595458984,0.19375609,-0.22221671,0.8007418,1.0248089,-1.0248089,0.20379628,10,-5.439845,0.40428597,-0.006361289415508509,0.045899152755737305,305,-2.6022658,-64.83588110655546,93.75443530082703,33.265926321097794,0.02222166210412979,0.0,-102.48088794723154,0.009858398698270321,0.71467763,-163.8465115353465,-8.552341,0.29596710205078125,0.0285829515196383,0.2688865,-79.78381027769548
0.48071456,0.813622533457006,-152.65415380039974,0.00577545166015625,0.03518962860107422,0.19497705,-0.21593484,0.8057878,0.8655092,-0.8655092,0.21886979,10,-5.3057494,0.42308867,-0.009984882548451424,0.04528379440307617,306,-2.57964,-34.50985189527273,94.06655144691467,37.566908074462916,0.021593494340777397,0.0,-86.5509234264493,0.006474150810390711,0.7652129,-170.91994559764862,-8.430534,0.30163097381591797,0.03157837688922882,0.34180623,-64.7953660022216
0.47786117,0.7947332640202736,-194.6511014633482,0.005772829055786133,0.034208059310913086,0.19458985,-0.21792261,0.80418766,1.2229402,-1.2229402,0.19808628,10,-5.120713,0.4111453,-0.009226073510944843,0.04300212860107422,307,-2.5702295,-35.625337935984135,94.36679267883301,66.44289112844679,0.021792249754071236,0.0,-122.29402487203478,0.009969811886548996,0.84564453,-227.46538737416267,-8.483484,0.2916114330291748,0.03101832326501608,0.25510418,-91.0043460750051
0.5191987,0.4919280742375093,-110.43580619853356,0.006071329116821289,0.034540414810180664,0.19485785,-0.21654654,0.80529505,0.828576,-0.828576,0.25259635,10,-5.127074,0.44301075,-0.013224669732153416,0.04505777359008789,308,-2.558939,-51.32814349234104,94.67668509483337,17.566334738705024,0.021654652431607246,0.0,-82.85760097950697,0.006556261796504259,0.86611444,-110.26567107439041,-8.456242,0.30151963233947754,0.03487932216376066,0.12155752,-61.125107608799496
0.47519588,0.8886732770851906,-150.08674232810236,0.005781888961791992,0.03483462333679199,0.19460872,-0.21782565,0.8042657,0.91949767,-0.91949767,0.19756058,10,-4.994155,0.43724677,-0.013429700396955013,0.042397499084472656,309,-2.56638,-51.05409328639507,94.9719750881195,24.9478239473395,0.021782567724585533,0.0,-91.94976582303643,0.00954650528728962,0.82551336,-146.01253113895655,-8.37163,0.27666497230529785,0.035212268121540546,0.30460232,-68.02405215291154
0.46077633,0.876426390876562,-170.56393146299416,0.005748748779296875,0.03553938865661621,0.20058392,-0.18758401,0.82895947,0.9132095,-0.9132095,0.20585008,10,-5.3852906,0.41156983,-0.015076580457389355,0.04320526123046875,310,-2.3852515,-63.92498858273029,95.28226494789124,23.409275202874184,0.01875842548906803,0.0,-91.320950242877,0.006506729871034622,0.65077484,-137.31158408522606,-7.833495,0.3007819652557373,0.033835005946457386,0.19447912,-70.16669721416461
0.44427246,0.7732180618661999,-202.04553866185353,0.006172895431518555,0.04275012016296387,0.20037885,-0.18860711,0.8281118,1.1012603,-1.1012603,0.18988316,10,-5.5711703,0.41092345,-0.014175280928611755,0.05189394950866699,311,-2.3881922,-27.802629306912422,95.5851263999939,54.3019666936977,0.018860716372728348,0.0,-110.12603043466807,0.006497974041849375,0.6627076,-211.7665891647339,-7.7994666,0.29524922370910645,0.0330359973013401,0.17607553,-86.6577838746343
0.48931506,0.5555788038320628,-111.42819376281174,0.0061359405517578125,0.03579902648925781,0.19925167,-0.19424796,0.82345366,0.76848096,-0.76848096,0.22789651,10,-4.9123464,0.43630818,-0.013489075936377048,0.04925107955932617,312,-2.4143143,-47.158101469278336,95.87880420684814,31.44987317748102,0.019424784928560257,0.0,-76.84809751808643,0.009593711234629154,0.740349,-157.12862706184387,-7.9149523,0.2859950065612793,0.032913860864937305,0.37111014,-53.95378016199531
0.45506567,0.8570692768712752,-154.60746466405254,0.005434751510620117,0.03323006629943848,0.2003498,-0.18875216,0.82799166,0.8603169,-0.8603169,0.1940955,10,-5.3831506,0.44024172,-0.013901972211897373,0.04472208023071289,313,-2.3928015,-26.807977356016636,96.17961072921753,36.91014718645997,0.01887521706521511,0.0,-86.03169294074178,0.00986467394977808,0.6435775,-129.3560282960534,-7.846074,0.2812328338623047,0.032777189277112484,0.25533432,-67.15706095641848
0.46355844,0.8957520436426937,-229.46615809114184,0.0057220458984375,0.03544163703918457,0.2008006,-0.1865046,0.8298547,1.2654006,-1.2654006,0.17602073,10,-5.593035,0.4096981,-0.018742933869361877,0.04193997383117676,314,-2.3912659,-73.08665438741446,96.46608805656433,41.18454982410566,0.018650474026799202,0.0,-126.54005780443549,0.00987612921744585,0.71489674,-176.01233222335577,-7.8535304,0.27915072441101074,0.03739340789616108,0.3522318,-99.77938702856433
0.43729693,0.637215407452019,-142.45554441417795,0.005938053131103516,0.03583812713623047,0.20116042,-0.18471408,0.8313419,0.8929541,-0.8929541,0.17258433,10,-5.0949078,0.4530875,-0.02329249121248722,0.04421091079711914,315,-2.3798459,-51.53933942317963,96.77138018608093,27.324506267237584,0.01847141608595848,0.0,-89.29541113600135,0.0064420271664857864,0.7799043,-141.87767098098993,-7.844445,0.2963719367980957,0.0417639072984457,0.18830746,-66.10516229883888
