PolicyExecTime,EnvExecTime,ProcessExecTime,OriginalTaskAverageReturn,IRLAverageEnergy,IRLAverageLogQtau,IRLMedianLogQtau,IRLAverageExpertEnergy,IRLAverageExpertLogQtau,IRLMedianExpertLogQtau,IRLLoss,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,Time,ItrTime
0.17175531387329102,2.1688101291656494,0.04704546928405762,-570.73710231459,5.4893346,-2.8333232,-2.528847,1.9988875,-4.8660703,-2.4422553,0.60783434,0,-308.64089987341305,-522.2187105607986,9.35918009759007e-13,75,2.837877,17.079468,131.97941127732014,-165.64209365844727,-809.9937081336975,1.0,-0.2837877571582794,-0.2977294325828552,0.0,0.008921178989112377,0.013941675424575806,5.091207981109619,5.091213941574097
0.1453862190246582,1.9644768238067627,0.044508934020996094,-511.6588136453646,6.234911,-2.8252442,-2.51651,1.110256,-5.184465,-2.7094278,0.23470724,1,-356.10312453037835,-590.9032805776596,0.766385979253518,75,2.8265038,16.886318,184.50812177769944,-185.35654371976852,-1091.1658520698547,0.99434686,-0.2826504111289978,-0.2936305105686188,0.0,0.0064906170591712,0.010980099439620972,9.003834247589111,3.906571865081787
0.15372896194458008,2.007234573364258,0.04746699333190918,-480.9842974450906,7.1199837,-2.8102562,-2.5021439,0.7054544,-5.1067753,-2.689394,0.18072778,2,-403.00939965354877,-651.15487357587,0.8462728280625139,77,2.8297253,16.940805,226.56968351821104,-205.95469856262207,-1212.517478466034,0.99609685,-0.2829726040363312,-0.29405587911605835,0.0,0.006485513411462307,0.011083275079727173,13.011147022247314,4.002501726150513
0.1544027328491211,1.9530384540557861,0.04818081855773926,-385.41474284277183,6.955903,-2.8334944,-2.5216205,0.52322525,-5.210477,-2.8288016,0.18627828,3,-403.79041272587386,-652.556420215567,0.7695785975740204,75,2.824622,16.85457,247.27172439678745,-202.23415344953537,-1153.8711128234863,0.99367476,-0.2824622690677643,-0.2937806248664856,0.0,0.006715527735650539,0.011318355798721313,16.927824020385742,3.911355972290039
0.1529405117034912,1.9140982627868652,0.046540260314941406,-389.5974154161206,8.606905,-2.816911,-2.5162416,0.24086756,-5.0963216,-2.7970839,0.13184363,4,-478.9530119124494,-753.1041722275316,0.7545839921626769,80,2.8260114,16.878008,251.15066748732366,-223.01379203796387,-1216.2452688217163,0.99430704,-0.2826012074947357,-0.29246625304222107,0.0,0.00642775883898139,0.009865045547485352,20.8235821723938,3.88958477973938
0.15674066543579102,1.9898889064788818,0.04793906211853027,-375.971566674768,9.50879,-2.8101413,-2.500111,0.5972342,-5.317082,-3.0600748,0.11095007,5,-552.4247797886488,-905.7440096342564,0.6896498895845911,75,2.8146935,16.688059,343.87306301489383,-211.41118156909943,-1835.8128290176392,0.9888948,-0.2814692556858063,-0.29575470089912415,0.0,0.006440435070544481,0.014285445213317871,24.946650981903076,4.118393898010254
0.16171836853027344,1.9807257652282715,0.05242323875427246,-276.8302422455817,9.31441,-2.8069806,-2.50395,-0.019262265,-5.0723953,-2.757421,0.11139332,6,-542.0035689239462,-873.2259719367875,0.6025285475694055,76,2.810943,16.625587,366.6001317418888,-229.06561052799225,-1658.4461512565613,0.98714393,-0.2810943126678467,-0.29291775822639465,0.0,0.009008112363517284,0.011823445558547974,28.927199125289917,3.975515842437744
0.15086913108825684,1.9585909843444824,0.0526890754699707,-205.9728738912811,9.478983,-2.7836595,-2.493301,0.058521464,-5.0754433,-2.7353907,0.104922235,7,-564.8972905715103,-898.9661785678284,0.6228031895929491,74,2.779125,16.104923,370.9091595225512,-336.26828169822693,-1643.9840059280396,0.9718374,-0.27791252732276917,-0.2883449196815491,0.0,0.007394588086754084,0.010432392358779907,33.025352001190186,4.09227991104126
0.15630435943603516,1.9435863494873047,0.04755234718322754,-132.74558260072178,8.155343,-2.7709486,-2.478294,-0.57285976,-5.0259967,-2.799955,0.11560218,8,-510.8694495835623,-820.7770770915384,0.5188934174259967,70,2.7859309,16.214905,374.69272418264364,-325.4946891069412,-1743.9438800811768,0.97554475,-0.27859315276145935,-0.2887302041053772,0.0,0.007253945339471102,0.010137051343917847,36.94205904006958,3.911256790161133
0.14965105056762695,1.9261200428009033,0.04944109916687012,-109.61182120439491,8.116526,-2.7528331,-2.446027,-0.76573545,-4.8938713,-2.696055,0.1113892,9,-507.62303435045214,-797.4486688096594,0.5861652345668158,72,2.7651715,15.881763,359.76187426386923,-341.74650955200195,-1877.7454328536987,0.96585405,-0.27651724219322205,-0.28695324063301086,0.0,0.009242159314453602,0.010435998439788818,40.811408042907715,3.863978862762451
0.14721083641052246,1.8705472946166992,0.049019813537597656,-86.44954526976402,8.53695,-2.7292879,-2.4272163,-0.679415,-4.872053,-2.639521,0.094239235,10,-546.5784450897953,-862.8417111762932,0.6935092396024642,70,2.723389,15.231854,309.6426721994371,-342.1790496110916,-1777.8509120941162,0.9454284,-0.27233874797821045,-0.2864222228527069,0.0,0.009853278286755085,0.01408347487449646,44.62641906738281,3.8079140186309814
0.14713263511657715,1.8065521717071533,0.046930789947509766,-77.15577099612409,8.093866,-2.7193716,-2.4239392,-1.1840223,-4.630225,-2.4818366,0.09787322,11,-511.49982337651977,-787.0160946026444,0.6657860464855223,72,2.728247,15.306031,238.22542918565378,-410.63105058670044,-1330.3931827545166,0.9474082,-0.2728247344493866,-0.2814158797264099,0.0,0.007596898358315229,0.008591145277023315,48.62756896018982,3.9949281215667725
0.15740251541137695,2.0940139293670654,0.05394411087036133,-65.84952001306667,8.23245,-2.70954,-2.3945518,-1.4782906,-4.711573,-2.5458426,0.10379591,12,-511.1355392513493,-779.8873789519072,0.8754685518143619,75,2.7053645,14.959768,228.2054814966874,-439.2580955028534,-1392.231689453125,0.93661606,-0.27053651213645935,-0.28249385952949524,0.0,0.006915717385709286,0.011957347393035889,52.69288396835327,4.059620141983032
