AbsLearnSignal,ItrTime,Time,MeanKL,Entropy,Iteration,LossAfter,NumTrajs,MaxReturn,ProcessExecTime,EnvExecTime,AveragePolicyStd,MinReturn,AverageReturn,LossBefore,PolicyExecTime,dLoss,StdReturn,Perplexity,AverageDiscountedReturn,ExplainedVariance,MeanKLBefore
0.8395932273,39.9290812016,8212.9619841576,0.00731349,2.9459753,268,-0.10263342,2,-512.8664229148,0.00359869,34.758916378,1.1235687,-718.4456319645,-615.6560274397,0,0.1591384411,0.10263342,102.7896045248,19.029213,-429.6736663073,0.5380327271,0
0.7302648596,26.2870635986,8239.2909748554,0.009018125,2.951941,269,-0.0690232,1,-439.3773116461,0.0024051666,21.076624155,1.1238053,-439.3773116461,-439.3773116461,-1.4305114E-08,0.1013324261,0.069023184,0,19.143074,-309.5377254265,-1.2349547808,0
0.7721689445,26.921204567,8266.2550487518,0.0061739134,2.94631,270,-0.045096006,1,-610.5328418288,0.0027432442,21.7177579403,1.1188744,-610.5328418288,-610.5328418288,2.8610229E-08,0.088561058,0.045096036,0,19.035583,-397.8804298953,0.9313625216,0
0.896882272,32.6516935825,8298.9562382698,0.0066346508,2.9349453,271,-0.09258248,2,-310.1796061497,0.0027959347,27.4374899864,1.1098564,-472.709731479,-391.4446688144,-2.7247838E-08,0.1018519402,0.09258245,81.2650626646,18.820475,-310.0809041082,0.7872164272,0
nan,40.8670313358,8339.8847994804,0,2.9420335,272,nan,2,nan,0.0041151047,35.5248944759,1.1208535,nan,nan,nan,0.1487743855,nan,nan,18.954351,nan,nan,0
nan,32.3280665874,8372.2726113796,0,2.9420342,273,nan,2,-356.2615114572,0.0026960373,27.1014678478,1.1208537,-367.0358680537,-361.6486897554,nan,0.1046671867,nan,5.3871782983,18.954365,-292.2493202892,nan,0
0.8542897062,26.6279702187,8398.9465527535,0.00650015,2.942034,274,-0.037451588,1,-799.5047861043,0.0025961399,21.4266350269,1.1208538,-799.5047861043,-799.5047861043,0,0.0950269699,0.037451588,0,18.954361,-524.3234621386,0.9219047017,0
0.8798421188,27.0718388557,8426.0666179657,0.00847524,2.9106402,275,-0.02632393,1,-596.1215269141,0.0024967194,21.8544511795,1.1078373,-596.1215269141,-596.1215269141,-4.7683717E-08,0.0940961838,0.026323881,0,18.368555,-407.2763488227,0.8523851245,0
0.8446810155,32.9446699619,8459.0575282574,0.008604714,2.908792,276,-0.042424858,2,-373.0794088568,0.0028991699,27.8492808342,1.106504,-375.110782551,-374.0950957039,-3.633045E-08,0.1036069393,0.04242482,1.0156868471,18.334637,-296.4254873363,0.8769686554,0
0.7998475464,26.9369838238,8486.0539917946,0.009427348,2.8896952,277,-0.024771271,1,-746.6236575673,0.002584219,21.7350637913,1.0935357,-746.6236575673,-746.6236575673,-4.7683717E-08,0.0972869396,0.024771223,0,17.987825,-474.7455506282,-1.7530040329,0
0.8375574355,26.6065430641,8512.7086632252,0.009915036,2.911824,278,-0.08533726,1,-665.9282880291,0.0027022362,21.4749691486,1.111693,-665.9282880291,-665.9282880291,-3.8146972E-08,0.0986852646,0.08533722,0,18.390312,-435.4865429877,0.9747113278,0
0.8619147228,26.9751532078,8539.7341439724,0.009034706,2.8735447,279,-0.037845526,1,-602.6072214038,0.002569437,21.7858269215,1.0917324,-602.6072214038,-602.6072214038,4.7683717E-08,0.0955154896,0.037845574,0,17.699646,-401.8293488703,0.9840029792,0
0.8858859451,26.6586003304,8566.4455869198,0.008846388,2.880412,280,-0.03955955,1,-766.8981649419,0.0024766922,21.5039143562,1.104136,-766.8981649419,-766.8981649419,-3.33786E-08,0.0983746052,0.039559517,0,17.821615,-502.0640706847,0.9410608531,0
0.9138819952,40.373935461,8606.8681898117,0.006373451,2.8567193,281,-0.05043647,2,-377.8195423097,0.004131794,35.1638288498,1.0885948,-629.2580043186,-503.5387733141,-1.2548346E-08,0.1502633095,0.05043646,125.7192310044,17.404333,-361.8688578151,0.3521532828,0
0.8429383598,26.7326819897,8633.6447513104,0.0072068204,2.8174746,282,-0.042200465,1,-620.2800876402,0.0023579597,21.6197843552,1.06976,-620.2800876402,-620.2800876402,1.1920929E-08,0.0948965549,0.042200476,0,16.734535,-419.4932084642,0.8209172142,0
0.92444378,40.5808136463,8674.2742125988,0.008956904,2.8272247,283,-0.06313711,2,-370.9344587433,0.0040199757,35.4102828503,1.0721287,-569.5711439069,-470.2528013251,0,0.1442117691,0.06313711,99.3183425818,16.898499,-339.9824210685,0.6338917851,0
0.9245441084,40.8363952637,8715.1585869789,0.009458783,2.8029194,284,-0.06787034,2,-359.6757380646,0.0042109489,35.6469852924,1.0631082,-1069.0123386864,-714.3440383755,-4.9865324E-08,0.1474025249,0.06787029,354.6683003109,16.492725,-466.655797259,-1.2603565074,0
0.9396225214,40.8794095516,8756.083095789,0.0067781955,2.795261,285,-0.066451736,2,-413.5447978521,0.0038506985,35.5813684464,1.060906,-877.0960966857,-645.3204472689,3.7645037E-08,0.14742136,0.06645177,231.7756494168,16.366898,-449.9672565003,-29.8440215855,0
0.8445780028,40.6169888973,8796.7463302612,0.009239872,2.794941,286,-0.07110925,2,-505.7878339435,0.0040140152,35.3497247696,1.0581121,-776.3308414196,-641.0593376815,4.3348834E-08,0.1588156223,0.071109295,135.271503738,16.361662,-450.773674744,0.8501864726,0
0.9137618169,40.5921764374,8837.3865506649,0.008824482,2.8140166,287,-0.084788404,2,-441.8645432454,0.0037815571,35.3880119324,1.0666226,-460.4245014437,-451.1445223445,6.233166E-08,0.138610363,0.084788464,9.2799790992,16.676767,-334.9686015286,0.8077665272,0
0.8213043448,26.6510322094,8864.0829286575,0.0071171164,2.8186285,288,-0.048924632,1,-541.729879613,0.0025036335,21.5700829029,1.0714034,-541.729879613,-541.729879613,0,0.0839335918,0.048924632,0,16.753859,-366.8432924069,0.9460786486,0
0.8425607583,41.0925357342,8905.2228295803,0.006392707,2.803421,289,-0.072634816,2,-489.9302881783,0.0040831566,35.7520225048,1.0687451,-565.288453251,-527.6093707146,1.857807E-08,0.1456468105,0.07263483,37.6790825363,16.501001,-380.8765422548,0.6718062421,0
0.8645868858,40.8592815399,8946.1323904991,0.008682248,2.81099,290,-0.07788921,2,-333.637782806,0.0037646294,35.6977009773,1.0589051,-518.1936296393,-425.9157062226,-2.4932662E-08,0.1460676193,0.07788919,92.2779234166,16.626371,-310.0813354418,0.2279317469,0
0.9356911244,32.6934800148,8978.87333107,0.006621146,2.831819,291,-0.04641325,2,-409.8855572029,0.0027997494,27.4715378284,1.0683337,-446.9181509928,-428.4018540979,0,0.103105545,0.04641325,18.516296895,16.976315,-338.0070645717,-295.9206229966,0
0.9440781609,32.376039505,9011.2940282822,0.007576108,2.8536174,292,-0.08515891,2,-332.140920197,0.0026531219,27.1451790333,1.079029,-454.444466377,-393.292693287,4.908618E-08,0.1111035347,0.08515896,61.15177309,17.350433,-317.1748052269,0.8798090801,0
0.8798511173,26.9293370247,9038.2680165768,0.009495259,2.836618,293,-0.038749598,1,-695.0985730687,0.0025327206,21.6839752197,1.0704516,-695.0985730687,-695.0985730687,3.8146972E-08,0.0984985828,0.038749635,0,17.057978,-455.8481496135,-45.5092343353,0
0.8085450052,40.6865615845,9078.9988524914,0.007279692,2.8958554,294,-0.064957224,2,-438.5724611373,0.0037455559,35.3326916695,1.1027869,-589.4090029618,-513.9907320496,2.5262896E-08,0.1511869431,0.064957246,75.4182709122,18.098978,-372.7489899555,0.8393859181,0
0.8648848124,26.6617031097,9105.7043976784,0.009432874,2.9081037,295,-0.06692695,1,-503.9430672323,0.0024650097,21.5116131306,1.1117145,-503.9430672323,-503.9430672323,-6.67572E-08,0.0970218182,0.06692688,0,18.322021,-348.8496167426,0.9757977996,0
0.8219869189,26.8008692265,9132.5652883053,0.0073784315,2.929657,296,-0.040539667,1,-497.8949717935,0.0026409626,21.6871039867,1.1344267,-497.8949717935,-497.8949717935,-1.9073486E-08,0.091966629,0.04053965,0,18.721209,-342.5837274088,0.9857325442,0
0.8121569279,40.4069232941,9173.0200240612,0.008318068,2.923155,297,-0.06494429,2,-380.8734393668,0.0038387775,35.2235548496,1.1298174,-499.6176071442,-440.2455232555,0,0.1496734619,0.06494429,59.3720838887,18.599878,-326.2766092638,0.8492281874,0
0.8309658246,26.844435215,9199.9124324322,0.0064979424,2.912929,298,-0.0826535,1,-519.1627077214,0.002666235,21.6675751209,1.1176244,-519.1627077214,-519.1627077214,2.6226044E-08,0.09816432,0.08265353,0,18.410646,-358.7636893955,0.9815619782,0
0.8443979051,26.4631316662,9226.4224767685,0.00815424,2.8892844,299,-0.058149118,1,-958.4853736116,0.0025174618,21.3038344383,1.099855,-958.4853736116,-958.4853736116,-2.3841858E-08,0.0899574757,0.058149096,0,17.980438,-595.9128725146,0.861548584,0
0.8537544086,27.0671575069,9253.5368704796,0.009397842,2.8809927,300,-0.041354876,1,-459.9169824017,0.0024969578,21.9100728035,1.095693,-459.9169824017,-459.9169824017,-1.9073486E-08,0.0935661793,0.041354857,0,17.831964,-318.8841282505,-0.1192890305,0
0.8628053804,26.8839287758,9280.464227438,0.0067252098,2.88603,301,-0.048386067,1,-808.2922984306,0.0024473667,21.7204246521,1.0957625,-808.2922984306,-808.2922984306,9.536743E-09,0.0945930481,0.04838608,0,17.922016,-517.588002695,0.8208479002,0
0.8171096315,32.1454000473,9312.6553959847,0.007249512,2.8935382,302,-0.07299285,2,-342.8321698071,0.002699852,26.9029123783,1.1012783,-387.7382386518,-365.2852042294,-1.0518467E-08,0.1005189419,0.07299284,22.4530344224,18.057087,-295.1693764447,0.9081273652,0
0.7998044809,26.8153753281,9339.5192651749,0.0083292965,2.8801386,303,-0.043331336,1,-883.5002155933,0.0026977062,21.6023523808,1.0851446,-883.5002155933,-883.5002155933,3.8146972E-08,0.0982050896,0.043331373,0,17.816744,-548.8910629912,0.2476368375,0
0.8648719894,32.8038365841,9372.3688833714,0.0069760717,2.8323727,304,-0.07786245,2,-511.162942969,0.0027263165,27.6114251614,1.0607995,-682.7719753696,-596.9674591693,1.7825688E-08,0.0992026329,0.077862464,85.8045162003,16.985714,-451.1925856455,0.5509797006,0
0.9094191195,26.6846261024,9399.1104691029,0.008613783,2.8836167,305,-0.04554944,1,-510.228867007,0.002415657,21.5846731663,1.0855893,-510.228867007,-510.228867007,-3.33786E-08,0.0950131416,0.045549408,0,17.878819,-360.4554297862,-2.4110570057,0
0.892143093,26.8851585388,9426.0445079804,0.007903094,2.9015536,306,-0.06881558,1,-444.4864650818,0.0024905205,21.6335608959,1.0906649,-444.4864650818,-444.4864650818,-2.3841858E-08,0.1010005474,0.06881556,0,18.202404,-320.7569683831,0.9584834615,0
0.8624509695,26.8155174255,9452.9127645493,0.007215027,2.8915458,307,-0.061522163,1,-663.803032239,0.0026562214,21.6816811562,1.0835932,-663.803032239,-663.803032239,0,0.0937657356,0.061522163,0,18.021145,-437.1951134212,0.9279701918,0
0.9337665793,32.9484181404,9485.907917738,0.008339418,2.8996475,308,-0.0838571,2,-300.5120000881,0.0027043819,27.7031290531,1.0847036,-577.8173115543,-439.1646558212,2.6738531E-08,0.1051626205,0.08385713,138.6526557331,18.16774,-341.1629903657,0.5268136524,0
0.7363353253,41.0036511421,9526.9576556683,0.009218709,2.921505,309,-0.04806853,2,-448.8737477392,0.0040309429,35.7374074459,1.0976137,-619.6910345246,-534.2823911319,4.92219E-08,0.1472785473,0.04806858,85.4086433927,18.569212,-387.6963172389,-26.6001874064,0
0.7288838163,40.632399559,9567.6382424831,0.009547056,2.9095037,310,-0.06787526,2,-505.0744507595,0.0038352013,35.2963383198,1.082296,-582.7915845003,-543.9330176299,6.1926904E-09,0.1463778019,0.067875266,38.8585668704,18.34769,-394.3951022462,0.9782479746,0
0.8597483475,26.7015089989,9594.386033535,0.009257921,2.9159434,311,-0.0757182,1,-896.6718086486,0.0027132034,21.4697966576,1.0862508,-896.6718086486,-896.6718086486,1.9073486E-08,0.0929327011,0.075718224,0,18.466225,-558.0741295459,0.8591805207,0
0.8332538177,26.8248064518,9621.2581429482,0.00925481,2.908491,312,-0.07883579,1,-429.2617263554,0.0026447773,21.6916036606,1.0790547,-429.2617263554,-429.2617263554,-9.536743E-09,0.0960402489,0.078835785,0,18.329117,-309.5887816266,-0.3754269003,0
0.92698814,39.9504806995,9661.2679431439,0.0064701815,2.939184,313,-0.055750705,2,-442.8996111404,0.0039753914,34.6480329037,1.0926025,-889.4761742981,-666.1878927192,1.9073486E-08,0.1546752453,0.055750724,223.2882815788,18.900415,-446.0028447453,0.2923629939,0
0.8741293709,32.320984602,9693.6381015778,0.006969468,2.919387,314,-0.07994821,2,-382.3990379861,0.0027377605,27.1544549465,1.0801786,-546.8503591269,-464.6246985565,-3.633045E-08,0.1037685871,0.07994817,82.2256605704,18.529926,-362.9101760226,-6.4845033433,0
0.7994900598,26.7924365997,9720.4860107899,0.0066707726,2.9262278,315,-0.05498191,1,-446.0909226654,0.0024793148,21.6545114517,1.0839564,-446.0909226654,-446.0909226654,4.7683715E-09,0.0929965973,0.054981913,0,18.65712,-313.9671632487,-21.8163792301,0
0.9313793404,40.9809951782,9761.5190401077,0.007282448,2.9505024,316,-0.034944706,2,-572.319326078,0.0040273666,35.7472245693,1.096013,-615.162522616,-593.740924347,-2.4453188E-08,0.1533827782,0.03494468,21.421598269,19.115555,-429.045558011,0.8060484485,0
0.8650459969,26.6493411064,9788.2224364281,0.007370997,2.9387999,317,-0.0370368,1,-816.3932397393,0.0026838779,21.4741764069,1.0913833,-816.3932397393,-816.3932397393,-2.8610229E-08,0.0926580429,0.03703677,0,18.893158,-520.603086864,0.9417043501,0
0.864438362,26.8064446449,9815.0759687424,0.006939518,2.9387887,318,-0.059908446,1,-403.1192918437,0.0025115013,21.6432738304,1.0913885,-403.1192918437,-403.1192918437,0,0.0971186161,0.059908446,0,18.892946,-293.36171388,-0.0541949956,0
0.8063210709,40.5959115028,9855.7174427509,0.0062561263,2.919079,319,-0.038992833,2,-459.5092530066,0.0039317608,35.3096802235,1.0800496,-615.8274641746,-537.6683585906,4.9865324E-08,0.149948597,0.03899288,78.159105584,18.52422,-377.8779178635,0.6064738822,0
0.818835046,26.8539047241,9882.6184103489,0.0096366955,2.9163046,320,-0.05864591,1,-730.8523059353,0.0025038719,21.6709489822,1.0776728,-730.8523059353,-730.8523059353,0,0.1006445885,0.05864591,0,18.472897,-463.6390775345,0.9784745002,0
0.8161635491,39.9088115692,9922.5742323399,0.009556443,2.931559,321,-0.06281004,2,-361.5670137425,0.0039291382,34.750275135,1.087329,-1239.0667872325,-800.3169004875,5.052579E-08,0.1394364834,0.06281009,438.749886745,18.756851,-527.4639189031,0.4300390928,0
0.9195913728,26.9478969574,9949.5690727234,0.007504481,2.9273605,322,-0.011432162,1,-392.956187783,0.0026409626,21.7418270111,1.0872715,-392.956187783,-392.956187783,-3.8146972E-08,0.0914885998,0.011432123,0,18.678265,-285.5676143483,-10.5400067443,0
0.883479238,31.9647798538,9981.5822441578,0.0089337565,2.9264045,323,-0.25535718,2,-369.7697849566,0.0026516914,26.7769224644,1.0865614,-416.9055116595,-393.3376483081,0,0.0979254246,0.25535718,23.5678633514,18.660416,-314.0964094039,0.7809690229,0
0.8776441514,26.7766215801,10008.4043755531,0.008815864,2.9470553,324,-0.06559327,1,-663.3883622239,0.0025935173,21.6115987301,1.0966545,-663.3883622239,-663.3883622239,1.04904174E-07,0.0929865837,0.06559338,0,19.049776,-441.5445564666,-1.1821540774,0
0.8451761417,26.649312973,10035.0996854305,0.0073598516,2.946655,325,-0.038360566,1,-950.1657296522,0.0025444031,21.4276459217,1.09696,-950.1657296522,-950.1657296522,-9.536743E-09,0.0970518589,0.038360555,0,19.042152,-595.1974623265,0.9029956112,0
0.9308196614,40.1935749054,10075.3416743279,0.0063047903,2.968504,326,-0.046738327,2,-350.2479352395,0.00375247,35.0198688507,1.1087893,-875.3437933321,-612.7958642858,-1.2631448E-08,0.1430807114,0.046738315,262.5479290463,19.46278,-419.1181505036,0.2238678483,0
0.8691650515,26.6894788742,10102.077069521,0.009965274,2.9578483,327,-0.052000962,1,-531.3840165162,0.0024933815,21.5676496029,1.1060805,-531.3840165162,-531.3840165162,-1.4305114E-08,0.0919592381,0.052000947,0,19.256493,-363.6671439788,-11.983749739,0
0.8379240914,27.1492300034,10129.2845544815,0.008458917,3.011301,328,-0.04226897,1,-466.249985911,0.0026161671,21.8471059799,1.1382351,-466.249985911,-466.249985911,1.9073486E-08,0.0983669758,0.042268988,0,20.313812,-332.3724665974,0.9782337237,0
0.9056665906,26.6537673473,10155.982364893,0.006828406,3.0161066,329,-0.041997753,1,-507.4066851569,0.0024869442,21.5550835133,1.1349211,-507.4066851569,-507.4066851569,-3.33786E-08,0.0905432701,0.04199772,0,20.411667,-350.2100568825,0.9624811236,0
0.8443197123,26.7409596443,10182.771576643,0.006629408,3.0195584,330,-0.04195509,1,-469.1817508702,0.0024554729,21.4986145496,1.1355847,-469.1817508702,-469.1817508702,-9.536743E-09,0.0960617065,0.04195508,0,20.482244,-346.1029255396,0.9694363542,0
0.8784717929,26.5588519573,10209.3845260143,0.009277555,3.019489,331,-0.05376481,1,-673.6649812823,0.0025191307,21.4223027229,1.1355431,-673.6649812823,-673.6649812823,-3.33786E-08,0.0952177048,0.053764775,0,20.480824,-452.3868217165,0.8384196408,0
nan,40.3900828362,10249.8289546967,0,3.0548396,332,nan,2,nan,0.0038032532,35.1736695766,1.1503664,nan,nan,nan,0.1451957226,nan,nan,21.217783,nan,nan,0
nan,27.1177101135,10276.991433382,0,3.0548398,333,nan,1,-512.6536573266,0.0025472641,21.778853178,1.1503663,-512.6536573266,-512.6536573266,nan,0.095937252,nan,0,21.217787,-361.7739210886,nan,0
0.9017640768,26.769516468,10303.8180322647,0.009084725,3.0548398,334,-0.06822256,1,-577.4180629542,0.0024149418,21.624686718,1.1503663,-577.4180629542,-577.4180629542,-3.8146972E-08,0.0877621174,0.06822252,0,21.217787,-402.7624713769,0.9853496514,0
0.692429351,26.761071682,10330.6259322166,0.009648027,3.0781121,335,-0.09677628,1,-575.3207281955,0.0025129318,21.5995380878,1.1629297,-575.3207281955,-575.3207281955,2.3841858E-08,0.0948896408,0.0967763,0,21.717363,-403.1634624794,0.9968107631,0
0.8249512357,26.6808354855,10357.3507831097,0.008351052,3.0763056,336,-0.041265048,1,-563.8052117274,0.0026807785,21.4511814117,1.1604004,-563.8052117274,-563.8052117274,-1.9073486E-08,0.0947065353,0.04126503,0,21.678167,-404.124886552,0.9954489556,0
0.8656860455,31.9390909672,10389.3348493576,0.0066093234,3.0723789,337,-0.06659269,2,-311.3456183391,0.0025486946,26.7963991165,1.1554667,-395.1491102385,-353.2473642888,5.90145E-09,0.0950651169,0.0665927,41.9017459497,21.593208,-289.8070575032,0.8692788145,0
0.9243981643,40.4942948818,10429.8781781197,0.0071944636,3.075104,338,-0.06254919,2,-376.0400211897,0.0037648678,35.2256016731,1.1569669,-515.4281514556,-445.7340863226,-2.5262896E-08,0.1422636509,0.06254917,69.694065133,21.652134,-335.3688447686,0.5035869208,0
0.9266078441,32.1291968822,10462.0547680855,0.0090224,3.078727,339,-0.04762306,2,-380.1727179552,0.0026571751,26.99187994,1.1582977,-397.9851583169,-389.078938136,2.7776922E-08,0.0946578979,0.047623087,8.9062201808,21.730722,-312.2621370346,-3.2479827685,0
0.9166678456,32.4684567451,10494.5710306168,0.008677666,3.0820315,340,-0.056351863,2,-340.8296349903,0.002710104,27.3242638111,1.1604552,-371.737901914,-356.2837684522,1.8339891E-08,0.1050720215,0.05635188,15.4541334619,21.802649,-288.0157468846,0.9280963758,0
0.919893333,26.7452023029,10521.3634097576,0.008323702,3.0838752,341,-0.05828532,1,-572.1288934591,0.0026652813,21.6179049015,1.160466,-572.1288934591,-572.1288934591,1.9073486E-08,0.0909571648,0.058285337,0,21.842884,-392.9742638018,-0.7599959211,0
0.8079479556,26.9599947929,10548.3680832386,0.009915421,3.0510504,342,-0.08809376,1,-487.8458250022,0.0026493073,21.7703902721,1.1413238,-487.8458250022,-487.8458250022,-1.9073486E-08,0.0964448452,0.088093735,0,21.137537,-343.0158787952,0.9848544008,0
0.8120796064,32.3035805225,10580.7170038223,0.008452759,3.0336597,343,-0.078461416,2,-332.3470838719,0.0026509762,27.2205548286,1.1341581,-361.3160867134,-346.8315852927,0,0.1025798321,0.078461416,14.4845014208,20.773117,-278.9573640717,0.9576321268,0
0.9109935311,26.6109857559,10607.3791234493,0.007765731,3.0353394,344,-0.039496526,1,-435.2792904298,0.0024218559,21.476095438,1.1357017,-435.2792904298,-435.2792904298,-9.536743E-09,0.0949275494,0.039496515,0,20.808039,-319.0559842367,0.7982473922,0
0.8139187207,31.9238138199,10639.3639345169,0.009831905,3.0483904,345,-0.0765773,2,-328.1631131403,0.0026245117,26.811024189,1.1421608,-331.6197113863,-329.8914122633,-1.8699497E-08,0.0951805115,0.076577276,1.728299123,21.081385,-268.7788129397,0.9728326822,0
0.639660626,40.1237742901,10679.5349645615,0.0065854797,3.0819404,346,-0.03634757,2,-352.5626797383,0.003806591,34.9419674873,1.1644688,-428.7862495377,-390.674464638,0,0.1396846771,0.03634757,38.1117848997,21.800663,-299.8252725716,0.1167400027,0
0.951782216,40.660797596,10720.2455914021,0.009500164,3.1210191,347,-0.055820126,2,-337.8562688151,0.0037992001,35.4730231762,1.194152,-540.9934570908,-439.4248629529,-5.0193385E-08,0.1496853828,0.055820078,101.5685941378,22.669472,-328.222310669,0.3528637913,0
0.9492849751,32.8566958904,10753.1588656902,0.009049474,3.1098132,348,-0.04269878,2,-303.5452027988,0.0028061867,27.685441494,1.1825453,-398.7688606252,-351.157031712,9.082613E-09,0.1034705639,0.042698786,47.6118289132,22.416857,-284.307336341,-8.1587363378,0
0.8587009851,32.1984190941,10785.4163482189,0.0073081944,3.109808,349,-0.06611077,2,-339.5751431811,0.0027453899,26.9309000969,1.1825374,-425.3154241181,-382.4452836496,1.8699497E-08,0.0973718166,0.06611079,42.8701404685,22.416739,-309.3168830336,0.8596299016,0
0.8198881902,26.6654014587,10812.1431496143,0.006709018,3.10845,350,-0.04625595,1,-697.0143255549,0.0024826527,21.4761886597,1.1820183,-697.0143255549,-697.0143255549,9.536743E-09,0.0923707485,0.04625596,0,22.386318,-468.8508990229,-26.3877550662,0
0.8440104556,26.7376863956,10838.9285523891,0.0064041424,3.119422,351,-0.040048942,1,-815.4960339294,0.002686739,21.5153377056,1.1989836,-815.4960339294,-815.4960339294,9.536743E-09,0.0990834236,0.040048953,0,22.633293,-538.131987708,0.9801645791,0
0.9442908816,40.4469695091,10879.4220528603,0.009865233,3.1005106,352,-0.062305897,2,-355.6669453232,0.00375247,35.2954380512,1.1814383,-728.8866439124,-542.2767946178,-4.9865324E-08,0.1399121284,0.06230585,186.6098492946,22.209288,-380.2706133786,0.1486062736,0
0.814536827,40.2238101959,10919.6914548874,0.0099578975,3.0545108,353,-0.060354676,2,-357.826229078,0.0036735535,34.9583916664,1.1524097,-514.630528667,-436.2283788725,2.5262896E-08,0.146723032,0.060354702,78.4021497945,21.210808,-327.2566213108,0.4497756428,0
0.8419186043,26.7316932678,10946.469524622,0.00999153,3.0401614,354,-0.026900472,1,-1007.4455709302,0.0027005672,21.458445549,1.146465,-1007.4455709302,-1007.4455709302,-9.536743E-09,0.091155529,0.026900463,0,20.908617,-641.8298210722,-0.095746083,0
0.8688664248,26.684196949,10973.2055015564,0.006220539,3.016885,355,-0.044138182,1,-571.4299395159,0.0025146008,21.4869482517,1.1306442,-571.4299395159,-571.4299395159,-1.9073486E-08,0.095385313,0.044138163,0,20.42756,-403.2167839592,0.3802710964,0
0.825816132,32.5382013321,11005.8015024662,0.006836695,3.0011275,356,-0.054866925,2,-350.4192540144,0.0026581287,27.3383171558,1.1212175,-384.5180338651,-367.4686439397,-0.000000094,0.1018843651,0.05486683,17.0493899254,20.108196,-293.2239318707,0.9229150155,0
0.8179653897,26.6125290394,11032.4677798748,0.008408226,3.0290594,357,-0.038831998,1,-883.6226498819,0.0024898052,21.4278597832,1.136778,-883.6226498819,-883.6226498819,-4.7683717E-08,0.0902078152,0.03883195,0,20.677774,-559.6790681904,-0.2600363547,0
0.9401825801,40.3639211655,11072.8835997581,0.0075398446,3.0466952,358,-0.07316496,2,-323.5840898672,0.003770113,35.0226202011,1.1473761,-901.9131843505,-612.7486371089,0,0.1512844563,0.07316496,289.1645472417,21.04568,-426.0721711241,0.0310587584,0
0.8694633921,40.6042325497,11113.5448048115,0.00933992,3.0195205,359,-0.06283406,2,-421.0773830737,0.0039641857,35.3225018978,1.1311771,-801.1043667081,-611.0908748909,-2.5096693E-08,0.1473305225,0.06283404,190.0134918172,20.481468,-436.7626397568,0.1847587797,0
0.8163648669,32.322756052,11145.9129843712,0.0093857385,3.0210156,360,-0.08391454,2,-422.5021433825,0.0028400421,27.0819118023,1.132086,-452.2910507322,-437.3965970573,1.8517948E-08,0.0972001553,0.083914556,14.8944536749,20.512114,-347.1586504819,-2.2055610917,0
0.8706614491,26.9783883095,11172.9396088123,0.0070078047,3.0821416,361,-0.09291451,1,-586.1055919972,0.0026736259,21.6915915012,1.1605678,-586.1055919972,-586.1055919972,-9.536743E-09,0.0912911892,0.0929145,0,21.805052,-397.4702918443,0.6850049812,0
0.802804686,26.9695594311,11199.9607429504,0.00787406,3.0896177,362,-0.034785777,1,-799.1131912068,0.0025391579,21.6979403496,1.1634958,-799.1131912068,-799.1131912068,1.9073486E-08,0.0943992138,0.034785796,0,21.968678,-522.7085988535,0.9621258765,0
0.864573345,26.7059066296,11226.7210948467,0.006853106,3.0782986,363,-0.040777482,1,-612.5399666897,0.0024211407,21.5066485405,1.1561357,-612.5399666897,-612.5399666897,1.9073486E-08,0.0919444561,0.0407775,0,21.721413,-411.0744823614,0.9309099636,0
0.6134987128,38.431276083,11265.1994099617,0.0064729955,3.0755863,364,-0.079360165,3,-58.2557425042,0.0029566288,33.297932148,1.1570443,-318.1811340789,-227.9224754081,-8.830318E-09,0.1040480137,0.07936016,120.054248811,21.662579,-188.8815191683,0.5995709875,0
0.685133174,41.0107831955,11306.2641015053,0.009808187,3.0746088,365,-0.04046132,2,-339.039806558,0.0038833618,35.7959053516,1.1557109,-587.3624108703,-463.2011087142,0,0.1490032673,0.04046132,124.1613021562,21.641415,-331.0815960004,-11.9028889109,0
0.913758259,41.0572111607,11347.380384922,0.009616175,3.1300614,366,-0.06009846,2,-413.2256889065,0.0037720203,35.8727574348,1.1904898,-531.3231378586,-472.2744133825,-2.4770761E-08,0.1429717541,0.060098436,59.048724476,22.875383,-348.912189843,-3.1402471433,0
0.7790297193,27.0137724876,11374.4408278465,0.006357317,3.137609,367,-0.0014117527,1,-571.8473806381,0.0024170876,21.8266346455,1.1962135,-571.8473806381,-571.8473806381,-2.3841858E-08,0.0968847275,0.0014117288,0,23.04869,-392.4828102373,0.985326705,0
0.8218568696,26.9521372318,11401.4459416866,0.0076306188,3.1334946,368,-0.048351783,1,-528.678564099,0.0025291443,21.7075388432,1.1931412,-528.678564099,-528.678564099,-2.8610229E-08,0.0958309174,0.048351754,0,22.954056,-370.9077254503,0.9952469535,0
0.9408794697,26.9985287189,11428.4898047447,0.007548998,3.1281018,369,-0.070312046,1,-551.4256184803,0.0026538372,21.7820854187,1.1932526,-551.4256184803,-551.4256184803,4.2915346E-08,0.0935120583,0.07031209,0,22.830603,-390.2040596174,0.9859240024,0
0.8178231018,32.8623943329,11461.3969359398,0.0076035196,3.1290054,370,-0.029418465,2,-309.5313303745,0.002892971,27.668576479,1.1909608,-435.1529291102,-372.3421297424,3.0091666E-08,0.1032795906,0.029418495,62.8107993678,22.851242,-298.6095381417,0.8562254109,0
